final_decision,title,salary_text,employer,location,posted_date,closing_date,classification,classification_reason,jobg8_check,jobg8_candidate_title,jobg8_candidate_employer,jobg8_match_score,employment_type,ontap_region,geo_cluster,geography_status,geography_reason,geography_lookup_key,slice_status,publish_eligible,source_job_id,source_url,manual_action,migration_status,factual_fingerprint,discovery_routes,source
SELECTED,Part Time Attendance Administrator,"£11,844.00 - £12,224.00 Annually (Actual)",Sir James Smith's School,"Camelford, South West, PL32 9UJ",2026-09-14,2026-10-09T23:59:00+01:00,HC,Clear admin/service title: administrator,No plausible JobG8 match,,,,['PART_TIME'],Cornwall,Cornwall,ROUTED,Exact locality match in geo_lookup.xlsx,camelford,LIVE,YES,part-time-attendance-administrator,https://teaching-vacancies.service.gov.uk/jobs/part-time-attendance-administrator,,,1788cd853602a1caba22ef277fcaba837705c29954d4e55de55d75317e8614a3,"[{""page"": 48, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 11, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
SELECTED,Temporary School Administrator,"£25,948.00 Annually (FTE)",Brunel Primary & Nursery Academy,"Saltash, South West, PL12 6DX",2026-09-24,2026-10-02T09:00:00+01:00,HC,Clear admin/service title: administrator,No plausible JobG8 match,,,,['PART_TIME'],Cornwall,Cornwall,ROUTED,Exact locality match in geo_lookup.xlsx,saltash,LIVE,YES,temporary-school-administrator-brunel-primary-nursery-academy,https://teaching-vacancies.service.gov.uk/jobs/temporary-school-administrator-brunel-primary-nursery-academy,,,0a2bf7c3453725607e1b20f41d3f24969e4db8071dcb7d2e74bf2ba13eed7efb,"[{""page"": 24, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 25, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 6, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
HARD_PASS,HR Lead,"£25,947.00 - £27,845.00 Annually (FTE) Pay reduced for working 40 weeks per year (£23,090 - £24,779)",Pool Academy,"Redruth, South West, TR15 3PZ",2026-09-22,2026-10-12T09:00:00+01:00,HARD_PASS,Insufficient admin/service evidence,No plausible JobG8 match,,,,['FULL_TIME'],Cornwall,Cornwall,ROUTED,Exact locality match in geo_lookup.xlsx,redruth,LIVE,YES,hr-lead-pool-academy,https://teaching-vacancies.service.gov.uk/jobs/hr-lead-pool-academy,,,d05e9bb7a8216df5e59f45b46f0ec24d6f8cebec058d399060c534d9ed1e1e59,"[{""page"": 51, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
HARD_PASS,Minibus Driver,£13.45 Hourly Zero hour contract,Camborne Science and International Academy,"Camborne, South West, TR14 7PP",2026-09-16,2026-09-30T09:00:00+01:00,HARD_PASS,Insufficient admin/service evidence,No plausible JobG8 match,,,,['FULL_TIME'],Cornwall,Cornwall,ROUTED,Exact locality match in geo_lookup.xlsx,camborne,LIVE,YES,minibus-driver-98c65611-dc6c-4ef2-ab00-f9bfce2a5837,https://teaching-vacancies.service.gov.uk/jobs/minibus-driver-98c65611-dc6c-4ef2-ab00-f9bfce2a5837,,,e6b59627514a20b13c07243dbf16d818c6193a8ba1ab385b270a8e9638e591cc,"[{""page"": 17, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",Teaching Vacancies
HARD_PASS,Specialist Administrator,,Mounts Bay Academy,"Penzance, South West, TR18 3JT",2026-09-21,2026-10-11T23:59:00+01:00,HARD_PASS,Missing salary or pay scale,No plausible JobG8 match,,,,['FULL_TIME'],Cornwall,Cornwall,ROUTED,Exact locality match in geo_lookup.xlsx,penzance,LIVE,YES,specialist-administrator-mounts-bay-academy,https://teaching-vacancies.service.gov.uk/jobs/specialist-administrator-mounts-bay-academy,,,65c1900b8f711684647de09e4e7e61a04fdadf4465e1fcc1930a6805c62b9cb5,"[{""page"": 49, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 12, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",Teaching Vacancies
