report_date,level,source,region,category,count
2026-09-13,total,All,,,1665
2026-09-13,source_summary,JobG8,,,1393
2026-09-13,source_summary,External,,,272
2026-09-13,provider,JobG8,,,1393
2026-09-13,provider,NEJobs,,,13
2026-09-13,provider,NHS Jobs,,,186
2026-09-13,provider,Teaching Vacancies,,,70
2026-09-13,provider,VONNE,,,3
2026-09-13,region_category,JobG8,Bedfordshire,Admin/Service – Office Support,15
2026-09-13,region_category,JobG8,Berkshire,Admin/Service – Office Support,15
2026-09-13,region_category,JobG8,Berkshire,Customer Sales / Sales Advisor,2
2026-09-13,region_category,JobG8,Berkshire,HR / Recruitment,1
2026-09-13,region_category,JobG8,Berkshire,Marketing,11
2026-09-13,region_category,JobG8,Bristol & Bath,Admin/Service – Office Support,21
2026-09-13,region_category,JobG8,Bristol & Bath,Customer Sales / Sales Advisor,3
2026-09-13,region_category,JobG8,Bristol & Bath,Marketing,6
2026-09-13,region_category,JobG8,Buckinghamshire,Admin/Service – Office Support,21
2026-09-13,region_category,JobG8,Buckinghamshire,Customer Service / Contact Centre,1
2026-09-13,region_category,JobG8,Buckinghamshire,Marketing,8
2026-09-13,region_category,JobG8,Cambridgeshire,Admin/Service – Office Support,9
2026-09-13,region_category,JobG8,Cambridgeshire,Marketing,6
2026-09-13,region_category,JobG8,Cheshire - East,Admin/Service – Office Support,10
2026-09-13,region_category,JobG8,Cheshire - Warrington & Halton,Admin/Service – Office Support,2
2026-09-13,region_category,JobG8,Cheshire - West,Admin/Service – Office Support,5
2026-09-13,region_category,JobG8,Cheshire - West,Marketing,5
2026-09-13,region_category,JobG8,Cornwall,Admin/Service – Office Support,3
2026-09-13,region_category,JobG8,Cumbria - South,Support Worker – Wide,3
2026-09-13,region_category,JobG8,Derbyshire,Admin/Service – Office Support,10
2026-09-13,region_category,JobG8,Devon,Admin/Service – Office Support,15
2026-09-13,region_category,JobG8,Devon,Customer Sales / Sales Advisor,4
2026-09-13,region_category,JobG8,Dorset,Admin/Service – Office Support,10
2026-09-13,region_category,JobG8,Essex,Admin/Service – Office Support,28
2026-09-13,region_category,JobG8,Essex,Legal Assistant / Paralegal,6
2026-09-13,region_category,JobG8,Essex,Marketing,7
2026-09-13,region_category,JobG8,Gloucestershire,Admin/Service – Office Support,15
2026-09-13,region_category,JobG8,Gloucestershire,Marketing,9
2026-09-13,region_category,JobG8,Greater Manchester - Manchester & Salford,Admin/Service – Office Support,18
2026-09-13,region_category,JobG8,Greater Manchester - Manchester & Salford,Customer Sales / Sales Advisor,6
2026-09-13,region_category,JobG8,Greater Manchester - Manchester & Salford,Finance / Accounts,6
2026-09-13,region_category,JobG8,Greater Manchester - Manchester & Salford,HR / Recruitment,2
2026-09-13,region_category,JobG8,Greater Manchester - Manchester & Salford,Marketing,9
2026-09-13,region_category,JobG8,Greater Manchester - South,Admin/Service – Office Support,6
2026-09-13,region_category,JobG8,Greater Manchester - South,Marketing,9
2026-09-13,region_category,JobG8,Greater Manchester - Wigan & Bolton,Admin/Service – Office Support,4
2026-09-13,region_category,JobG8,Hampshire,Admin/Service – Office Support,37
2026-09-13,region_category,JobG8,Hampshire,Customer Sales / Sales Advisor,5
2026-09-13,region_category,JobG8,Hampshire,Customer Service / Contact Centre,4
2026-09-13,region_category,JobG8,Hampshire,Support Worker – Wide,11
2026-09-13,region_category,JobG8,Hertfordshire,Admin/Service – Office Support,11
2026-09-13,region_category,JobG8,Hertfordshire,Customer Sales / Sales Advisor,4
2026-09-13,region_category,JobG8,Hertfordshire,Marketing,7
2026-09-13,region_category,JobG8,Kent,Admin/Service – Office Support,31
2026-09-13,region_category,JobG8,Kent,Customer Sales / Sales Advisor,7
2026-09-13,region_category,JobG8,Kent,Marketing,11
2026-09-13,region_category,JobG8,Kent,Support Worker – Wide,3
2026-09-13,region_category,JobG8,Leicestershire,Admin/Service – Office Support,18
2026-09-13,region_category,JobG8,Lincolnshire,Admin/Service – Office Support,6
2026-09-13,region_category,JobG8,London,Admin/Service – Office Support,98
2026-09-13,region_category,JobG8,London,Customer Sales / Sales Advisor,20
2026-09-13,region_category,JobG8,London,Customer Service / Contact Centre,1
2026-09-13,region_category,JobG8,London,Finance / Accounts,11
2026-09-13,region_category,JobG8,London,HR / Recruitment,34
2026-09-13,region_category,JobG8,London,Legal Assistant / Paralegal,52
2026-09-13,region_category,JobG8,London,Marketing,98
2026-09-13,region_category,JobG8,London,Support Worker – Wide,21
2026-09-13,region_category,JobG8,Merseyside - Liverpool,Admin/Service – Office Support,10
2026-09-13,region_category,JobG8,Merseyside - Liverpool,Marketing,7
2026-09-13,region_category,JobG8,Norfolk,Admin/Service – Office Support,8
2026-09-13,region_category,JobG8,Norfolk,Legal Assistant / Paralegal,1
2026-09-13,region_category,JobG8,North East,Customer Sales / Sales Advisor,7
2026-09-13,region_category,JobG8,North East,Customer Service / Contact Centre,3
2026-09-13,region_category,JobG8,North East,Marketing,5
2026-09-13,region_category,JobG8,North East - County Durham & Darlington/Hartlepool,Admin/Service – Office Support,6
2026-09-13,region_category,JobG8,"North East - Tyneside, Wearside & Northumberland",Admin/Service – Office Support,78
2026-09-13,region_category,JobG8,North Scotland,Admin/Service – Office Support,4
