job_id,title,employer,location,region,classification,selection_reason,boundary_review,service_admin_overlap,campaign_key,campaign_representative
20279_61775-b84827dfe56f1cdb62c773823ebeb739,Contact Centre Agent,EE,Whitley Bay,North East,CUSTOMER_SALES,"customer/service role with sales evidence: commission, uncapped commission, cold calling",False,False,f55b9a88e9443e86,False
20279_61775-274537a8c8f64b291278ed309ad39199,Contact Centre Agent,EE,Jarrow,North East,CUSTOMER_SALES,"customer/service role with sales evidence: commission, uncapped commission, cold calling",False,True,f55b9a88e9443e86,False
20279_61775-33ae573bb155210411f372c9d91f6158,Contact Centre Agent,EE,North Shields,North East,CUSTOMER_SALES,"customer/service role with sales evidence: commission, uncapped commission, cold calling",False,True,f55b9a88e9443e86,False
20279_61775-18920c4c3acd80a428cbeccf0253ec33,Customer Service Advisor,EE,North Shields,North East,CUSTOMER_SALES,"customer/service role with sales evidence: commission, uncapped commission, cold calling",False,False,f55b9a88e9443e86,False
20279_61775-dc0a27dec7f9767a517f1bdee6e96749,Customer Service Advisor,EE,Cramlington,North East,CUSTOMER_SALES,"customer/service role with sales evidence: commission, uncapped commission, cold calling",False,False,f55b9a88e9443e86,False
20279_61775-8ef0e6749cf58d9b5561096820a10361,Customer Service Advisor,EE,Jarrow,North East,CUSTOMER_SALES,"customer/service role with sales evidence: commission, uncapped commission, cold calling",False,True,f55b9a88e9443e86,False
20279_61775-405f06a99b99d692d3dbd58aa6f29272,Customer Service Advisor,EE,Washington,North East,CUSTOMER_SALES,"customer/service role with sales evidence: commission, uncapped commission, cold calling",False,True,f55b9a88e9443e86,False
20279_61775-153faf593eb64b88272f45adeaa28d87,Customer Service Advisor,EE,Newcastle Upon Tyne,North East,CUSTOMER_SALES,"customer/service role with sales evidence: commission, uncapped commission, cold calling",False,True,f55b9a88e9443e86,False
20279_61775-bc07315b5e693bf3b4ea520e30fc6b93,Customer Service Advisor,EE,Whitley Bay,North East,CUSTOMER_SALES,"customer/service role with sales evidence: commission, uncapped commission, cold calling",False,True,f55b9a88e9443e86,False
20279_61775-bc1f612ea8cca2ca26144bf48157219f,Customer Service Representative,EE,South Shields,North East,CUSTOMER_SALES,"customer/service role with sales evidence: commission, uncapped commission, cold calling",False,False,f55b9a88e9443e86,False
20279_61775-a7a3c096bd98e731264c684f71b08f27,Customer Service Representative,EE,Washington,North East,CUSTOMER_SALES,"customer/service role with sales evidence: commission, uncapped commission, cold calling",False,False,f55b9a88e9443e86,False
20279_61775-b6f536e2f3588a7554a90a1b17ad819c,Customer Service Representative,EE,Whitley Bay,North East,CUSTOMER_SALES,"customer/service role with sales evidence: commission, uncapped commission, cold calling",False,False,f55b9a88e9443e86,False
20279_61122-b6a5abb8cb239edda734f83e02af7151,Apprentice Sales Advisor,EE,Washington,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,9e02851f585bcf64,True
20279_61122-59c59f9b3c520d22bb5c2866f13441cf,Apprentice Sales Advisor,EE,North Shields,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,9e02851f585bcf64,False
20279_61122-ef7f539b8e9ba33cad21e044c32527c2,Apprentice Sales Advisor,EE,Wallsend,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,9e02851f585bcf64,False
20279_61122-b3dfc7fb9161b3eb7c4abe3945172d88,Apprentice Sales Advisor,EE,Hebburn,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,9e02851f585bcf64,False
20279_61122-6244596d725e8bfdfd2d12eee2f9a237,Apprentice Sales Advisor,EE,Jarrow,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,9e02851f585bcf64,False
20279_61122,Apprentice Sales Advisor,EE,Newcastle Upon Tyne,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,9e02851f585bcf64,False
20279_61122-97dd20c4ebf6ff9280a87b3c8decd99f,Apprentice Sales Advisor,EE,Gateshead,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,9e02851f585bcf64,False
20279_61775-b3dfc7fb9161b3eb7c4abe3945172d88,Sales Advisor,EE,Hebburn,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,f55b9a88e9443e86,True
20279_61775,Sales Advisor,EE,Newcastle Upon Tyne,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,f55b9a88e9443e86,False
20279_61775-b6a5abb8cb239edda734f83e02af7151,Sales Advisor,EE,Washington,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,f55b9a88e9443e86,False
20279_61775-59c59f9b3c520d22bb5c2866f13441cf,Sales Advisor,EE,North Shields,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,f55b9a88e9443e86,False
20279_61775-9590fcbeb2a607842ad3c14eab014f49,Sales Advisor,EE,Whitley Bay,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,f55b9a88e9443e86,False
20279_61775-41cdf25d056349db306149492f169b31,Sales Advisor,EE,South Shields,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,f55b9a88e9443e86,False
20279_61897-6244596d725e8bfdfd2d12eee2f9a237,Sales Advisor - Part Time,EE,Jarrow,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,1792d1c620468981,True
20279_61897-9590fcbeb2a607842ad3c14eab014f49,Sales Advisor - Part Time,EE,Whitley Bay,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,1792d1c620468981,False
20279_61897,Sales Advisor - Part Time,EE,Newcastle Upon Tyne,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,1792d1c620468981,False
20279_61897-8a947d76c6803dd88116d68f668dce22,Sales Advisor - Part Time,EE,Cramlington,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,1792d1c620468981,False
20279_61897-b3dfc7fb9161b3eb7c4abe3945172d88,Sales Advisor - Part Time,EE,Hebburn,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,1792d1c620468981,False
20279_61897-b6a5abb8cb239edda734f83e02af7151,Sales Advisor - Part Time,EE,Washington,North East,DIRECT_SALES,sales-led title: sales advisor,False,False,1792d1c620468981,False
20279_61775-830d9edb19fe94dc89e41d49b2ae306e,Sales Agent,EE,North Shields,North East,DIRECT_SALES,sales-led title: sales agent,False,False,f55b9a88e9443e86,False
20279_61775-5e1b2fa9c543df563e4c374a01c75b13,Sales Agent,EE,Newcastle Upon Tyne,North East,DIRECT_SALES,sales-led title: sales agent,False,False,f55b9a88e9443e86,False
20279_61775-18a220cf64d07127f597b79770dde552,Sales Agent,EE,Jarrow,North East,DIRECT_SALES,sales-led title: sales agent,False,False,f55b9a88e9443e86,False
20279_61775-e987296dda43166d6ba2e152db0e619a,Sales Agent,EE,Cramlington,North East,DIRECT_SALES,sales-led title: sales agent,False,False,f55b9a88e9443e86,False
20279_61775-88da17e82b50cfcf5c070e4e93ac6fa4,Sales Agent,EE,Wallsend,North East,DIRECT_SALES,sales-led title: sales agent,False,False,f55b9a88e9443e86,False
20279_61775-6902b7bed7f6c845729e38affd3dcf8a,Sales Agent,EE,Hebburn,North East,DIRECT_SALES,sales-led title: sales agent,False,False,f55b9a88e9443e86,False
20279_61775-efab97229eb36dce5cfa169571d011db,Sales Agent,EE,South Shields,North East,DIRECT_SALES,sales-led title: sales agent,False,False,f55b9a88e9443e86,False
20279_61775-323080519a936acaad6f9612c9c37ca4,Sales Representative,EE,Wallsend,North East,DIRECT_SALES,sales-led title: sales representative,False,False,f55b9a88e9443e86,False
20279_61775-ed5b6b7358a742a3c7d24f43dc1cee0b,Sales Representative,EE,Hebburn,North East,DIRECT_SALES,sales-led title: sales representative,False,False,f55b9a88e9443e86,False
20279_61775-1ee54115fce26cc3bc57535271198682,Sales Representative,EE,Whitley Bay,North East,DIRECT_SALES,sales-led title: sales representative,False,False,f55b9a88e9443e86,False
20279_61775-d8de2b0c11db24b6274a698cb2af3e3f,Sales Representative,EE,South Shields,North East,DIRECT_SALES,sales-led title: sales representative,False,False,f55b9a88e9443e86,False
20279_61775-1a9ab48d0ef0f61d70b3780dfb1654b4,Sales Representative,EE,Newcastle Upon Tyne,North East,DIRECT_SALES,sales-led title: sales representative,False,False,f55b9a88e9443e86,False
20279_61775-e43772ab1139935047e9826b48c5fafa,Sales Representative,EE,Gateshead,North East,DIRECT_SALES,sales-led title: sales representative,False,False,f55b9a88e9443e86,False
107804119,Sales Executive,GoFibre Broadband Limited,Berwick-upon-tweed,North East,DIRECT_SALES,sales-led title: sales executive,False,False,4683d1dbf6933108,True
107810309,Sales Executive Part Time,GoFibre Broadband Limited,Berwick-upon-tweed,North East,DIRECT_SALES,sales-led title: sales executive,False,False,56ca73c85dc90fdc,True
442dfc05-0164-45a4-b775-2bf07a9f46da,Sales Consultant,Red Rhino Solutions,Gateshead,North East,DIRECT_SALES,sales-led title: sales consultant,False,False,3948d3a82fdcec22,True
b995df7b-a734-4ec5-af37-89a2bc0ec7b2,New Business Account Manager,Chapman Tate Associates,Northampton,Northamptonshire,CONDITIONAL_ACCOUNT_SALES,account-based title with sales and office/digital evidence,True,False,48fee6a66351b8bf,True
abc60543-37b1-44b4-a422-70eb974ef02f,Telesales & Marketing Executive,ACS Recruitment Solutions Ltd,Rushden,Northamptonshire,DIRECT_SALES,sales-led title: telesales,False,False,e29e0432953086f5,True
4e16ba67-b983-4672-a535-2ecd7cd143dc,Sales Executive,Get Staffed Online Recruitment Limited,Kettering,Northamptonshire,DIRECT_SALES,sales-led title: sales executive,False,False,4ac5e2dfcc433e57,True
e6bdd061-79b5-46d7-86dd-b1bb2c501d40,Telesales Executive - Energy,Green Light Consultancy,Rushden,Northamptonshire,DIRECT_SALES,"sales-led title: sales executive, telesales",False,False,ae584955b28875fe,True
107862353,Telesales Operatives,SolviT Recruitment Ltd,Daventry,Northamptonshire,DIRECT_SALES,sales-led title: telesales,False,False,ca5d84c4b43f0bc9,True
23643_225429650,Customer Service Advisor,SF Partners,Mansfield,Nottinghamshire,CUSTOMER_SALES,"customer/service role with sales evidence: upsell, cross-sell, new business",False,False,f4a3caa08fcbbf63,True
