report_date,level,source,region,category,count
2026-09-22,total,All,,,1808
2026-09-22,source_summary,JobG8,,,1475
2026-09-22,source_summary,External,,,333
2026-09-22,provider,JobG8,,,1475
2026-09-22,provider,NEJobs,,,3
2026-09-22,provider,NHS Jobs,,,158
2026-09-22,provider,Teaching Vacancies,,,172
2026-09-22,region_category,JobG8,Bedfordshire,Admin/Service – Office Support,7
2026-09-22,region_category,JobG8,Berkshire,Admin/Service – Office Support,4
2026-09-22,region_category,JobG8,Berkshire,Customer Sales / Sales Advisor,6
2026-09-22,region_category,JobG8,Berkshire,Finance / Accounts,16
2026-09-22,region_category,JobG8,Berkshire,HR / Recruitment,2
2026-09-22,region_category,JobG8,Berkshire,Marketing,11
2026-09-22,region_category,JobG8,Bristol & Bath,Admin/Service – Office Support,21
2026-09-22,region_category,JobG8,Bristol & Bath,Customer Sales / Sales Advisor,5
2026-09-22,region_category,JobG8,Bristol & Bath,Finance / Accounts,13
2026-09-22,region_category,JobG8,Bristol & Bath,Marketing,3
2026-09-22,region_category,JobG8,Buckinghamshire,Admin/Service – Office Support,6
2026-09-22,region_category,JobG8,Buckinghamshire,Finance / Accounts,16
2026-09-22,region_category,JobG8,Buckinghamshire,Marketing,5
2026-09-22,region_category,JobG8,Cambridgeshire,Admin/Service – Office Support,14
2026-09-22,region_category,JobG8,Cambridgeshire,Finance / Accounts,19
2026-09-22,region_category,JobG8,Cambridgeshire,Marketing,3
2026-09-22,region_category,JobG8,Cheshire - East,Admin/Service – Office Support,7
2026-09-22,region_category,JobG8,Cheshire - East,Finance / Accounts,11
2026-09-22,region_category,JobG8,Cheshire - Warrington & Halton,Admin/Service – Office Support,24
2026-09-22,region_category,JobG8,Cheshire - Warrington & Halton,Finance / Accounts,11
2026-09-22,region_category,JobG8,Cheshire - West,Admin/Service – Office Support,6
2026-09-22,region_category,JobG8,Cheshire - West,Finance / Accounts,6
2026-09-22,region_category,JobG8,Cheshire - West,Marketing,1
2026-09-22,region_category,JobG8,Cornwall,Admin/Service – Office Support,3
2026-09-22,region_category,JobG8,Cumbria - South,Support Worker – Wide,3
2026-09-22,region_category,JobG8,Derbyshire,Admin/Service – Office Support,2
2026-09-22,region_category,JobG8,Devon,Admin/Service – Office Support,9
2026-09-22,region_category,JobG8,Devon,Customer Sales / Sales Advisor,3
2026-09-22,region_category,JobG8,Devon,Finance / Accounts,16
2026-09-22,region_category,JobG8,Dorset,Admin/Service – Office Support,8
2026-09-22,region_category,JobG8,Dorset,Finance / Accounts,11
2026-09-22,region_category,JobG8,Essex,Admin/Service – Office Support,15
2026-09-22,region_category,JobG8,Essex,Finance / Accounts,30
2026-09-22,region_category,JobG8,Essex,Legal Assistant / Paralegal,17
2026-09-22,region_category,JobG8,Essex,Marketing,7
2026-09-22,region_category,JobG8,Gloucestershire,Admin/Service – Office Support,7
2026-09-22,region_category,JobG8,Gloucestershire,Finance / Accounts,11
2026-09-22,region_category,JobG8,Gloucestershire,Marketing,3
2026-09-22,region_category,JobG8,Greater Manchester - Manchester & Salford,Admin/Service – Office Support,13
2026-09-22,region_category,JobG8,Greater Manchester - Manchester & Salford,Customer Sales / Sales Advisor,2
2026-09-22,region_category,JobG8,Greater Manchester - Manchester & Salford,Finance / Accounts,22
2026-09-22,region_category,JobG8,Greater Manchester - Manchester & Salford,HR / Recruitment,4
2026-09-22,region_category,JobG8,Greater Manchester - Manchester & Salford,Marketing,6
2026-09-22,region_category,JobG8,Greater Manchester - South,Admin/Service – Office Support,6
2026-09-22,region_category,JobG8,Greater Manchester - South,Marketing,1
2026-09-22,region_category,JobG8,Greater Manchester - Wigan & Bolton,Admin/Service – Office Support,6
2026-09-22,region_category,JobG8,Hampshire,Admin/Service – Office Support,12
2026-09-22,region_category,JobG8,Hampshire,Customer Sales / Sales Advisor,6
2026-09-22,region_category,JobG8,Hampshire,Customer Service / Contact Centre,1
2026-09-22,region_category,JobG8,Hampshire,Finance / Accounts,13
2026-09-22,region_category,JobG8,Hampshire,Support Worker – Wide,18
2026-09-22,region_category,JobG8,Hertfordshire,Admin/Service – Office Support,9
2026-09-22,region_category,JobG8,Hertfordshire,Customer Sales / Sales Advisor,2
2026-09-22,region_category,JobG8,Hertfordshire,Finance / Accounts,13
2026-09-22,region_category,JobG8,Hertfordshire,Marketing,4
2026-09-22,region_category,JobG8,Kent,Admin/Service – Office Support,10
2026-09-22,region_category,JobG8,Kent,Customer Sales / Sales Advisor,6
2026-09-22,region_category,JobG8,Kent,Finance / Accounts,23
2026-09-22,region_category,JobG8,Kent,Marketing,8
2026-09-22,region_category,JobG8,Kent,Support Worker – Wide,10
