report_date,level,source,region,category,count
2026-08-07,total,All,,,215
2026-08-07,source_summary,JobG8,,,131
2026-08-07,source_summary,External,,,84
2026-08-07,provider,JobG8,,,131
2026-08-07,provider,NEJobs,,,12
2026-08-07,provider,Teaching Vacancies,,,67
2026-08-07,provider,VONNE,,,5
2026-08-07,region_category,JobG8,Cumbria - South,Support Worker – Wide,6
2026-08-07,region_category,JobG8,Hampshire,Admin/Service – Office Support,12
2026-08-07,region_category,JobG8,Hampshire,Support Worker – Wide,19
2026-08-07,region_category,JobG8,Kent,Admin/Service – Office Support,5
2026-08-07,region_category,JobG8,London,Admin/Service – Office Support,23
2026-08-07,region_category,JobG8,North East,Admin/Service – Office Support,7
2026-08-07,region_category,JobG8,North East,Support Worker – Wide,12
2026-08-07,region_category,JobG8,Surrey,Admin/Service – Office Support,8
2026-08-07,region_category,JobG8,Sussex,Admin/Service – Office Support,9
2026-08-07,region_category,JobG8,Sussex,Support Worker – Wide,10
2026-08-07,region_category,JobG8,West Midlands - Coventry & Warwickshire,Admin/Service – Office Support,5
2026-08-07,region_category,JobG8,Yorkshire - North,Admin/Service – Office Support,1
2026-08-07,region_category,JobG8,Yorkshire - South,Admin/Service – Office Support,4
2026-08-07,region_category,JobG8,Yorkshire - South,Support Worker – Wide,3
2026-08-07,region_category,JobG8,Yorkshire - West,Admin/Service – Office Support,4
2026-08-07,region_category,JobG8,Yorkshire - West,Support Worker – Wide,3
2026-08-07,region_category,NEJobs,North East,Admin/Service – Office Support,12
2026-08-07,region_category,Teaching Vacancies,Kent,Admin/Service – Office Support,4
2026-08-07,region_category,Teaching Vacancies,London,Admin/Service – Office Support,25
2026-08-07,region_category,Teaching Vacancies,North East,Admin/Service – Office Support,1
2026-08-07,region_category,Teaching Vacancies,Surrey,Admin/Service – Office Support,2
2026-08-07,region_category,Teaching Vacancies,Sussex,Admin/Service – Office Support,4
2026-08-07,region_category,Teaching Vacancies,West Midlands - Coventry & Warwickshire,Admin/Service – Office Support,3
2026-08-07,region_category,Teaching Vacancies,Yorkshire - North,Admin/Service – Office Support,4
2026-08-07,region_category,Teaching Vacancies,Yorkshire - South,Admin/Service – Office Support,11
2026-08-07,region_category,Teaching Vacancies,Yorkshire - West,Admin/Service – Office Support,13
2026-08-07,region_category,VONNE,North East,Admin/Service – Office Support,5
