report_date,level,source,region,category,count
2026-08-26,total,All,,,1476
2026-08-26,source_summary,JobG8,,,1103
2026-08-26,source_summary,External,,,373
2026-08-26,provider,JobG8,,,1103
2026-08-26,provider,NEJobs,,,22
2026-08-26,provider,NHS Jobs,,,246
2026-08-26,provider,Teaching Vacancies,,,101
2026-08-26,provider,VONNE,,,4
2026-08-26,region_category,JobG8,Berkshire,Admin/Service – Office Support,15
2026-08-26,region_category,JobG8,Berkshire,HR / Recruitment,2
2026-08-26,region_category,JobG8,Bristol & Bath,Admin/Service – Office Support,26
2026-08-26,region_category,JobG8,Buckinghamshire,Admin/Service – Office Support,16
2026-08-26,region_category,JobG8,Cambridgeshire,Admin/Service – Office Support,26
2026-08-26,region_category,JobG8,Cheshire - East,Admin/Service – Office Support,13
2026-08-26,region_category,JobG8,Cheshire - Warrington & Halton,Admin/Service – Office Support,32
2026-08-26,region_category,JobG8,Cornwall,Admin/Service – Office Support,4
2026-08-26,region_category,JobG8,Derbyshire,Admin/Service – Office Support,9
2026-08-26,region_category,JobG8,Devon,Admin/Service – Office Support,19
2026-08-26,region_category,JobG8,Devon,Finance / Accounts,6
2026-08-26,region_category,JobG8,Dorset,Admin/Service – Office Support,12
2026-08-26,region_category,JobG8,Essex,Admin/Service – Office Support,29
2026-08-26,region_category,JobG8,Essex,Legal Assistant / Paralegal,4
2026-08-26,region_category,JobG8,Gloucestershire,Admin/Service – Office Support,28
2026-08-26,region_category,JobG8,Greater Manchester - Manchester & Salford,Admin/Service – Office Support,45
2026-08-26,region_category,JobG8,Greater Manchester - Manchester & Salford,Customer Sales / Sales Advisor,7
2026-08-26,region_category,JobG8,Greater Manchester - Manchester & Salford,HR / Recruitment,3
2026-08-26,region_category,JobG8,Greater Manchester - Manchester & Salford,Marketing,10
2026-08-26,region_category,JobG8,Greater Manchester - South,Admin/Service – Office Support,4
2026-08-26,region_category,JobG8,Greater Manchester - Wigan & Bolton,Admin/Service – Office Support,12
2026-08-26,region_category,JobG8,Hampshire,Admin/Service – Office Support,43
2026-08-26,region_category,JobG8,Hampshire,Support Worker – Wide,15
2026-08-26,region_category,JobG8,Hertfordshire,Admin/Service – Office Support,17
2026-08-26,region_category,JobG8,Kent,Admin/Service – Office Support,39
2026-08-26,region_category,JobG8,Leicestershire,Admin/Service – Office Support,28
2026-08-26,region_category,JobG8,Lincolnshire,Admin/Service – Office Support,12
2026-08-26,region_category,JobG8,London,Admin/Service – Office Support,85
2026-08-26,region_category,JobG8,London,Customer Sales / Sales Advisor,17
2026-08-26,region_category,JobG8,London,HR / Recruitment,5
2026-08-26,region_category,JobG8,London,Legal Assistant / Paralegal,9
2026-08-26,region_category,JobG8,London,Marketing,27
2026-08-26,region_category,JobG8,London,Support Worker – Wide,13
2026-08-26,region_category,JobG8,Merseyside - Liverpool,Admin/Service – Office Support,13
2026-08-26,region_category,JobG8,Norfolk,Admin/Service – Office Support,18
2026-08-26,region_category,JobG8,North East,Support Worker – Wide,4
2026-08-26,region_category,JobG8,North East - County Durham & Darlington/Hartlepool,Admin/Service – Office Support,8
2026-08-26,region_category,JobG8,"North East - Tyneside, Wearside & Northumberland",Admin/Service – Office Support,17
2026-08-26,region_category,JobG8,Northamptonshire,Admin/Service – Office Support,23
2026-08-26,region_category,JobG8,Nottinghamshire,Admin/Service – Office Support,16
2026-08-26,region_category,JobG8,Nottinghamshire,HR / Recruitment,4
2026-08-26,region_category,JobG8,Oxfordshire,Admin/Service – Office Support,32
2026-08-26,region_category,JobG8,Shropshire,Admin/Service – Office Support,14
2026-08-26,region_category,JobG8,Somerset,Admin/Service – Office Support,12
2026-08-26,region_category,JobG8,Staffordshire,Admin/Service – Office Support,15
2026-08-26,region_category,JobG8,Suffolk,Admin/Service – Office Support,10
2026-08-26,region_category,JobG8,Surrey,Admin/Service – Office Support,44
2026-08-26,region_category,JobG8,Surrey,Customer Service / Contact Centre,7
2026-08-26,region_category,JobG8,Surrey,Marketing,7
2026-08-26,region_category,JobG8,Surrey,Support Worker – Wide,4
2026-08-26,region_category,JobG8,Sussex,Admin/Service – Office Support,27
2026-08-26,region_category,JobG8,Sussex,Support Worker – Wide,9
2026-08-26,region_category,JobG8,West Midlands - Birmingham & Solihull,Admin/Service – Office Support,25
2026-08-26,region_category,JobG8,West Midlands - Birmingham & Solihull,Marketing,3
2026-08-26,region_category,JobG8,West Midlands - Black Country,Admin/Service – Office Support,8
2026-08-26,region_category,JobG8,West Midlands - Coventry & Warwickshire,Admin/Service – Office Support,23
2026-08-26,region_category,JobG8,Wiltshire,Admin/Service – Office Support,20
2026-08-26,region_category,JobG8,Wiltshire,Support Worker – Wide,5
2026-08-26,region_category,JobG8,Yorkshire - East,Admin/Service – Office Support,15
