decision,region,title,manual_override,manual_select,remaining_slots,selection_status,possible_selection_rank,town,title_classification,selection_scenario,employment_type,salary_text,salary_source,salary_review_status,annual_salary_upper,regional_salary_review_point,geo_source,description_preview,context_policy,context_status,context_reason,title_priority,review_status,classification_reason,reason,apply_url_present,job_id,description_present,excel_row,region_selection_message
DROPPED,,Registered Veterinary Nurse,,,,,,Bury St. Edmunds,HARD_PASS,,Permanent,,missing,,,,,Registered Veterinary Nurse Location: Bury St Edmunds Hours: 40 hours / 1 in 5 weekends / 7am - 9pm shift range Salary: Competitive We are looking for a Registered Veterinary Nurse to join our clients team in Bury St Edmunds click apply for full job details,,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107609025,yes,1204,
DROPPED,,Registered Veterinary Nurse RVN,,,,,,London,HARD_PASS,,Permanent,,missing,,,,,"Are you looking for a role where you can grow your vefterinary clinical skills, be supported by an experienced team, and enjoy a genuinely positive workplace culture? We're recruiting for a busy, hospital-style veterinary practice that offers an exceptional learning environment for both Registered Veterinary Nurses and Student Veterinary Nurses cli...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: /Job/Area unusable and /Job/Location not in AUTO fallback lookup,yes,107662963,yes,1205,
DROPPED,,"Veterinary Surgeon, Flexible Hours, Want Better Balance? - Ipswich",,,,,,Ipswich,OUT_OF_SCOPE,,Permanent,£75000 per year,structured,,,,,"Veterinary Surgeon, Flexible Hours, Want Better Balance? Ipswich Salary: £52,000 - £75,000 Struggling to find a role that fits around your life? A modern small animal practice in the Ipswich area is offering a genuinely flexible opportunity for a Veterinary Surgeon seeking better work-life balance click apply for full job details",,,,99,STABLE,no support-worker title classification match,invalid location: town not in lookup,yes,107674573,yes,1206,
DROPPED,,Veterinary Nurse,,,,,,Crewe,HARD_PASS,,Permanent,£30000 per year,structured,,,,,Are you an enthusiastic and compassionate Registered Veterinary Nurse eager to make a difference? We have an exciting chance to be part of a supportive team in our Crewe Vets for Pets practice. - We are a growing team and due to this we are looking for an experienced RVN to join our team. - This is ideally a full time role but we understand this do...,,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107692897,yes,1207,
DROPPED,,Veterinary Surgeon,,,,,,Sidmouth,OUT_OF_SCOPE,,Permanent,£65000 per year,structured,,,,,"Are you looking to join a long-standing, independent, thriving, and supportive veterinary practice that invests in its staff members and focusses on the highest quality of patient care? Do you want a role with no financial targets, no on-call and 20-minute consults? This practice is seeking a Veterinary Surgeon with at least three years of experien...",,,,99,STABLE,no support-worker title classification match,invalid location: town not in lookup,yes,107704266,yes,1208,
DROPPED,Yorkshire - South,Veterinary Surgeon,,,,,,Sheffield,OUT_OF_SCOPE,SCENARIO_4_BELOW_PUBLISH_THRESHOLD,Permanent,£65000 per year,structured,review,65000.0,30000.0,area,"Veterinary Surgeon - Shape a Growing Practice 4-day week No OOH Fear Free culture Salary: £45,000 - £65,000 DOE We're proud to be working with a growing independent veterinary group seeking an experienced Veterinary Surgeon to join their modern Sheffield practice. This is an excellent opportunity for a confident GP vet looking to join a people-firs...",,,,99,STABLE,no support-worker title classification match,title classification: OUT_OF_SCOPE - no support-worker title classification match,yes,107711510,yes,1209,Yorkshire - South selection below publish threshold: 5/6 credible roles. Do not publish/refresh this slice from this run.
DROPPED,Yorkshire - South,"Clinical Director Vet Surgeon, Sheffield",,,,,,Sheffield,OUT_OF_SCOPE,SCENARIO_4_BELOW_PUBLISH_THRESHOLD,Permanent,£75000 per year,structured,review,75000.0,30000.0,area,"Clinical Director Veterinary Surgeon, Sheffield - State-of-the-art Independent Practice - No OOH! Background - This is a superb opportunity for a passionate and experienced Veterinary Surgeon to join a respected and growing independent practice in a Clinic Director position! This is ideal for a veterinary surgeon who is excited by leadership, who i...",,,,99,STABLE,no support-worker title classification match,title classification: OUT_OF_SCOPE - no support-worker title classification match,yes,107711595,yes,1210,Yorkshire - South selection below publish threshold: 5/6 credible roles. Do not publish/refresh this slice from this run.
DROPPED,,Veterinary Nurse,,,,,,Glasgow,HARD_PASS,,Permanent,£30000 per year,structured,,,,,"If you are a Registered Veterinary Nurse looking for a friendly and supportive working environment, then come and join us at Bishopbriggs Vets for Pets! (Glasgow, East Dunbartonshire). Excellent salary paying up to £33,5000 FTE. At Bishopbriggs Vets for Pets, we pride ourselves on creating a friendly, supportive environment where our nurses are emp...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107718081,yes,1211,
DROPPED,"North East - Tyneside, Wearside & Northumberland",Veterinary Surgeon Core - Garden vets - Keele,,,,,,Newcastle,OUT_OF_SCOPE,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£60000 per year,structured,review,60000.0,30000.0,area,"Veterinary Surgeon - Small Animal Hospital Garden Vets Hospital Keele Full Time Core Hours 4-Day Week Take Your Veterinary Career to the Next Level Are you an experienced Veterinary Surgeon looking for a hospital environment where you can challenge yourself clinically, work alongside an exceptional multidisciplinary team, and have access to outstan...",,,,99,STABLE,no support-worker title classification match,title classification: OUT_OF_SCOPE - no support-worker title classification match,yes,107729182,yes,1212,"North East selection complete: 17 selected after HIGH_CONFIDENCE, Newcastle Upon Tyne ELASTIC_FIT, and other ELASTIC_FIT roles."
DROPPED,,"Registered Veterinary Nurse, Part time Royston",,,,,,Baldock,HARD_PASS,,Permanent,,missing,,,,,"Registered Veterinary Nurse (RVN) - Part Time Reed Veterinary Surgery Royston 25 Hours per Week Looking for a part-time nursing role where you'll be supported, valued and encouraged to develop? We'd love to hear from you. Established in 2016 by a vet with over 40 years of local community experience, our client has grown into a trusted small animal...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107729963,yes,1213,
DROPPED,"North East - Tyneside, Wearside & Northumberland",Registered Veterinary Nurse Core - Garden Vets - Keele,,,,,,Newcastle,HARD_PASS,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,,missing,,,,area,"Registered Veterinary Nurse (RVN) Garden Vets Hospital Keele Full Time Core Hours 4-Day Week Are you an experienced Registered Veterinary Nurse looking for a role that offers more than just great clinical work? At Garden Vets Hospital, you'll have the opportunity to work in a state-of-the-art veterinary hospital, caring for a varied and rewarding c...",,,,99,STABLE,hard pass title pattern: nurse,missing_salary,yes,107765615,yes,1214,"North East selection complete: 17 selected after HIGH_CONFIDENCE, Newcastle Upon Tyne ELASTIC_FIT, and other ELASTIC_FIT roles."
DROPPED,"North East - Tyneside, Wearside & Northumberland",Registered Veterinary Nurse Nights - Garden Vets - Keele,,,,,,Newcastle,HARD_PASS,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,,missing,,,,area,"Registered Veterinary Nurse (RVN) Nights Garden Vets Hospital Keele Are you an experienced Registered Veterinary Nurse looking for a role that offers more than just great clinical work? At Garden Vets Hospital, you'll have the opportunity to work in a state-of-the-art veterinary hospital, caring for a varied and rewarding caseload while helping to...",,,,99,STABLE,hard pass title pattern: nurse,missing_salary,yes,107766111,yes,1215,"North East selection complete: 17 selected after HIGH_CONFIDENCE, Newcastle Upon Tyne ELASTIC_FIT, and other ELASTIC_FIT roles."
DROPPED,,Senior Support Worker,,,,,,Taunton,HARD_PASS,,Permanent,£30000 per year,structured,,,,,"We are excited to offer an opportunity for an experienced Senior Residential Support Worker to be part of the opening team of a brand-new childrens home. We are opening a new childrens home registered for two young people requiring short-term support (36 month placements). The home will operate with a 2:1 staffing ratio, providing high levels of th...",,,,99,STABLE,hard pass title pattern: senior,invalid location: town not in lookup,yes,107151829,yes,1216,
DROPPED,,Childrens Social Worker - Safeguarding,,,,,,Bournemouth,HARD_PASS,,Contract,£40 - £42 per hour,structured,,,,,"Safeguarding Social Worker South Coast £42 per Hour + £150 Weekly Accommodation Bonus Flexible Hybrid Working Low Caseloads 6-Month Minimum Contract Are you an experienced Safeguarding Social Worker looking for a role with manageable caseloads, flexible working arrangements, and strong management support? We're currently working with a well-regarde...",,,,99,STABLE,hard pass title pattern: social worker,invalid location: town not in lookup,yes,107612446,yes,1219,
DROPPED,,Community Nurse,,,,,,York,HARD_PASS,,Permanent,£45000 per year,structured,,,,,"Were recruiting for a Community Nurse to join one of the UK's leading specialist healthcare providers, delivering high-quality treatments to patients in patients' homes across York and the surrounding areas. This Community Nurse opportunity offers a salary of up to £39,000, a company car or £4,877 car allowance, and an excellent work-life balance w...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107630370,yes,1220,
DROPPED,,Nursing Home Manager Learning Disabilities,,,,,,Great Yarmouth,HARD_PASS,,Permanent,£55000 per year,structured,,,,,"Nursing Home Manager (Learning Disability Care Home) £55,000.00 Great Yarmouth, Norfolk NR31 RNLD or RMN (active NMC pin) Desirable 10 Bed Learning Disability Care Home Main Purpose of the role: As a Nursing Home Manager, you will oversee the daily operations of the home. As a regulated business, we expect the candidate to be registered with the Ca...",,,,99,STABLE,hard pass title pattern: manager,invalid location: town not in lookup,yes,107643078,yes,1221,
DROPPED,,Aspiring Educational Psychologist,,,,,,Salisbury,HARD_PASS,,Contract,£90 - £100 per daily,structured,,,,,"Are you a university graduate? Are you interested in mental health and neurodiversity? Do you want to build your experience to become an Educational Psychologist? A fantastic Special Educational Needs (SEN) school in Salisbury is seeking an enthusiastic graduate to join their team in September, to work as a Learning Support Assistant click apply fo...",,,,99,STABLE,hard pass title pattern: psychologist,invalid location: town not in lookup,yes,107645616,yes,1222,
DROPPED,,Educational Psychologist,,,,,,London,HARD_PASS,,Contract,£634 per daily,structured,,,,,"Educational Psychologist Redbridge ASAP Start Are you a passionate Educational Psychologist looking to make a lasting impact on the lives of children and young people? We are seeking an experienced Educational Psychologist to join on a contract basis for 26 weeks, either part-time or full-time. This is an exciting opportunity for an Educational Psy...",,,,99,STABLE,hard pass title pattern: psychologist,invalid location: /Job/Area unusable and /Job/Location not in AUTO fallback lookup,yes,107652209,yes,1223,
DROPPED,,Psychology Graduate,,,,,,Edgware,OUT_OF_SCOPE,,Contract,£24000 per year,structured,,,,,Psychology Graduate Barnet September Start Are you a Psychology Graduate looking to gain meaningful experience supporting children with additional needs? A welcoming 2-form entry primary school in Barnet is seeking a compassionate and proactive Psychology Graduate to join their dedicated inclusion team this September as a full-time Learning Support...,,,,99,STABLE,no support-worker title classification match,invalid location: town not in lookup,yes,107655588,yes,1224,
DROPPED,,Chemotherapy Nurse,,,,,,Swindon,HARD_PASS,,Permanent,£45000 per year,structured,,,,,"Community Chemotherapy Nurse Wiltshire Up to £44,500 + Company Car or £4,887 Car Allowance Monday-Friday Full Time Looking for more time with your patients and less time rushing between them? If you're an experienced Chemotherapy Nurse, Oncology Nurse or SACT Nurse looking for a role that offers genuine autonomy, better work-life balance and the op...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107656077,yes,1225,
DROPPED,,Outpatient Nurse Manager,,,,,,Dorking,HARD_PASS,,Permanent,£50000 per year,structured,,,,,"Outpatient Nurse Manager Surrey Up to £52,500 plus excellent benefits Join a leading private hospital where you'll lead an established outpatient service, support your team and deliver exceptional patient care. Are you an experienced Outpatient Nurse Manager, OPD Manager, or Senior Registered Nurse looking to take the next step in your leadership c...",,,,99,STABLE,"hard pass title pattern: manager, nurse",invalid location: town not in lookup,yes,107657253,yes,1226,
DROPPED,,Chemotherapy Nurse,,,,,,Ipswich,HARD_PASS,,Permanent,£45000 per year,structured,,,,,"Community Chemotherapy Nurse Suffolk Up to £44,500 + Company Car or £4,887 Car Allowance Monday-Friday Full Time Looking for more time with your patients and less time rushing between them? If you're an experienced Chemotherapy Nurse, Oncology Nurse or SACT Nurse looking for a role that offers genuine autonomy, better work-life balance and the oppo...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107663663,yes,1227,
DROPPED,,Support Worker,,,,,,Coleford,HIGH_CONFIDENCE,,Temporary,£13 - £14 per hour,structured,,,,,"Support Worker Coleford (GL16) We are currently recruiting experienced Support Workers who are interested in picking up regular hours at our service in Coleford (GL16) The service supports young males with complex needs and challenging behaviours, and we are looking for reliable, confident, and compassionate support workers who have experience prov...",,,,1,STABLE,title register: core Support Worker wording,invalid location: town not in lookup,yes,107664561,yes,1228,
DROPPED,,Health & Social Care Assessor,,,,,,Essex,OUT_OF_SCOPE,,Permanent,£30000 per year,structured,,,,,"Health and Social Care Assessor Essex and Surrounding Areas Hybrid working Full Time & Part Time Available Permanent £27,000 - £30,000 per year + bonus + expenses Please only apply if you meet the following essential criteria: Level 3+ qualification in Health & Social Care Minimum 2 years recent experience in Adult Health & Social Care (Senior Care...",,,,99,STABLE,no support-worker title classification match,invalid location: /Job/Area unusable and /Job/Location not in AUTO fallback lookup,yes,107664675,yes,1229,
DROPPED,,Senior Care Assistant,,,,,,Ellesmere Port,HARD_PASS,,Permanent,£15.3 per hour,structured,,,,,"Senior Care Assistant NIGHTS Ellesmere Port CH66 1 TP 22hrs, 33hrs or 44hrs a week on Nights £15.30/hr GOOD CQC report (In all 5 areas). CareHome Rating - an incredible 9.5/10 PLEASE NOTE SPONSORSHIP FOR OVERSEAS CANDIDATES IS NOT AVAILABLE, ALSO NEITHER IS SWITCHING VISAS SORRY click apply for full job details",,,,99,STABLE,hard pass title pattern: senior,invalid location: town not in lookup,yes,107680247,yes,1230,
DROPPED,,Nurse Assessor,,,,,,City,HARD_PASS,,Permanent,£35000 per year,structured,,,,,"Nurse Assessor Northern Ireland, United Kingdom Full-time Hybrid Working Are you looking for a better work/life balance? If youre a registered nurse ready to step away from shift work and hands-on care, this could be your perfect next move! We have several hybrid (2 days at home per week) roles now available based at one of our clinics located acro...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107681629,yes,1231,
DROPPED,North East - Tees Valley,Senior Children's Residential Support Worker,,,,,,Stockton-on-tees,HARD_PASS,,Temporary,£12.71 - £16 per hour,structured,,,,area,"The Recruitment Crowd are recruiting on behalf of a highly regarded provider of children's residential care services for an experienced Senior Residential Support Worker . This is an excellent opportunity to join a well-established organisation that is committed to providing high-quality, therapeutic care for children and young people with emotiona...",,,,99,STABLE,hard pass title pattern: senior,outside support-worker V_12 target regions,yes,107681696,yes,1232,
DROPPED,,Nurse Functional Assessor,,,,,,Aylesbury,HARD_PASS,,Permanent,£50000 per year,structured,,,,,"Functional Assessor Salary: £40,000 - £50,000 Location: Aylesbury Additional pay & bonuses: - Guaranteed £2,000 salary uplift within your first year (subject to approval milestones and contract) - One-off approval bonus of 5% of salary - Up to 10% annual performance bonus based on quality and performance Working pattern: Full-time, Monday to Friday...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107686482,yes,1233,
DROPPED,Hampshire,Nurse Functional Assessor,,,,,,Southampton,HARD_PASS,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£50000 per year,structured,review,50000.0,35000.0,area,"Functional Assessor Salary: £40,000 - £50,000 Location: Southampton Additional pay & bonuses: - Guaranteed £2,000 salary uplift within your first year (subject to approval milestones and contract) - One-off approval bonus of 5% of salary - Up to 10% annual performance bonus based on quality and performance Working pattern: Full-time, Monday to Frid...",,,,99,STABLE,hard pass title pattern: nurse,title classification: HARD_PASS - hard pass title pattern: nurse,yes,107686592,yes,1234,"Hampshire selection complete: 25 selected after HIGH_CONFIDENCE, Southampton ELASTIC_FIT, and other ELASTIC_FIT roles."
DROPPED,,Deputy Manager - Learning Disabilities,,,,,,Bedford,HARD_PASS,,Permanent,£28000 per year,structured,,,,,"Whether you're an experienced Deputy Manager or ready to take the next step into leadership, we'd love to hear from you. Join us as a Deputy Manager at our supported living home in Flitwick, Bedfordshire, and help people with a learning disability live a life that makes sense to them. Working closely with the Frontline Manager, you will play a key...",,,,99,STABLE,"hard pass title pattern: deputy, manager",invalid location: town not in lookup,yes,107689260,yes,1235,
DROPPED,,Care Coordinator,,,,,,Exeter,HARD_PASS,,Permanent,,missing,,,,,"Care Coordinator - Care at Home Full UK driving license and your own vehicle is a requirement Exeter Full Time Office Based Nurseplus Care at Home About Nurseplus Care at Home Nurseplus Care at Home provides high-quality, person-centred care to individuals in their own homes, helping them maintain independence, dignity, and choice click apply for f...",,,,99,STABLE,hard pass title pattern: coordinator,invalid location: town not in lookup,yes,107689505,yes,1236,
DROPPED,,Dementia Care Manager - RMNs Welcome,,,,,,York,HARD_PASS,,Permanent,"£36,500 to £37,500 per annum",description_fallback,,,,,"Dementia Care Manager - RMNs Welcome Unit Manager (RMNs Welcome) Use your mental health experience to lead outstanding dementia care. - £36,500 to £37,500 per annum, dependent on experience, reviewed annually and regularly benchmarked - 39 Hours per week Location: Connaught Court, St Oswalds Road, Fulford, York, YO10 4 FA click apply for full job d...",,,,99,STABLE,hard pass title pattern: manager,invalid location: town not in lookup,yes,107691929,yes,1237,
DROPPED,,Residential Childcare Support Worker,,,,,,Dorchester,ELASTIC_FIT,,Permanent,£12.79 - £14.5 per hour,structured,,,,,"Residential Childcare Support Worker Company: Budwood Limited Contract: Casual Salary: £12.79 - £14.50 per hour, dependent on qualification and experience Location: Dorchester Specific Hours: Shift pattern on rotation, ad hoc cover Introduction Are you looking for a job where you can genuinely change a young person's life? Budwood, part of the Pola...",,,,2,STABLE,title register: demoted from HC in V10 cleanup: elastic modifier: residential,invalid location: town not in lookup,yes,107692584,yes,1238,
DROPPED,Greater Manchester,Paramedic,,,,,,Manchester,OUT_OF_SCOPE,,Permanent,£25 per hour,structured,,,,location_fallback,Paramedic When registering to this job board you will be redirected to the online application form. Please ensure that this is completed in full in order that your application can be reviewed. About Us Mersey Medical is a patient-focused and forward-thinking organisation committed to delivering exceptional standards of care across healthcare servic...,,,,99,STABLE,no support-worker title classification match,outside support-worker V_12 target regions,yes,107692593,yes,1239,
DROPPED,,Deputy Manager Learning Disabilities,,,,,,Not Specified,HARD_PASS,,Permanent,£65000 per year,structured,,,,,"Location: Guernsey, Channel Islands Applications are invited from commited and experienced Registered Nurses, Allied Health Professionals or Social Workers to join the Adult Learning Disabilities Complex Residential team as Band 6 Deputy Manager within the Adult Learning Disabilites Service on the beautiful Island of Guernsey, in the Channel Island...",,,,99,STABLE,"hard pass title pattern: deputy, manager",invalid location: /Job/Area unusable and /Job/Location not in AUTO fallback lookup,yes,107692793,yes,1240,
DROPPED,North East - Tees Valley,Nursing Home Manager,,,,,,Middlesbrough,HARD_PASS,,Permanent,£60000 per year,structured,,,,area,"Home Manager (RGN/RMN/RNLD) Nursing Home Manager Jobs Cleveland £60,000 + Excellent Benefits Location: Cleveland Salary: £60,000 + Benefits Job Type: Full Time Permanent Hours: 40 hours per week (including the flexibility to work from home one day a week) Nurse Qualified Home Manager Opportunity in Stockton-on-Tees Are you an experienced Nurse Qual...",,,,99,STABLE,hard pass title pattern: manager,outside support-worker V_12 target regions,yes,107693116,yes,1241,
DROPPED,,Emergency Nurse Practitioner,,,,,,London,HARD_PASS,,Temporary,£70 per hour,structured,,,,,"Location:London Job Type:Temporary About the Role MedGen Healthcare is seeking experienced and autonomous Emergency Nurse Practitioners (ENPs) and Emergency Care Practitioners (ECPs) to join our team in London. The Role As an ENP or ECP, within the Urgent Treatment Centre, you will be responsible for the assessment of health and clinical needs of p...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: /Job/Area unusable and /Job/Location not in AUTO fallback lookup,yes,107693179,yes,1242,
DROPPED,Sussex,Advanced Nurse Practitioner,,,,,,Hastings,HARD_PASS,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£50000 per year,structured,review,50000.0,35000.0,area,"Package Description: Advanced Nurse Practitioner - Primary Care The Role Primary care is where advanced clinical skills make the greatest difference. It's where you assess, diagnose and treat patients at the point of first contact.It's where clinical expertise, autonomy and decision-making come together to deliver safe, effective care for people wh...",,,,99,STABLE,hard pass title pattern: nurse,title classification: HARD_PASS - hard pass title pattern: nurse,yes,107693303,yes,1243,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
DROPPED,Hampshire,Senior/Supervising Social Worker,,,,,,Southampton,HARD_PASS,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£40000 per year,structured,review,40000.0,35000.0,area,"Foster Care Associates (The FCA) Role: Senior/Supervising Social Worker Basic Salary: Up to £41,960.42 per annum, dependent upon experience Location: Remote, supporting Foster Parents in Southampton and Hampshire Benefits - Company Car or £2,000 Car Allowance - 30 days' annual leave, rising to 35 days with length of service, plus bank holidays, pro...",,,,99,STABLE,"hard pass title pattern: senior, social worker","title classification: HARD_PASS - hard pass title pattern: senior, social worker",yes,107693980,yes,1244,"Hampshire selection complete: 25 selected after HIGH_CONFIDENCE, Southampton ELASTIC_FIT, and other ELASTIC_FIT roles."
DROPPED,,Assessment Nurse,,,,,,Hereford,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Take control of your time with hybrid working and a Monday to Friday schedule. Youll enjoy a better work-life balance with no shift patterns, allowing you to plan your life around your work. With a professional setting and structured hours, youll avoid the chaos of ward-based nursing and focus on delivering quality assessments click apply for full...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703047,yes,1245,
DROPPED,,Assessment Nurse,,,,,,Lincoln,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Take control of your time with hybrid working and a Monday to Friday schedule. Youll enjoy a better work-life balance with no shift patterns, allowing you to plan your life around your work. With a professional setting and structured hours, youll avoid the chaos of ward-based nursing and focus on delivering quality assessments click apply for full...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703049,yes,1246,
DROPPED,,Assessment Nurse,,,,,,Shrewsbury,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Take control of your time with hybrid working and a Monday to Friday schedule. Youll enjoy a better work-life balance with no shift patterns, allowing you to plan your life around your work. With a professional setting and structured hours, youll avoid the chaos of ward-based nursing and focus on delivering quality assessments click apply for full...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703054,yes,1247,
DROPPED,,Assessment Nurse,,,,,,Bangor,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Take control of your time with hybrid working and a Monday to Friday schedule. Youll enjoy a better work-life balance with no shift patterns, allowing you to plan your life around your work. With a professional setting and structured hours, youll avoid the chaos of ward-based nursing and focus on delivering quality assessments click apply for full...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703057,yes,1248,
DROPPED,,Assessment Nurse,,,,,,Swansea,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Take control of your time with hybrid working and a Monday to Friday schedule. Youll enjoy a better work-life balance with no shift patterns, allowing you to plan your life around your work. With a professional setting and structured hours, youll avoid the chaos of ward-based nursing and focus on delivering quality assessments click apply for full...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703064,yes,1249,
DROPPED,,Assessment Nurse,,,,,,Wrexham,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Take control of your time with hybrid working and a Monday to Friday schedule. Youll enjoy a better work-life balance with no shift patterns, allowing you to plan your life around your work. With a professional setting and structured hours, youll avoid the chaos of ward-based nursing and focus on delivering quality assessments click apply for full...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703065,yes,1250,
DROPPED,,Nurse Assessor,,,,,,Hereford,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Nurse Assessor Further your career and take on a new challenge as a Functional Specialist! We are recruiting for hybrid working Nurses, Physiotherapists, Occupational Therapists and Paramedics to make the most of their existing clinical knowledge and take on a new role with a leading, multi-national employer with Full time roles available click app...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703070,yes,1251,
DROPPED,,Nurse Assessor,,,,,,Coventry,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Nurse Assessor Further your career and take on a new challenge as a Functional Specialist! We are recruiting for hybrid working Nurses, Physiotherapists, Occupational Therapists and Paramedics to make the most of their existing clinical knowledge and take on a new role with a leading, multi-national employer with Full time roles available click app...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703121,yes,1252,
DROPPED,,Nurse Assessor,,,,,,Lincoln,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Nurse Assessor Further your career and take on a new challenge as a Functional Specialist! We are recruiting for hybrid working Nurses, Physiotherapists, Occupational Therapists and Paramedics to make the most of their existing clinical knowledge and take on a new role with a leading, multi-national employer with Full time roles available click app...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703125,yes,1253,
DROPPED,,Nurse Assessor,,,,,,Shrewsbury,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Nurse Assessor Further your career and take on a new challenge as a Functional Specialist! We are recruiting for hybrid working Nurses, Physiotherapists, Occupational Therapists and Paramedics to make the most of their existing clinical knowledge and take on a new role with a leading, multi-national employer with Full time roles available click app...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703130,yes,1254,
DROPPED,,Nurse Assessor,,,,,,Worcester,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Nurse Assessor Further your career and take on a new challenge as a Functional Specialist! We are recruiting for hybrid working Nurses, Physiotherapists, Occupational Therapists and Paramedics to make the most of their existing clinical knowledge and take on a new role with a leading, multi-national employer with Full time roles available click app...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703133,yes,1255,
DROPPED,,Nurse Assessor,,,,,,Bangor,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Nurse Assessor Further your career and take on a new challenge as a Functional Specialist! We are recruiting for hybrid working Nurses, Physiotherapists, Occupational Therapists and Paramedics to make the most of their existing clinical knowledge and take on a new role with a leading, multi-national employer with Full time roles available click app...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703137,yes,1256,
DROPPED,,Nurse Assessor,,,,,,Llandudno,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Nurse Assessor Further your career and take on a new challenge as a Functional Specialist! We are recruiting for hybrid working Nurses, Physiotherapists, Occupational Therapists and Paramedics to make the most of their existing clinical knowledge and take on a new role with a leading, multi-national employer with Full time roles available click app...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703139,yes,1257,
DROPPED,,Nurse Assessor,,,,,,Wrexham,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Nurse Assessor Further your career and take on a new challenge as a Functional Specialist! We are recruiting for hybrid working Nurses, Physiotherapists, Occupational Therapists and Paramedics to make the most of their existing clinical knowledge and take on a new role with a leading, multi-national employer with Full time roles available click app...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703140,yes,1258,
DROPPED,,Nurse Assessor,,,,,,Swansea,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Nurse Assessor Further your career and take on a new challenge as a Functional Specialist! We are recruiting for hybrid working Nurses, Physiotherapists, Occupational Therapists and Paramedics to make the most of their existing clinical knowledge and take on a new role with a leading, multi-national employer with Full time roles available click app...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703141,yes,1259,
DROPPED,,WCA Nurse Assessor,,,,,,City,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"WCA Nurse Assessor Take on a new challenge and further your career as a WCA Functional Specialist! This is an exciting hybrid working opportunity for Nurses, Physiotherapists, Occupational Therapists and Paramedics to make the most of their existing clinical knowledge and take on a new role with a leading, multi-national employer with Full time and...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,107703148,yes,1260,
