decision,region,title,manual_override,manual_select,remaining_slots,selection_status,possible_selection_rank,town,title_classification,selection_scenario,employment_type,salary_text,salary_source,salary_review_status,annual_salary_upper,regional_salary_review_point,geo_source,description_preview,context_policy,context_status,context_reason,title_priority,review_status,classification_reason,reason,apply_url_present,job_id,description_present,excel_row,region_selection_message
DROPPED,Greater Manchester,TRUST ADMINISTRATOR,,,,,,Manchester,HARD_PASS,,Permanent,£27000 - £33000 per year,structured,,,,area,JOB TITLE: TRUST ADMINISTRATOR LOCATION: Manchester City Centre HOURS OF WORK: 9 am - 5. 30 pm Monday to Friday BENEFITS: Excellent Benefits Main Purpose of the role: - Reporting to the Tax and Estate Planning Partners - Providing administrative support to the Tax and Estate Planning department JOB DESCRIPTION: - Will report to two Partners - Revie...,,,,99,STABLE,"hard pass title pattern: admin, administrator",outside support-worker V_12 target regions,yes,83f801d6-feef-4ea7-a4f3-188da8bcf815,yes,172,
DROPPED,Greater Manchester,Child Protection & Children in Need,,,,,,Manchester,OUT_OF_SCOPE,,Contract,£39 per hour,structured,,,,location_fallback,"Child Protection & Children in Need - Role: Qualified Social Worker - Service: Care Planning / Safeguarding (CP & CIN) - Location: Salford City Council (Hybrid Working) - Pay Rate: £39.00 per hour - Contract: Full-Time, Ongoing Interim Contract Are you an ambitious, child-centered practitioner looking to work within a progressive Greater Manchester...",,,,99,STABLE,no support-worker title classification match,outside support-worker V_12 target regions,yes,69663ac6-0d8a-4b77-a3ff-130ce02ff3cf,yes,173,
DROPPED,,Financial Planning Administrator,,,,,,Cardiff,HARD_PASS,,Permanent,£30000 - £35000 per year,structured,,,,,"Financial Planning Administrator Location: Cardiff Salary £30,000 - £35,000 DOE Full-Time, Part Time, Permanent An excellent opportunity has arisen for an experienced Administrator to join a well-established and growing financial planning business in Cardiff. This role would suit someone with previous experience within financial planning administra...",,,,99,STABLE,"hard pass title pattern: admin, administrator",invalid location: town not in lookup,yes,3a73c70c-dc52-417a-8502-2a3f811a8560,yes,174,
DROPPED,Greater Manchester,Team Manager - Children with Disabilities,,,,,,Manchester,HARD_PASS,,Contract,£46 per hour,structured,,,,area,"Team Manager - Children with Disabilities (CWD) - Role: Team Manager (Children's Social Care) - Service: Children with Disabilities Service - Location: Manchester City Council (Hybrid Working) - Pay Rate: £46.00 per hour - Contract: Full-Time, Ongoing Interim Contract Are you an inspirational leader with a deep commitment to championing the rights...",,,,99,STABLE,hard pass title pattern: manager,outside support-worker V_12 target regions,yes,3641f879-3713-48e5-9527-153d7cb47e37,yes,175,
DROPPED,,Consultant Addictions Psychiatrist,,,,,,Reading,OUT_OF_SCOPE,,Temporary,£110 - £130 per hour,structured,,,,,"Dates: ASAP 3 months (Temporary Contract, will be reviewed after 3 months)Hours: 22.5 hours per week (3 days per week, Monday to Friday - flexible working days)Pay Rate: £110hr PAYE or £130 umbrella (strictly no limited companies)Location: Reading, BerkshireAbout the RoleThis is an excellent opportunity for a Consultant Psychiatrist with expertise...",,,,99,STABLE,no support-worker title classification match,invalid location: town not in lookup,yes,300008cc-c8e3-47e1-bb7b-7136b094e4ab,yes,176,
DROPPED,,Support Worker - - £18 p/h,,,,,,Lanarkshire,HIGH_CONFIDENCE,,Permanent,£14 - £18 per hour,structured,,,,,Exciting Opportunity: Autism Practitioners (Temp-to-Perm) in the South West Are you a compassionate and dedicated professional looking to empower autistic individuals to lead meaningful and fulfilling lives? Scottish Autism is currently recruiting for Full-Time Autism Practitioners to join their South West Service on a Temp-to-Perm basis.In this ro...,,,,1,STABLE,high-confidence title pattern: support worker,invalid location: /Job/Area unusable and /Job/Location not in AUTO fallback lookup,yes,0dc21e70-e13c-418f-9413-0f2c4dea8d01,yes,177,
DROPPED,,Support Worker - - £18 p/h,,,,,,Biggar,HIGH_CONFIDENCE,,Permanent,£14 - £18 per hour,structured,,,,,Exciting Opportunity: Autism Practitioners (Temp-to-Perm) in the South West Are you a compassionate and dedicated professional looking to empower autistic individuals to lead meaningful and fulfilling lives? Scottish Autism is currently recruiting for Full-Time Autism Practitioners to join their South West Service on a Temp-to-Perm basis.In this ro...,,,,1,STABLE,high-confidence title pattern: support worker,invalid location: town not in lookup,yes,0a638100-87d0-4961-98b5-e1a27d72e07d,yes,178,
DROPPED,,Therapist,,,,,,Wokingham,HARD_PASS,,Permanent,£36000 - £43000 per year,structured,,,,,"Therapist Salary: £36,000 - £43,000 per annum (depending on qualifications and experience)Hours: 37.5 hours per weekLocation: Wokingham/BinfieldDriving Licence: RequiredLooking for a meaningful therapy role where you can support a small caseload, work as part of a multidisciplinary team and see the impact of your work every day? We'd love to hear f...",,,,99,STABLE,hard pass title pattern: therapist,invalid location: town not in lookup,yes,ff159119-c52f-422d-bb3e-616a81a9ddd5,yes,179,
DROPPED,Greater Manchester,Registered Manager Children's residential,,,,,,Manchester,HARD_PASS,,Permanent,£50000 - £70000 per year,structured,,,,area,"We are recruiting on behalf of a growing residential care provider based in Manchester who are seeking an experienced and driven Registered Manager to lead one of their children's residential homes. This is a senior leadership opportunity for someone who is passionate about delivering outstanding outcomes for children and young people, and who has...",,,,99,STABLE,hard pass title pattern: manager,outside support-worker V_12 target regions,yes,fef1da48-1ecd-4452-96e1-7d446806550e,yes,180,
DROPPED,,Production Administrator,,,,,,Birmingham,HARD_PASS,,Permanent,£27850 per year,structured,,,,,"Production Administrator Birmingham, West Midlands We are Cooksongold, a well-established global manufacturer of precious metal products that is part of HM Precious Metals, one of Europe's largest refiners and processors of precious metals. We provide a range of services such as bespoke manufacturing, stampings, and precious metal scrap refining. W...",,,,99,STABLE,"hard pass title pattern: admin, administrator",invalid location: /Job/Area unusable and /Job/Location not in AUTO fallback lookup,yes,fd38c258-04e0-46e6-934f-417356a22652,yes,181,
DROPPED,,Customer Service Administrator (Warranty Department),,,,,,Ilminster,HARD_PASS,,Permanent,,missing,,,,,"Job Title: Customer Service Administrator (Warranty Department) Location: Ilminster, Somerset Salary: Dependant on experience (to be discussed at application) Job Type: Full-time, Permanent Hours: 9-5 (Mon-Thurs), 9-4.30 (Fri) What's on Offer: - Opportunity to join a stable and growing business - Generous contributory pension - Cycle to work scheme...",,,,99,STABLE,"hard pass title pattern: admin, administrator",invalid location: town not in lookup,yes,ea535d5a-13fb-48d5-8182-7846ef05e1ed,yes,182,
DROPPED,,Cantonese / Mandarin speaking Administrator,,,,,,Watford,HARD_PASS,,Temporary,£14.2 - £14.79 per hour,structured,,,,,"Join Our client as a Cantonese or Mandarin speaking Administrator! Upon application for this role you will receive a text message/email link to engage with our AI agent, please complete this to enhance your application. Are you ready to bring your skills to a vibrant and dynamic manufacturing environment? We are excited to announce an opening for a...",,,,99,STABLE,"hard pass title pattern: admin, administrator",invalid location: town not in lookup,yes,e0422efc-f95e-474e-a74d-986062ced471,yes,183,
DROPPED,,Senior Care Worker,,,,,,March,HARD_PASS,,Permanent,£13.95 per hour,structured,,,,,"Hourly rate: £13.95 Senior Support Worker Location: March - Jubilee Court Hourly Rate: £13.95 Contract Type: 15 hours per week, plus 15hours (Or more) of Care worker hours Mears Group is one of the UK's leading housing and care providers, supporting both public and private sectors. With over 5,500 employees, we put people at the heart of everything...",,,,99,STABLE,hard pass title pattern: senior,invalid location: town not in lookup,yes,d6e42cb0-e768-41c4-9e6f-b7032465183c,yes,184,
DROPPED,"North East - Tyneside, Wearside & Northumberland",Independent Living Support Worker - British Sign Language (Qualified),,,,,,Newcastle Upon Tyne,HIGH_CONFIDENCE,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Contract,,missing,,,,area,"Independent Living Support Worker (BSL Qualified)Newcastle upon Tyne Fixed-Term Contract (12 Months) An exciting opportunity has arisen for a British Sign Language (BSL) qualified Independent Living Support Worker to join a specialist supported living service in Newcastle upon Tyne. You will support young adults with learning disabilities, autism a...",,,,1,STABLE,high-confidence title pattern: support worker,missing_salary,yes,c54f28a6-2044-40ec-a427-8cb18e77619d,yes,185,"North East selection complete: 17 selected after HIGH_CONFIDENCE, Newcastle Upon Tyne ELASTIC_FIT, and other ELASTIC_FIT roles."
DROPPED,,Care Assistant - Bank - Care Home,,,,,,Exeter,ELASTIC_FIT,,Permanent,£14.8 per hour,structured,,,,,"ABOUT THE ROLEThis is a casual, part-time role offering flexible working. As a Bank Care Assistant at a Barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. You'll assist with daily living, providing support and companionship and sharing great moments and memories too. It's a...",,,,2,STABLE,title register: demoted from HC in V10 cleanup: elastic modifier: bank,invalid location: town not in lookup,yes,a6b34348-2dbb-4137-8361-6862b2d4e1b0,yes,186,
DROPPED,Sussex,Senior Support Worker,,,,,,Bognor Regis,HARD_PASS,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£13.79 - £14.07 per hour,structured,ok,27436.5,35000.0,area,"Senior Support Worker We have a fantastic new job opportunity to join our team at PA Ark Projects Ltd & Salisbury Support Services for a Senior Support Worker with adult social care experience and a person-centred approach, supporting adults with learning disabilities, autism and complex needs in supported living services. If you've also worked in...",,,,99,STABLE,hard pass title pattern: senior,title classification: HARD_PASS - hard pass title pattern: senior,yes,9ae5508e-9e2f-46a5-aa25-9bb938c41344,yes,187,"Sussex selection complete: 16 selected after HIGH_CONFIDENCE, Brighton ELASTIC_FIT, and other ELASTIC_FIT roles."
DROPPED,"North East - Tyneside, Wearside & Northumberland",Speech and Language Therapist,,,,,,Newcastle Upon Tyne,HARD_PASS,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Contract,,missing,,,,area,"Speech & Language Therapist (Band 5/6 Equivalent) - Maternity CoverNewcastle upon Tyne Term Time Only Fixed Term Contract An exciting opportunity has arisen for a Speech & Language Therapist to join a specialist education setting supporting young people aged 16-25 with learning disabilities, autism, communication difficulties and complex needs. Wor...",,,,99,STABLE,hard pass title pattern: therapist,missing_salary,yes,9a7979b7-cb86-4d1e-9fcf-bbd03fd18f84,yes,188,"North East selection complete: 17 selected after HIGH_CONFIDENCE, Newcastle Upon Tyne ELASTIC_FIT, and other ELASTIC_FIT roles."
DROPPED,,IFA Administrator,,,,,,London,HARD_PASS,,Permanent,£30000 - £35000 per year,structured,,,,,"Job Title: IFA Administrator Location:London Salary: £30,000 to £35,000 Capio Recruitment are working with a well-established Financial Planning firm that is looking to add a Financial Administrator to its growing London team. This is an excellent opportunity for someone with at least a year's experience within Financial Planning or Wealth Manageme...",,,,99,STABLE,"hard pass title pattern: admin, administrator",invalid location: /Job/Area unusable and /Job/Location not in AUTO fallback lookup,yes,993d2541-61fb-4f78-8ccd-b7a123fcf5af,yes,189,
DROPPED,Greater Manchester,Multi-Agency Safeguarding Hub (MASH),,,,,,Wigan,OUT_OF_SCOPE,,Contract,£38 per hour,structured,,,,area,"Multi-Agency Safeguarding Hub (MASH) - Role: MASH Social Worker - Service: Children's Front Door / Safeguarding - Location: Wigan Council (50% Remote / 50% Office Based) - Pay Rate: £38.00 per hour - Contract: Full-Time, Ongoing Interim Contract Are you an experienced safeguarding practitioner looking to step away from active case management, court...",,,,99,STABLE,no support-worker title classification match,outside support-worker V_12 target regions,yes,9767878e-44e3-4a2a-9f13-01d3f8c87696,yes,190,
DROPPED,,Night Nurse RGN,,,,,,Launceston,HARD_PASS,,Permanent,£22.03 per hour,structured,,,,,"ABOUT THE ROLEAs a Registered Nurse at a Barchester care home, you'll look after the physical, psychological and social needs of our residents to help us deliver the quality care they deserve. We'll look to you to create a safe and supportive environment for residents with range of physical and mental needs, whilst also relying on your professional...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,89990388-0edc-48df-bb23-5320b2c2ea6b,yes,191,
DROPPED,,Band 8A Aseptic Pharmacist,,,,,,Salisbury,OUT_OF_SCOPE,,Contract,£32 - £37 per hour,structured,,,,,Position: Band 8 A Aseptic PharmacistLocation: SalisburyRate of pay: £32 - £37 per hour Day Webster are currently recruiting a Band 8a Pharmacist with previous Aseptic experience for a hospital based in Salisbury. Our client is looking for the ideal candidate to start as soon as possible for an on-going duration. The shift pattern would be 08:00am...,,,,99,STABLE,no support-worker title classification match,invalid location: town not in lookup,yes,813888bd-9516-411c-a899-00bf9af45dc9,yes,192,
DROPPED,,Advanced Practitioner - Fostering,,,,,,Yorkshire,OUT_OF_SCOPE,,Temporary,£46.73 per hour,structured,,,,,"Our client North Yorkshire Council is looking for an Advanced Practitioner to join their Fostering service. Practice Supervisor in Fostering overseeing fostering assessment's of Kinship Carers. Ideally needing a candidate with management experience, experience of signing off assessment work, safeguarding, and fostering regulations and standards. Ke...",,,,99,STABLE,no support-worker title classification match,invalid location: /Job/Area unusable and /Job/Location not in AUTO fallback lookup,yes,7df68a39-0410-4751-9927-abfaea8abd1c,yes,193,
DROPPED,,GP/ Medical Assessments,,,,,,Exmouth,OUT_OF_SCOPE,,Contract,£100000 per year,structured,,,,,"GP / Medical Assessments - Ministry of Defence - Pertemps MedicalCompany: Pertemps Medical working on MoD ProjectJob title: Military Medical ExaminerContract: Until April 2027 Base Salary: £100k FTE Pro-Rata (£60,000 for 3 days per week) Payment Type: PAYEContract type: Part-timeHours: 08.00 - 17.30 Monday, Tuesday and Wednesday 1-2 days will be co...",,,,99,STABLE,no support-worker title classification match,invalid location: town not in lookup,yes,7ca0937d-9287-4acc-8e6d-cb3ddcd11420,yes,194,
DROPPED,,Qualified social worker - Locality team,,,,,,Bedfordshire,HARD_PASS,,Temporary,£39 per hour,structured,,,,,Our client Central Bedfordshire Council is looking for a Qualified social worker to join their Locality Family Help team. About the role Central Bedfordshire Council is looking for Social Workers who are passionate about getting it right for children and their families the first time. We are recruiting Social Workers who have at least five years po...,,,,99,STABLE,hard pass title pattern: social worker,invalid location: /Job/Area unusable and /Job/Location not in AUTO fallback lookup,yes,7a2e7f2d-5944-4d92-a916-7190e24d567a,yes,195,
DROPPED,,Registered Nurse RGN - Bank - Care Home,,,,,,Launceston,HARD_PASS,,Permanent,£24.68 per hour,structured,,,,,"ABOUT THE ROLEThis is a casual, part-time role offering flexible working. As a Bank Registered Nurse at a Barchester care home, you'll look after the physical, psychological and social needs of our residents to help us deliver the quality care they deserve. We'll look to you to create a safe and supportive environment for residents with range of ph...",,,,99,STABLE,hard pass title pattern: nurse,invalid location: town not in lookup,yes,6cc93a46-4195-4247-a150-e15d389fb4da,yes,196,
DROPPED,Greater Manchester,Independent Reviewing Officer (IRO) & Child Protection Chair,,,,,,Bury,HARD_PASS,,Contract,£40 per hour,structured,,,,area,"Independent Reviewing Officer (IRO) & Child Protection Chair - Role: Independent Reviewing Officer (IRO) / CP Chair - Location: Bury Council (Hybrid Working) - Pay Rate: £40.00 per hour - Contract: Full-Time, Ongoing Contract Are you an accomplished safeguarding professional with the clinical authority and diplomacy required to challenge practice a...",,,,99,STABLE,hard pass title pattern: officer,outside support-worker V_12 target regions,yes,68cdc3d9-8185-4ac4-b703-56b559e78eaa,yes,197,
DROPPED,,Support Worker,,,,,,Peterhead,HIGH_CONFIDENCE,,Permanent,£13.72 per hour,structured,,,,,"Hourly rate: £13.72 Support Workers Required! Location: Peterhead Hourly rate: £13.72 Contract Type: Zero hours and Guarantee hours available. About the Role: Mears Group provides housing and care services across the UK, with a strong focus on supported living. We're currently looking for Support Workers in Peterhead to join our team. There will be...",,,,1,STABLE,title register: core Support Worker wording,invalid location: town not in lookup,yes,4c4f256d-ed96-4de0-bc79-ef4d90dbff38,yes,198,
DROPPED,,Care Assistant - Bank - Care Home,,,,,,Taunton,ELASTIC_FIT,,Permanent,£14.8 per hour,structured,,,,,"ABOUT THE ROLEThis is a casual, part-time role offering flexible working. As a Bank Care Assistant at a Barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. You'll assist with daily living, providing support and companionship and sharing great moments and memories too. It's a...",,,,2,STABLE,title register: demoted from HC in V10 cleanup: elastic modifier: bank,invalid location: town not in lookup,yes,49c31da6-8732-4fbb-8653-a10d6d1b09d9,yes,199,
DROPPED,,Junior PA & Receptionist - Graduate,,,,,,London,OUT_OF_SCOPE,,Permanent,£30000 - £35000 per year,structured,,,,,"Junior PA & Receptionist - Graduate Location: Central London Contract Type: Permanent, Full Time Salary: £30,000 - £35,000 Working Hours: 08:00 AM - 05:00 PM (Early finishes on Fridays!) Are you a proactive and organised individual looking to become an integral part of a dynamic team in the construction and real estate industry? Our client is seeki...",,,,99,STABLE,no support-worker title classification match,invalid location: /Job/Area unusable and /Job/Location not in AUTO fallback lookup,yes,41ccb3b9-b591-4166-9a51-b814198b9789,yes,200,
DROPPED,,Assessment Social Worker,,,,,,Surrey,HARD_PASS,,Temporary,£38 - £42 per hour,structured,,,,,"Our client Surrey council is looking for a Social Worker to join their Assessment team. Casework Management - Take professional responsibility as directed for managing a caseload which will include individuals, children, families and carers who require support and guidance. Enable them to identify their needs and plan support to meet those needs us...",,,,99,STABLE,hard pass title pattern: social worker,invalid location: /Job/Area unusable and /Job/Location not in AUTO fallback lookup,yes,39f0910f-a39b-428b-83ce-6e85c0f61e04,yes,201,
DROPPED,Greater Manchester,Children Residential Support Worker,,,,,,Stockport,ELASTIC_FIT,,Permanent,£28000 - £32000 per year,structured,,,,area,"We are recruiting on behalf of a growing residential care provider based in Stockport who are looking for dedicated and compassionate Children's Support Workers to join their team. This is a fantastic opportunity to make a genuine difference in the lives of children and young people in a supportive, well-managed residential setting. The Role You wi...",,,,2,STABLE,title register: demoted from HC in V10 cleanup: elastic modifier: residential,outside support-worker V_12 target regions,yes,32d72c61-6d77-4f2b-85e7-c63234dc16eb,yes,202,
DROPPED,,Quality Assurance Officer (GMP/Cannabinoids),,,,,,Sandwich,HARD_PASS,,Permanent,£40000 per year,structured,,,,,"Quality Assurance Officer (GMP/Cannabinoids) Sandwich Up to £40,000 + Company Bonus + Private Healthcare + Pension + Training Are you a Quality Assurance Officer or similar with GMP experience looking to join an innovative pharmaceutical manufacturer operating within one of the fastest-growing areas of the life sciences industry? Do you want to joi...",,,,99,STABLE,hard pass title pattern: officer,invalid location: town not in lookup,yes,31002809-1c65-4a4f-a875-2afc959a642a,yes,203,
DROPPED,,AD Adult Social Care,,,,,,London,OUT_OF_SCOPE,,Contract,£650 - £700 per daily,structured,,,,,"Assistant Director ASC- Home First and Provider Services Based in London, hybrid working 3 month contract This is a high-profile strategic leadership role, offering the opportunity to shape the future of adult social care across one of London's most ambitious boroughs. You'll lead a diverse portfolio of frontline services, working alongside senior...",,,,99,STABLE,no support-worker title classification match,invalid location: /Job/Area unusable and /Job/Location not in AUTO fallback lookup,yes,308e2ea3-6d46-4929-b93b-88f5332eff3a,yes,204,
DROPPED,,Night Care Assistant - Bank,,,,,,Exeter,ELASTIC_FIT,,Permanent,£14.8 per hour,structured,,,,,"ABOUT THE ROLEThis is a casual, part-time role offering flexible working. As a Care Assistant at a Barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. You'll assist with daily living, providing support and companionship and sharing great moments and memories too. It's a chanc...",,,,2,STABLE,"title register: demoted from HC in V10 cleanup: elastic modifier: bank, night care",invalid location: town not in lookup,yes,1adbfce1-3eb8-4eb8-b6f5-c23fd32107a0,yes,206,
DROPPED,North East - County Durham & Darlington/Hartlepool,Occupational Health Advisor,,,,,,Durham,OUT_OF_SCOPE,SCENARIO_3_COMPLETE_WITH_OTHER_ELASTIC,Permanent,£49000 - £50000 per year,structured,review,50000.0,30000.0,area,"Occupational Health Advisor Our leading in-house client in Durham is looking for an experienced Occupational Health Advisor, to work on a part-time, permanent basis, within their friendly and supportive team. The Role: - 18.5 hours per week - Full OH Remit - Hybrid - Case Management - Health surveillance (Audiometry, Spirometry etc) - Pre employmen...",,,,99,STABLE,no support-worker title classification match,title classification: OUT_OF_SCOPE - no support-worker title classification match,yes,1565d989-569a-47cc-b3c7-19bb79e734db,yes,207,"North East selection complete: 17 selected after HIGH_CONFIDENCE, Newcastle Upon Tyne ELASTIC_FIT, and other ELASTIC_FIT roles."
DROPPED,,Senior Social Worker Homelessness Specialist (Assessment ),,,,,,London,HARD_PASS,,Contract,£39.04 per hour,structured,,,,,Senior Social Worker - Homelessness Specialist (Assessment Service) Location: London Borough of Barking & Dagenham Service: Assessment Service - 16 & 17 Homelessness Make a lasting difference when young people need it most. Are you an experienced Social Worker with a passion for safeguarding adolescents and improving outcomes for vulnerable young p...,,,,99,STABLE,"hard pass title pattern: senior, homeless, homelessness, social worker",invalid location: /Job/Area unusable and /Job/Location not in AUTO fallback lookup,yes,04dad7a7-e772-4fd9-8ec9-f0c9c547aeb7,yes,208,
DROPPED,Greater Manchester,Registered Manager Children's residential,,,,,,Stockport,HARD_PASS,,Permanent,£50000 - £70000 per year,structured,,,,area,"We are recruiting on behalf of a growing residential care provider based in Stockport who are seeking an experienced and driven Registered Manager to lead one of their children's residential homes. This is a senior leadership opportunity for someone who is passionate about delivering outstanding outcomes for children and young people, and who has t...",,,,99,STABLE,hard pass title pattern: manager,outside support-worker V_12 target regions,yes,03e29d84-66d6-439b-b458-609267de0320,yes,209,
DROPPED,,Pharmacist - Plymouth,,,,,,Plymouth,OUT_OF_SCOPE,,Permanent,£50000 - £60000 per year,structured,,,,,This Pharmacist role in Plymouth involves providing expert healthcare advice and dispensing medication to customers in a community setting. You'll play a key role in supporting the smooth operation of the pharmacy and ensuring customers receive the best possible care. Client Details This position is within the heathcare industry and is based in Ply...,,,,99,STABLE,no support-worker title classification match,invalid location: town not in lookup,yes,f252fef3-0fda-4610-a3aa-8a4287702558,yes,210,
DROPPED,,Care Assistant - Care Home,,,,,,Grantham,HIGH_CONFIDENCE,,Permanent,£13.21 per hour,structured,,,,,"ABOUT THE ROLEAs a Care Assistant at a Barchester care home, you'll help residents enjoy each day by making sure they get the quality care and support they deserve. You'll assist with daily living, providing support and companionship and sharing great moments and memories too. It's a chance to bring your dedication and compassion to a fulfilling en...",,,,1,STABLE,title register: care assistant/worker frontline wording,invalid location: town not in lookup,yes,e9b6d8a4-f6dd-4077-be5e-1828a4e69a42,yes,211,
DROPPED,,Specialist Clinician - Neurodiversity SALT Band 7,,,,,,Bedford,OUT_OF_SCOPE,,Contract,£500 per daily,structured,,,,,Insourcing - Specialist Clinician - Neurodiversity SALT Band 7 Location: Bedford Hours: Full Time (37.5 Hours per Week) Payment: LTD Company Contract Type: InsourcingAbout the Role We are seeking an experienced Band 7 Specialist Neurodiversity Speech & Language Therapist (SALT) to join a multidisciplinary Neurodevelopmental Assessment Team supporti...,,,,99,STABLE,no support-worker title classification match,invalid location: town not in lookup,yes,de033f10-7e2b-424c-8d4c-3f2e6de230d2,yes,212,
DROPPED,,Criminology Graduate,,,,,,Swindon,OUT_OF_SCOPE,,Contract,£90 - £100 per daily,structured,,,,,Are you a Criminology or Psychology Graduate looking for a graduate opportunity? Are you hoping to work with vulnerable children who suffer with their mental health? Can you be a positive role model? A unique mental health school in Swindon are looking for a Graduate to work as a Learning Support Assistant starting as soon as possible. As a Learnin...,,,,99,STABLE,no support-worker title classification match,invalid location: town not in lookup,yes,d50d4a20-a350-40c4-bde9-463c27b3fae3,yes,213,
DROPPED,,Residential Support Worker,,,,,,Edenbridge,ELASTIC_FIT,,Permanent,£25308 - £27180 per year,structured,,,,,"Residential Support Worker Location: Lingfield, Surrey (Free Parking!) Pay: £12.71 - £13.65 / hour (depending on experience/qualifications) Contract: Term-Time Only (39 weeks/year) Full-Time & Part-Time (up to 44.25 hrs) Hours: Monday to Friday only (No weekends!) Shifts 06:45-13:30 and 15:45-22:00 Want a career where you actually make a difference...",,,,2,STABLE,title register: demoted from HC in V10 cleanup: elastic modifier: residential,invalid location: town not in lookup,yes,d22be243-8dd2-475e-99b4-10228abb7d54,yes,214,
DROPPED,,Psychology Graduate,,,,,,Chatham,OUT_OF_SCOPE,,Contract,£92.56 - £100 per daily,structured,,,,,"Psychology Graduate - Chatham Full-time - £92.56 - £100 per day - September Start - Temp-to-perm If you have a genuine passion for helping vulnerable children achieve and grow in confidence, then we would love to speak to you! Tradewind are actively recruiting for an enthusiastic Psychology Graduate to work in a 1:1 capacity with children with Spec...",,,,99,STABLE,no support-worker title classification match,invalid location: town not in lookup,yes,cf0fd2bc-ddb5-4508-87d9-08e7469b49f8,yes,215,
DROPPED,,Psychology Graduate,,,,,,Kent,OUT_OF_SCOPE,,Contract,£92.56 - £100 per daily,structured,,,,,"Psychology Graduate - Thanet Full-time - £92.56 - £100 per day - September Start - Temp-to-perm If you have a genuine passion for helping vulnerable children achieve and grow in confidence, then we would love to speak to you! Tradewind are actively recruiting for an enthusiastic Psychology Graduate to work in a 1:1 capacity with children with Speci...",,,,99,STABLE,no support-worker title classification match,invalid location: /Job/Area unusable and /Job/Location not in AUTO fallback lookup,yes,c082f88e-3016-4361-b278-0147ad04364b,yes,216,
DROPPED,,Aspiring Psychologist - Mental Health Assistant,,,,,,Reading,HARD_PASS,,Permanent,£90 - £110 per daily,structured,,,,,"Aspiring Psychologist - Mental Health Assistant Location: Reading Pay: £90 - 110 per day If you are caring and compassionate, interested in education, and looking to make a difference in the lives of vulnerable children, then this is the job for you! An inclusive and inspiring school in Reading are looking for a Mental Health Assistant to join thei...",,,,99,STABLE,hard pass title pattern: psychologist,invalid location: town not in lookup,yes,5aae003d-9de6-470e-b54c-ef918ff3e895,yes,217,
DROPPED,,Psychology Graduate - Reading,,,,,,Reading,OUT_OF_SCOPE,,Permanent,£90 - £105 per daily,structured,,,,,Psychology Graduate Location: Reading Start Date: ASAP Pay: £90 - £100 per day Are you a Psychology graduate eager to gain hands-on experience supporting children with additional needs and mental health challenges? A supportive and inclusive specialist school in Reading is looking for a Psychology Graduate to join their learning support team as soo...,,,,99,STABLE,no support-worker title classification match,invalid location: town not in lookup,yes,59e3fc31-67f6-4250-9817-7d95bf269a6d,yes,218,
DROPPED,Yorkshire - West,Clinical Systems Manager,,,,,,Leeds,HARD_PASS,SCENARIO_4_BELOW_PUBLISH_THRESHOLD,Permanent,£57528 - £64750 per year,structured,review,64750.0,30000.0,area,"Your new companyAn established healthcare provider is seeking an experienced Clinical Systems Manager to join its digital and technology leadership team. This organisation delivers vital community healthcare services and is committed to leveraging technology to improve patient outcomes, service delivery and operational efficiency.This is an excelle...",,,,99,STABLE,hard pass title pattern: manager,title classification: HARD_PASS - hard pass title pattern: manager,yes,4c9a5104-72d2-4222-a3c4-f7d80dce233c,yes,219,Yorkshire - West selection below publish threshold: 5/6 credible roles. Do not publish/refresh this slice from this run.
DROPPED,,Psychology Graduate,,,,,,Gravesend,OUT_OF_SCOPE,,Contract,£92.56 - £100 per daily,structured,,,,,"Psychology Graduate - Gravesend Full-time - £92.56 - £100 per day - September Start - Temp-to-perm If you have a genuine passion for helping vulnerable children achieve and grow in confidence, then we would love to speak to you! Tradewind are actively recruiting for an enthusiastic Psychology Graduate to work in a 1:1 capacity with children with Sp...",,,,99,STABLE,no support-worker title classification match,invalid location: town not in lookup,yes,19ac2972-5ae5-43dd-aa38-e6902bdae5ac,yes,220,
DROPPED,,Psychology Graduate,,,,,,Gillingham,OUT_OF_SCOPE,,Contract,£92.56 - £100 per daily,structured,,,,,"Psychology Graduate - Gillingham Full-time - £92.56 - £100 per day - September Start - Temp-to-perm If you have a genuine passion for helping vulnerable children achieve and grow in confidence, then we would love to speak to you! Tradewind are actively recruiting for an enthusiastic Psychology Graduate to work in a 1:1 capacity with children with S...",,,,99,STABLE,no support-worker title classification match,invalid location: town not in lookup,yes,1649ae31-7e66-4a01-84e2-28cfe4b1716a,yes,221,
