report_date,level,source,region,category,count
2026-09-19,total,All,,,1117
2026-09-19,source_summary,JobG8,,,994
2026-09-19,source_summary,External,,,123
2026-09-19,provider,JobG8,,,994
2026-09-19,provider,NEJobs,,,7
2026-09-19,provider,NHS Jobs,,,94
2026-09-19,provider,Teaching Vacancies,,,22
2026-09-19,region_category,JobG8,Bedfordshire,Admin/Service – Office Support,5
2026-09-19,region_category,JobG8,Berkshire,Admin/Service – Office Support,5
2026-09-19,region_category,JobG8,Berkshire,Customer Sales / Sales Advisor,4
2026-09-19,region_category,JobG8,Berkshire,HR / Recruitment,2
2026-09-19,region_category,JobG8,Berkshire,Marketing,9
2026-09-19,region_category,JobG8,Bristol & Bath,Admin/Service – Office Support,16
2026-09-19,region_category,JobG8,Bristol & Bath,Customer Sales / Sales Advisor,5
2026-09-19,region_category,JobG8,Bristol & Bath,Finance / Accounts,11
2026-09-19,region_category,JobG8,Bristol & Bath,Marketing,6
2026-09-19,region_category,JobG8,Buckinghamshire,Admin/Service – Office Support,8
2026-09-19,region_category,JobG8,Buckinghamshire,Marketing,5
2026-09-19,region_category,JobG8,Cambridgeshire,Admin/Service – Office Support,11
2026-09-19,region_category,JobG8,Cambridgeshire,Marketing,5
2026-09-19,region_category,JobG8,Cheshire - East,Admin/Service – Office Support,7
2026-09-19,region_category,JobG8,Cheshire - Warrington & Halton,Admin/Service – Office Support,22
2026-09-19,region_category,JobG8,Cheshire - Warrington & Halton,Finance / Accounts,6
2026-09-19,region_category,JobG8,Cheshire - West,Admin/Service – Office Support,8
2026-09-19,region_category,JobG8,Cheshire - West,Marketing,1
2026-09-19,region_category,JobG8,Cornwall,Admin/Service – Office Support,1
2026-09-19,region_category,JobG8,Cumbria - South,Support Worker – Wide,2
2026-09-19,region_category,JobG8,Derbyshire,Admin/Service – Office Support,2
2026-09-19,region_category,JobG8,Devon,Admin/Service – Office Support,5
2026-09-19,region_category,JobG8,Devon,Customer Sales / Sales Advisor,3
2026-09-19,region_category,JobG8,Devon,Finance / Accounts,11
2026-09-19,region_category,JobG8,Dorset,Admin/Service – Office Support,10
2026-09-19,region_category,JobG8,Essex,Admin/Service – Office Support,13
2026-09-19,region_category,JobG8,Essex,Finance / Accounts,15
2026-09-19,region_category,JobG8,Essex,Legal Assistant / Paralegal,17
2026-09-19,region_category,JobG8,Essex,Marketing,7
2026-09-19,region_category,JobG8,Gloucestershire,Admin/Service – Office Support,7
2026-09-19,region_category,JobG8,Gloucestershire,Finance / Accounts,9
2026-09-19,region_category,JobG8,Gloucestershire,Marketing,4
2026-09-19,region_category,JobG8,Greater Manchester - Manchester & Salford,Admin/Service – Office Support,14
2026-09-19,region_category,JobG8,Greater Manchester - Manchester & Salford,Customer Sales / Sales Advisor,3
2026-09-19,region_category,JobG8,Greater Manchester - Manchester & Salford,Finance / Accounts,16
2026-09-19,region_category,JobG8,Greater Manchester - Manchester & Salford,HR / Recruitment,4
2026-09-19,region_category,JobG8,Greater Manchester - Manchester & Salford,Marketing,8
2026-09-19,region_category,JobG8,Greater Manchester - South,Admin/Service – Office Support,6
2026-09-19,region_category,JobG8,Greater Manchester - South,Marketing,1
2026-09-19,region_category,JobG8,Greater Manchester - Wigan & Bolton,Admin/Service – Office Support,5
2026-09-19,region_category,JobG8,Hampshire,Admin/Service – Office Support,14
2026-09-19,region_category,JobG8,Hampshire,Customer Sales / Sales Advisor,7
2026-09-19,region_category,JobG8,Hampshire,Customer Service / Contact Centre,1
2026-09-19,region_category,JobG8,Hampshire,Support Worker – Wide,17
2026-09-19,region_category,JobG8,Hertfordshire,Admin/Service – Office Support,8
2026-09-19,region_category,JobG8,Hertfordshire,Customer Sales / Sales Advisor,1
2026-09-19,region_category,JobG8,Hertfordshire,Marketing,4
2026-09-19,region_category,JobG8,Kent,Admin/Service – Office Support,10
2026-09-19,region_category,JobG8,Kent,Customer Sales / Sales Advisor,5
2026-09-19,region_category,JobG8,Kent,Marketing,7
2026-09-19,region_category,JobG8,Kent,Support Worker – Wide,12
2026-09-19,region_category,JobG8,Leicestershire,Admin/Service – Office Support,5
2026-09-19,region_category,JobG8,Lincolnshire,Admin/Service – Office Support,4
2026-09-19,region_category,JobG8,London,Admin/Service – Office Support,38
2026-09-19,region_category,JobG8,London,Customer Sales / Sales Advisor,12
2026-09-19,region_category,JobG8,London,Finance / Accounts,49
2026-09-19,region_category,JobG8,London,HR / Recruitment,27
2026-09-19,region_category,JobG8,London,Legal Assistant / Paralegal,57
2026-09-19,region_category,JobG8,London,Marketing,65
2026-09-19,region_category,JobG8,London,Support Worker – Wide,8
2026-09-19,region_category,JobG8,Merseyside - Liverpool,Admin/Service – Office Support,3
2026-09-19,region_category,JobG8,Merseyside - Liverpool,Marketing,10
2026-09-19,region_category,JobG8,Norfolk,Admin/Service – Office Support,10
2026-09-19,region_category,JobG8,Norfolk,Legal Assistant / Paralegal,11
2026-09-19,region_category,JobG8,North East,Customer Sales / Sales Advisor,4
2026-09-19,region_category,JobG8,North East,Finance / Accounts,8
2026-09-19,region_category,JobG8,North East,Marketing,7
2026-09-19,region_category,JobG8,North East,Support Worker – Wide,2
2026-09-19,region_category,JobG8,"North East - Tyneside, Wearside & Northumberland",Admin/Service – Office Support,6
2026-09-19,region_category,JobG8,North Scotland,Customer Sales / Sales Advisor,1
2026-09-19,region_category,JobG8,Northamptonshire,Admin/Service – Office Support,10
2026-09-19,region_category,JobG8,Northern Ireland - East,Admin/Service – Office Support,7
2026-09-19,region_category,JobG8,Northern Ireland - East,Marketing,4
2026-09-19,region_category,JobG8,Nottinghamshire,Admin/Service – Office Support,4
2026-09-19,region_category,JobG8,Nottinghamshire,HR / Recruitment,3
2026-09-19,region_category,JobG8,Oxfordshire,Admin/Service – Office Support,4
2026-09-19,region_category,JobG8,Oxfordshire,Marketing,7
2026-09-19,region_category,JobG8,Oxfordshire,Support Worker – Wide,2
2026-09-19,region_category,JobG8,Scotland Central - Edinburgh & Lothians,Admin/Service – Office Support,10
2026-09-19,region_category,JobG8,Scotland Central - Tayside,Admin/Service – Office Support,22
2026-09-19,region_category,JobG8,Scotland West - Glasgow,Admin/Service – Office Support,9
2026-09-19,region_category,JobG8,Scotland West - Glasgow,Customer Sales / Sales Advisor,2
2026-09-19,region_category,JobG8,Shropshire,Admin/Service – Office Support,3
2026-09-19,region_category,JobG8,Somerset,Admin/Service – Office Support,4
2026-09-19,region_category,JobG8,Staffordshire,Admin/Service – Office Support,8
2026-09-19,region_category,JobG8,Suffolk,Admin/Service – Office Support,8
2026-09-19,region_category,JobG8,Suffolk,Legal Assistant / Paralegal,10
2026-09-19,region_category,JobG8,Surrey,Admin/Service – Office Support,11
2026-09-19,region_category,JobG8,Surrey,Customer Sales / Sales Advisor,3
2026-09-19,region_category,JobG8,Surrey,Marketing,10
2026-09-19,region_category,JobG8,Surrey,Support Worker – Wide,6
2026-09-19,region_category,JobG8,Sussex,Admin/Service – Office Support,10
2026-09-19,region_category,JobG8,Sussex,Customer Sales / Sales Advisor,2
2026-09-19,region_category,JobG8,Sussex,HR / Recruitment,3
2026-09-19,region_category,JobG8,Sussex,Support Worker – Wide,2
2026-09-19,region_category,JobG8,Wales South - Cardiff & Vale,Admin/Service – Office Support,8
2026-09-19,region_category,JobG8,Wales South - Valleys,Admin/Service – Office Support,8
2026-09-19,region_category,JobG8,West Midlands - Birmingham & Solihull,Admin/Service – Office Support,13
2026-09-19,region_category,JobG8,West Midlands - Birmingham & Solihull,Marketing,11
2026-09-19,region_category,JobG8,West Midlands - Black Country,Admin/Service – Office Support,3
2026-09-19,region_category,JobG8,West Midlands - Coventry & Warwickshire,Admin/Service – Office Support,9
2026-09-19,region_category,JobG8,West Midlands - Coventry & Warwickshire,HR / Recruitment,5
2026-09-19,region_category,JobG8,Wiltshire,Admin/Service – Office Support,7
2026-09-19,region_category,JobG8,Wiltshire,Support Worker – Wide,1
2026-09-19,region_category,JobG8,Worcestershire,Admin/Service – Office Support,2
2026-09-19,region_category,JobG8,Yorkshire - East,Admin/Service – Office Support,2
2026-09-19,region_category,JobG8,Yorkshire - North,Admin/Service – Office Support,1
2026-09-19,region_category,JobG8,Yorkshire - North,Finance / Accounts,11
2026-09-19,region_category,JobG8,Yorkshire - North,Marketing,2
2026-09-19,region_category,JobG8,Yorkshire - South,Admin/Service – Office Support,5
2026-09-19,region_category,JobG8,Yorkshire - South,Support Worker – Wide,1
2026-09-19,region_category,JobG8,Yorkshire - West,Admin/Service – Office Support,13
2026-09-19,region_category,JobG8,Yorkshire - West,Finance / Accounts,13
2026-09-19,region_category,JobG8,Yorkshire - West,HR / Recruitment,3
2026-09-19,region_category,NEJobs,North East,Admin/Service – Office Support,7
2026-09-19,region_category,NHS Jobs,Bedfordshire,Unspecified,1
2026-09-19,region_category,NHS Jobs,Berkshire,Unspecified,2
2026-09-19,region_category,NHS Jobs,Bristol & Bath,Unspecified,4
2026-09-19,region_category,NHS Jobs,Buckinghamshire,Unspecified,2
2026-09-19,region_category,NHS Jobs,Cambridgeshire,Unspecified,3
2026-09-19,region_category,NHS Jobs,Cheshire - Warrington & Halton,Unspecified,3
2026-09-19,region_category,NHS Jobs,Cheshire - West,Unspecified,1
2026-09-19,region_category,NHS Jobs,Devon,Unspecified,3
2026-09-19,region_category,NHS Jobs,Dorset,Unspecified,2
2026-09-19,region_category,NHS Jobs,Essex,Unspecified,3
2026-09-19,region_category,NHS Jobs,Gloucestershire,Unspecified,2
2026-09-19,region_category,NHS Jobs,Greater Manchester - Manchester & Salford,Unspecified,5
2026-09-19,region_category,NHS Jobs,Greater Manchester - South,Unspecified,1
2026-09-19,region_category,NHS Jobs,Greater Manchester - Wigan & Bolton,Unspecified,1
2026-09-19,region_category,NHS Jobs,Hampshire,Unspecified,3
2026-09-19,region_category,NHS Jobs,Hertfordshire,Unspecified,2
2026-09-19,region_category,NHS Jobs,Kent,Unspecified,2
2026-09-19,region_category,NHS Jobs,Leicestershire,Unspecified,1
2026-09-19,region_category,NHS Jobs,Lincolnshire,Unspecified,1
2026-09-19,region_category,NHS Jobs,London,Unspecified,19
2026-09-19,region_category,NHS Jobs,Norfolk,Unspecified,2
2026-09-19,region_category,NHS Jobs,North East,Unspecified,4
2026-09-19,region_category,NHS Jobs,Northamptonshire,Unspecified,1
2026-09-19,region_category,NHS Jobs,Nottinghamshire,Unspecified,2
2026-09-19,region_category,NHS Jobs,Scotland Central - Tayside,Unspecified,1
2026-09-19,region_category,NHS Jobs,Somerset,Unspecified,1
2026-09-19,region_category,NHS Jobs,Staffordshire,Unspecified,2
2026-09-19,region_category,NHS Jobs,Suffolk,Unspecified,2
2026-09-19,region_category,NHS Jobs,Surrey,Unspecified,3
2026-09-19,region_category,NHS Jobs,Sussex,Unspecified,3
2026-09-19,region_category,NHS Jobs,Wales South - Cardiff & Vale,Unspecified,1
2026-09-19,region_category,NHS Jobs,Wales South - Valleys,Unspecified,1
2026-09-19,region_category,NHS Jobs,West Midlands - Birmingham & Solihull,Unspecified,3
2026-09-19,region_category,NHS Jobs,West Midlands - Coventry & Warwickshire,Unspecified,1
2026-09-19,region_category,NHS Jobs,Wiltshire,Unspecified,1
2026-09-19,region_category,NHS Jobs,Yorkshire - South,Unspecified,1
2026-09-19,region_category,NHS Jobs,Yorkshire - West,Unspecified,4
