report_date,level,source,region,category,count
2026-08-04,total,All,,,140
2026-08-04,source_summary,JobG8,,,122
2026-08-04,source_summary,External,,,18
2026-08-04,provider,JobG8,,,122
2026-08-04,provider,NEJobs,,,13
2026-08-04,provider,VONNE,,,5
2026-08-04,region_category,JobG8,Cumbria - South,Support Worker – Wide,4
2026-08-04,region_category,JobG8,Hampshire,Admin/Service – Office Support,8
2026-08-04,region_category,JobG8,Hampshire,Support Worker – Wide,12
2026-08-04,region_category,JobG8,Kent,Admin/Service – Office Support,4
2026-08-04,region_category,JobG8,London,Admin/Service – Office Support,46
2026-08-04,region_category,JobG8,North East,Admin/Service – Office Support,4
2026-08-04,region_category,JobG8,North East,Support Worker – Wide,9
2026-08-04,region_category,JobG8,Surrey,Admin/Service – Office Support,6
2026-08-04,region_category,JobG8,Sussex,Admin/Service – Office Support,6
2026-08-04,region_category,JobG8,Sussex,Support Worker – Wide,9
2026-08-04,region_category,JobG8,Yorkshire - South,Admin/Service – Office Support,4
2026-08-04,region_category,JobG8,Yorkshire - South,Support Worker – Wide,1
2026-08-04,region_category,JobG8,Yorkshire - West,Admin/Service – Office Support,2
2026-08-04,region_category,JobG8,Yorkshire - West,Support Worker – Wide,7
2026-08-04,region_category,NEJobs,North East,Admin/Service – Office Support,13
2026-08-04,region_category,VONNE,North East,Admin/Service – Office Support,5
