date,job_id,title,company,raw_area,raw_location,geo_source,category,source_file,unknown_reason
2026-07-30,5147b38b-5c8c-4ae3-b9e9-0ca76544741b,Site Administrator,Pontoon,Aberfeldy,Perthshire,unknown,admin_service,2026-07-30.xlsx,area_not_found_in_geo_lookup
2026-07-30,616fb005-f528-40c1-9b4b-693762fe0eda,Senior Administrator,Reed,Dartmouth,Devon,unknown,admin_service,2026-07-30.xlsx,area_not_found_in_geo_lookup
2026-07-30,84512d69-5110-4dec-9338-14657e8e0806,Temporary Administrator,Office Angels,Denny,Stirlingshire,unknown,admin_service,2026-07-30.xlsx,area_not_found_in_geo_lookup
2026-07-30,4a28c277-bce9-4aa1-9ac1-6953f248f19c,Recruitment Administrator,Pertemps Scotland Temps,Gourock,Renfrewshire,unknown,admin_service,2026-07-30.xlsx,area_not_found_in_geo_lookup
2026-07-30,b27fd815-a1db-4017-980d-d1e2c04c05d5,Sales Administrator,Edwards & Pearce - Doncaster,Knottingley,Yorkshire,unknown,admin_service,2026-07-30.xlsx,area_not_found_in_geo_lookup
2026-07-30,a8194cdb-67de-467f-a91e-2d11796cc06c,Administrator,Pertemps Plymouth Commercial,Looe,Cornwall,unknown,admin_service,2026-07-30.xlsx,area_not_found_in_geo_lookup
2026-07-30,1573016,Finance Administrator,Not For Profit People,Not Specified,Not Specified,unknown,admin_service,2026-07-30.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-30,1551368,Receptionist,Not For Profit People,Not Specified,Not Specified,unknown,admin_service,2026-07-30.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-30,b7b72e3f-ead2-46e6-9c12-96f0eaa37203,Receptionist,Adecco,Not Specified,Lancashire,unknown,admin_service,2026-07-30.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-30,1599044,Senior Administrator,Victim Support,Not Specified,Not Specified,unknown,admin_service,2026-07-30.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-30,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,admin_service,2026-07-30.xlsx,area_not_found_in_geo_lookup
2026-07-30,6996d07d-dfa8-4872-ab3c-d675c2a4932e,Financial Services Administrator,AWD online,Yateley,Hampshire,unknown,admin_service,2026-07-30.xlsx,area_not_found_in_geo_lookup
2026-07-31,5147b38b-5c8c-4ae3-b9e9-0ca76544741b,Site Administrator,Pontoon,Aberfeldy,Perthshire,unknown,admin_service,2026-07-31.xlsx,area_not_found_in_geo_lookup
2026-07-31,4a28c277-bce9-4aa1-9ac1-6953f248f19c,Recruitment Administrator,Pertemps Scotland Temps,Gourock,Renfrewshire,unknown,admin_service,2026-07-31.xlsx,area_not_found_in_geo_lookup
2026-07-31,a8194cdb-67de-467f-a91e-2d11796cc06c,Administrator,Pertemps Plymouth Commercial,Looe,Cornwall,unknown,admin_service,2026-07-31.xlsx,area_not_found_in_geo_lookup
2026-07-31,1573016,Finance Administrator,Not For Profit People,Not Specified,Not Specified,unknown,admin_service,2026-07-31.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-31,1551368,Receptionist,Not For Profit People,Not Specified,Not Specified,unknown,admin_service,2026-07-31.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-31,1599044,Senior Administrator,Victim Support,Not Specified,Not Specified,unknown,admin_service,2026-07-31.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-31,6996d07d-dfa8-4872-ab3c-d675c2a4932e,Financial Services Administrator,AWD online,Yateley,Hampshire,unknown,admin_service,2026-07-31.xlsx,area_not_found_in_geo_lookup
2026-07-02,2043175,Member Services Officer,Apple Recruitment,Not Specified,Not Specified,unknown,customer_service_contact_centre,2026-07-02.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-03,2043175,Member Services Officer,Apple Recruitment,Not Specified,Not Specified,unknown,customer_service_contact_centre,2026-07-03.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-04,2043175,Member Services Officer,Apple Recruitment,Not Specified,Not Specified,unknown,customer_service_contact_centre,2026-07-04.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-05,2043175,Member Services Officer,Apple Recruitment,Not Specified,Not Specified,unknown,customer_service_contact_centre,2026-07-05.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-06,2043175,Member Services Officer,Apple Recruitment,Not Specified,Not Specified,unknown,customer_service_contact_centre,2026-07-06.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-07,2043175,Member Services Officer,Apple Recruitment,Not Specified,Not Specified,unknown,customer_service_contact_centre,2026-07-07.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-16,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,customer_service_contact_centre,2026-07-16.xlsx,area_not_found_in_geo_lookup
2026-07-17,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,customer_service_contact_centre,2026-07-17.xlsx,area_not_found_in_geo_lookup
2026-07-18,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,customer_service_contact_centre,2026-07-18.xlsx,area_not_found_in_geo_lookup
2026-07-19,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,customer_service_contact_centre,2026-07-19.xlsx,area_not_found_in_geo_lookup
2026-07-20,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,customer_service_contact_centre,2026-07-20.xlsx,area_not_found_in_geo_lookup
2026-07-21,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,customer_service_contact_centre,2026-07-21.xlsx,area_not_found_in_geo_lookup
2026-07-22,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,customer_service_contact_centre,2026-07-22.xlsx,area_not_found_in_geo_lookup
2026-07-23,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,customer_service_contact_centre,2026-07-23.xlsx,area_not_found_in_geo_lookup
2026-07-24,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,customer_service_contact_centre,2026-07-24.xlsx,area_not_found_in_geo_lookup
2026-07-25,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,customer_service_contact_centre,2026-07-25.xlsx,area_not_found_in_geo_lookup
2026-07-26,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,customer_service_contact_centre,2026-07-26.xlsx,area_not_found_in_geo_lookup
2026-07-27,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,customer_service_contact_centre,2026-07-27.xlsx,area_not_found_in_geo_lookup
2026-07-28,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,customer_service_contact_centre,2026-07-28.xlsx,area_not_found_in_geo_lookup
2026-07-29,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,customer_service_contact_centre,2026-07-29.xlsx,area_not_found_in_geo_lookup
2026-07-30,d7e748b4-b368-4cf0-a8b4-cb3e5b600466,Customer Service Administrator,March Recruitment,West Molesey,Surrey,unknown,customer_service_contact_centre,2026-07-30.xlsx,area_not_found_in_geo_lookup
2026-07-02,2042875,Finance Administrator (Newry),Honeycomb Jobs Ltd,Not Specified,Not Specified,unknown,finance_accounts,2026-07-02.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-03,2042875,Finance Administrator (Newry),Honeycomb Jobs Ltd,Not Specified,Not Specified,unknown,finance_accounts,2026-07-03.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-04,2042875,Finance Administrator (Newry),Honeycomb Jobs Ltd,Not Specified,Not Specified,unknown,finance_accounts,2026-07-04.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-05,2042875,Finance Administrator (Newry),Honeycomb Jobs Ltd,Not Specified,Not Specified,unknown,finance_accounts,2026-07-05.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-25,1573016,Finance Administrator,Not For Profit People,Not Specified,Not Specified,unknown,finance_accounts,2026-07-25.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-26,1573016,Finance Administrator,Not For Profit People,Not Specified,Not Specified,unknown,finance_accounts,2026-07-26.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-27,1573016,Finance Administrator,Not For Profit People,Not Specified,Not Specified,unknown,finance_accounts,2026-07-27.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-28,1573016,Finance Administrator,Not For Profit People,Not Specified,Not Specified,unknown,finance_accounts,2026-07-28.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-29,1573016,Finance Administrator,Not For Profit People,Not Specified,Not Specified,unknown,finance_accounts,2026-07-29.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-30,1573016,Finance Administrator,Not For Profit People,Not Specified,Not Specified,unknown,finance_accounts,2026-07-30.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-31,1573016,Finance Administrator,Not For Profit People,Not Specified,Not Specified,unknown,finance_accounts,2026-07-31.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-01,328115,Residential Support Worker,Compass Community,Eastwood,Nottinghamshire,unknown,support_worker,2026-07-01.xlsx,area_not_found_in_geo_lookup
2026-07-01,8e432c07-4627-45c7-b080-e13974f8aa98,Care Assistant - Bank - Care Home,Barchester Healthcare,Heckmondwike,Yorkshire,unknown,support_worker,2026-07-01.xlsx,area_not_found_in_geo_lookup
2026-07-01,21f6799e-3b33-4611-a828-950b83bf3e96,Part Time Support Worker,Cygnet Healthcare,Newnham,Gloucestershire,unknown,support_worker,2026-07-01.xlsx,area_not_found_in_geo_lookup
2026-07-01,d7275659-7ca6-4d3a-a1ee-1a6ad0b9684e,Children Residential Support Worker,Reed,Not Specified,Cumbria,unknown,support_worker,2026-07-01.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-01,dba9cd30-53dc-49c9-912b-5e950c00fc2e,Children Residential Support Worker,OUTREACH STAFFING SOLUTIONS LTD,Not Specified,Yorkshire,unknown,support_worker,2026-07-01.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-01,107499616,Children's Residential Support Worker,SCR Recruitment Services,Not Specified,Cambridgeshire,unknown,support_worker,2026-07-01.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-01,107446132,Complex Care Assistant,Superior Healthcare,Not Specified,Not Specified,unknown,support_worker,2026-07-01.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-01,328127,Family Support Worker,Barnardos,Not Specified,Gwent,unknown,support_worker,2026-07-01.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-01,54b5d627-ac87-402c-9503-aacb9a08abc6,Female Extra Care Support Worker,Creative Support Ltd,Not Specified,Lancashire,unknown,support_worker,2026-07-01.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-02,328115,Residential Support Worker,Compass Community,Eastwood,Nottinghamshire,unknown,support_worker,2026-07-02.xlsx,area_not_found_in_geo_lookup
2026-07-02,8e432c07-4627-45c7-b080-e13974f8aa98,Care Assistant - Bank - Care Home,Barchester Healthcare,Heckmondwike,Yorkshire,unknown,support_worker,2026-07-02.xlsx,area_not_found_in_geo_lookup
2026-07-02,107608901,Recovery Worker,Waythrough,Middlewich,Cheshire,unknown,support_worker,2026-07-02.xlsx,area_not_found_in_geo_lookup
2026-07-02,26035_20800_REF12939L,Care Assistant,MiHomecare Limited,Newcastle Emlyn,Cardiganshire,unknown,support_worker,2026-07-02.xlsx,area_not_found_in_geo_lookup
2026-07-02,2044855,Care Assistant,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-02.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-02,26035_20800_REF12374Z,Care Assistant,London Care Limited,Not Specified,England,unknown,support_worker,2026-07-02.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-02,26035_20800_REF12971L,Care Assistant,Comfort Call Limited,Not Specified,Sunderland,unknown,support_worker,2026-07-02.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-02,d7275659-7ca6-4d3a-a1ee-1a6ad0b9684e,Children Residential Support Worker,Reed,Not Specified,Cumbria,unknown,support_worker,2026-07-02.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-02,dba9cd30-53dc-49c9-912b-5e950c00fc2e,Children Residential Support Worker,OUTREACH STAFFING SOLUTIONS LTD,Not Specified,Yorkshire,unknown,support_worker,2026-07-02.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-02,107499616,Children's Residential Support Worker,SCR Recruitment Services,Not Specified,Cambridgeshire,unknown,support_worker,2026-07-02.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-02,107446132,Complex Care Assistant,Superior Healthcare,Not Specified,Not Specified,unknown,support_worker,2026-07-02.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-02,328127,Family Support Worker,Barnardos,Not Specified,Gwent,unknown,support_worker,2026-07-02.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-02,54b5d627-ac87-402c-9503-aacb9a08abc6,Female Extra Care Support Worker,Creative Support Ltd,Not Specified,Lancashire,unknown,support_worker,2026-07-02.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-02,2044857,Support Worker,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-02.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-02,26035_20800_REF12977O,Care Assistant,North East Community Care Limited,Turriff,Aberdeenshire,unknown,support_worker,2026-07-02.xlsx,area_not_found_in_geo_lookup
2026-07-02,26035_20800_REF4480E,Care Assistant,Advance Healthcare Limited,Willenhall,West Midlands,unknown,support_worker,2026-07-02.xlsx,area_not_found_in_geo_lookup
2026-07-03,328115,Residential Support Worker,Compass Community,Eastwood,Nottinghamshire,unknown,support_worker,2026-07-03.xlsx,area_not_found_in_geo_lookup
2026-07-03,107608901,Recovery Worker,Waythrough,Middlewich,Cheshire,unknown,support_worker,2026-07-03.xlsx,area_not_found_in_geo_lookup
2026-07-03,107617202,Care Assistant,City & County Healthcare,Newcastle Emlyn,Cardiganshire,unknown,support_worker,2026-07-03.xlsx,area_not_found_in_geo_lookup
2026-07-03,26035_20800_REF12939L,Care Assistant,MiHomecare Limited,Newcastle Emlyn,Cardiganshire,unknown,support_worker,2026-07-03.xlsx,area_not_found_in_geo_lookup
2026-07-03,2044855,Care Assistant,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-03.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-03,26035_20800_REF12374Z,Care Assistant,London Care Limited,Not Specified,England,unknown,support_worker,2026-07-03.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-03,26035_20800_REF12971L,Care Assistant,Comfort Call Limited,Not Specified,Sunderland,unknown,support_worker,2026-07-03.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-03,107499616,Children's Residential Support Worker,SCR Recruitment Services,Not Specified,Cambridgeshire,unknown,support_worker,2026-07-03.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-03,107446132,Complex Care Assistant,Superior Healthcare,Not Specified,Not Specified,unknown,support_worker,2026-07-03.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-03,328127,Family Support Worker,Barnardos,Not Specified,Gwent,unknown,support_worker,2026-07-03.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-03,107609702,Support Worker,HRC Recruitment,Not Specified,Lanarkshire,unknown,support_worker,2026-07-03.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-03,2044857,Support Worker,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-03.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-03,26035_20800_REF12977O,Care Assistant,North East Community Care Limited,Turriff,Aberdeenshire,unknown,support_worker,2026-07-03.xlsx,area_not_found_in_geo_lookup
2026-07-03,26035_20800_REF4480E,Care Assistant,Advance Healthcare Limited,Willenhall,West Midlands,unknown,support_worker,2026-07-03.xlsx,area_not_found_in_geo_lookup
2026-07-04,328115,Residential Support Worker,Compass Community,Eastwood,Nottinghamshire,unknown,support_worker,2026-07-04.xlsx,area_not_found_in_geo_lookup
2026-07-04,107608901,Recovery Worker,Waythrough,Middlewich,Cheshire,unknown,support_worker,2026-07-04.xlsx,area_not_found_in_geo_lookup
2026-07-04,26035_20800_REF12939L,Care Assistant,MiHomecare Limited,Newcastle Emlyn,Cardiganshire,unknown,support_worker,2026-07-04.xlsx,area_not_found_in_geo_lookup
2026-07-04,107616939,Care Assistant,City & County Healthcare,Not Specified,Not Specified,unknown,support_worker,2026-07-04.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-04,2044855,Care Assistant,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-04.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-04,26035_20800_REF12374Z,Care Assistant,London Care Limited,Not Specified,England,unknown,support_worker,2026-07-04.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-04,26035_20800_REF12971L,Care Assistant,Comfort Call Limited,Not Specified,Sunderland,unknown,support_worker,2026-07-04.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-04,107499616,Children's Residential Support Worker,SCR Recruitment Services,Not Specified,Cambridgeshire,unknown,support_worker,2026-07-04.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-04,107446132,Complex Care Assistant,Superior Healthcare,Not Specified,Not Specified,unknown,support_worker,2026-07-04.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-04,328127,Family Support Worker,Barnardos,Not Specified,Gwent,unknown,support_worker,2026-07-04.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-04,2044857,Support Worker,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-04.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-04,26035_20800_REF12977O,Care Assistant,North East Community Care Limited,Turriff,Aberdeenshire,unknown,support_worker,2026-07-04.xlsx,area_not_found_in_geo_lookup
2026-07-04,26035_20800_REF4480E,Care Assistant,Advance Healthcare Limited,Willenhall,West Midlands,unknown,support_worker,2026-07-04.xlsx,area_not_found_in_geo_lookup
2026-07-05,328115,Residential Support Worker,Compass Community,Eastwood,Nottinghamshire,unknown,support_worker,2026-07-05.xlsx,area_not_found_in_geo_lookup
2026-07-05,107608901,Recovery Worker,Waythrough,Middlewich,Cheshire,unknown,support_worker,2026-07-05.xlsx,area_not_found_in_geo_lookup
2026-07-05,107617202,Care Assistant,City & County Healthcare,Newcastle Emlyn,Cardiganshire,unknown,support_worker,2026-07-05.xlsx,area_not_found_in_geo_lookup
2026-07-05,26035_20800_REF12939L,Care Assistant,MiHomecare Limited,Newcastle Emlyn,Cardiganshire,unknown,support_worker,2026-07-05.xlsx,area_not_found_in_geo_lookup
2026-07-05,2044855,Care Assistant,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-05.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-05,26035_20800_REF12374Z,Care Assistant,London Care Limited,Not Specified,England,unknown,support_worker,2026-07-05.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-05,26035_20800_REF12971L,Care Assistant,Comfort Call Limited,Not Specified,Sunderland,unknown,support_worker,2026-07-05.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-05,107499616,Children's Residential Support Worker,SCR Recruitment Services,Not Specified,Cambridgeshire,unknown,support_worker,2026-07-05.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-05,107446132,Complex Care Assistant,Superior Healthcare,Not Specified,Not Specified,unknown,support_worker,2026-07-05.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-05,328127,Family Support Worker,Barnardos,Not Specified,Gwent,unknown,support_worker,2026-07-05.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-05,2044857,Support Worker,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-05.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-05,26035_20800_REF12977O,Care Assistant,North East Community Care Limited,Turriff,Aberdeenshire,unknown,support_worker,2026-07-05.xlsx,area_not_found_in_geo_lookup
2026-07-05,26035_20800_REF4480E,Care Assistant,Advance Healthcare Limited,Willenhall,West Midlands,unknown,support_worker,2026-07-05.xlsx,area_not_found_in_geo_lookup
2026-07-06,107608901,Recovery Worker,Waythrough,Middlewich,Cheshire,unknown,support_worker,2026-07-06.xlsx,area_not_found_in_geo_lookup
2026-07-06,107617202,Care Assistant,City & County Healthcare,Newcastle Emlyn,Cardiganshire,unknown,support_worker,2026-07-06.xlsx,area_not_found_in_geo_lookup
2026-07-06,26035_20800_REF12939L,Care Assistant,MiHomecare Limited,Newcastle Emlyn,Cardiganshire,unknown,support_worker,2026-07-06.xlsx,area_not_found_in_geo_lookup
2026-07-06,2044855,Care Assistant,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-06.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-06,26035_20800_REF12374Z,Care Assistant,London Care Limited,Not Specified,England,unknown,support_worker,2026-07-06.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-06,26035_20800_REF12971L,Care Assistant,Comfort Call Limited,Not Specified,Sunderland,unknown,support_worker,2026-07-06.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-06,107499616,Children's Residential Support Worker,SCR Recruitment Services,Not Specified,Cambridgeshire,unknown,support_worker,2026-07-06.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-06,107446132,Complex Care Assistant,Superior Healthcare,Not Specified,Not Specified,unknown,support_worker,2026-07-06.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-06,2044857,Support Worker,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-06.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-06,26035_20800_REF12977O,Care Assistant,North East Community Care Limited,Turriff,Aberdeenshire,unknown,support_worker,2026-07-06.xlsx,area_not_found_in_geo_lookup
2026-07-06,26035_20800_REF4480E,Care Assistant,Advance Healthcare Limited,Willenhall,West Midlands,unknown,support_worker,2026-07-06.xlsx,area_not_found_in_geo_lookup
2026-07-07,107608901,Recovery Worker,Waythrough,Middlewich,Cheshire,unknown,support_worker,2026-07-07.xlsx,area_not_found_in_geo_lookup
2026-07-07,2044855,Care Assistant,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-07.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-07,107499616,Children's Residential Support Worker,SCR Recruitment Services,Not Specified,Cambridgeshire,unknown,support_worker,2026-07-07.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-07,107446132,Complex Care Assistant,Superior Healthcare,Not Specified,Not Specified,unknown,support_worker,2026-07-07.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-07,2044857,Support Worker,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-07.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-08,107643776,Autism Practitioners (Support Workers),Scottish Autism,Biggar,Lanarkshire,unknown,support_worker,2026-07-08.xlsx,area_not_found_in_geo_lookup
2026-07-08,107608901,Recovery Worker,Waythrough,Middlewich,Cheshire,unknown,support_worker,2026-07-08.xlsx,area_not_found_in_geo_lookup
2026-07-08,2044855,Care Assistant,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-08.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-08,107499616,Children's Residential Support Worker,SCR Recruitment Services,Not Specified,Cambridgeshire,unknown,support_worker,2026-07-08.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-08,107446132,Complex Care Assistant,Superior Healthcare,Not Specified,Not Specified,unknown,support_worker,2026-07-08.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-08,1402261963,"Hearing Care Assistant, Cumbria",Leightons Opticians & Hearing Care,Not Specified,Cumbria,unknown,support_worker,2026-07-08.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-08,2044857,Support Worker,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-08.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-09,107643776,Autism Practitioners (Support Workers),Scottish Autism,Biggar,Lanarkshire,unknown,support_worker,2026-07-09.xlsx,area_not_found_in_geo_lookup
2026-07-09,107608901,Recovery Worker,Waythrough,Middlewich,Cheshire,unknown,support_worker,2026-07-09.xlsx,area_not_found_in_geo_lookup
2026-07-09,2044855,Care Assistant,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-09.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-09,107499616,Children's Residential Support Worker,SCR Recruitment Services,Not Specified,Cambridgeshire,unknown,support_worker,2026-07-09.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-09,107446132,Complex Care Assistant,Superior Healthcare,Not Specified,Not Specified,unknown,support_worker,2026-07-09.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-09,1402261963,"Hearing Care Assistant, Cumbria",Leightons Opticians & Hearing Care,Not Specified,Cumbria,unknown,support_worker,2026-07-09.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-09,2044857,Support Worker,MPA Recruitment,Not Specified,Not Specified,unknown,support_worker,2026-07-09.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-09,107645720,Support Worker,B Independent Support Limited,Walton On The Naze,Essex,unknown,support_worker,2026-07-09.xlsx,area_not_found_in_geo_lookup
2026-07-10,b3644000-5d12-4c7b-841c-fa1e134ec9ff,Community Care Assistant,Avon Search & Selection Ltd,Abergele,Clwyd,unknown,support_worker,2026-07-10.xlsx,area_not_found_in_geo_lookup
2026-07-10,107643776,Autism Practitioners (Support Workers),Scottish Autism,Biggar,Lanarkshire,unknown,support_worker,2026-07-10.xlsx,area_not_found_in_geo_lookup
2026-07-10,107656486,Support Worker,Active Care Group,Kilbirnie,Ayrshire,unknown,support_worker,2026-07-10.xlsx,area_not_found_in_geo_lookup
2026-07-10,107608901,Recovery Worker,Waythrough,Middlewich,Cheshire,unknown,support_worker,2026-07-10.xlsx,area_not_found_in_geo_lookup
2026-07-10,107499616,Children's Residential Support Worker,SCR Recruitment Services,Not Specified,Cambridgeshire,unknown,support_worker,2026-07-10.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-10,107446132,Complex Care Assistant,Superior Healthcare,Not Specified,Not Specified,unknown,support_worker,2026-07-10.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-10,1402261963,"Hearing Care Assistant, Cumbria",Leightons Opticians & Hearing Care,Not Specified,Cumbria,unknown,support_worker,2026-07-10.xlsx,area_unusable_and_location_not_auto_fallback
2026-07-10,107645720,Support Worker,B Independent Support Limited,Walton On The Naze,Essex,unknown,support_worker,2026-07-10.xlsx,area_not_found_in_geo_lookup
2026-07-11,b3644000-5d12-4c7b-841c-fa1e134ec9ff,Community Care Assistant,Avon Search & Selection Ltd,Abergele,Clwyd,unknown,support_worker,2026-07-11.xlsx,area_not_found_in_geo_lookup
2026-07-11,107643776,Autism Practitioners (Support Workers),Scottish Autism,Biggar,Lanarkshire,unknown,support_worker,2026-07-11.xlsx,area_not_found_in_geo_lookup
2026-07-11,107656486,Support Worker,Active Care Group,Kilbirnie,Ayrshire,unknown,support_worker,2026-07-11.xlsx,area_not_found_in_geo_lookup
2026-07-11,107608901,Recovery Worker,Waythrough,Middlewich,Cheshire,unknown,support_worker,2026-07-11.xlsx,area_not_found_in_geo_lookup
