month,date,region,region_scope,category,daily_job_count
2026-08,2026-08-15,Caerphilly,lookup_region,admin_service,0
2026-08,2026-08-16,Caerphilly,lookup_region,admin_service,0
2026-08,2026-08-17,Caerphilly,lookup_region,admin_service,0
2026-08,2026-08-01,Cambridgeshire,lookup_region,admin_service,0
2026-08,2026-08-02,Cambridgeshire,lookup_region,admin_service,0
2026-08,2026-08-03,Cambridgeshire,lookup_region,admin_service,0
2026-08,2026-08-04,Cambridgeshire,lookup_region,admin_service,0
2026-08,2026-08-05,Cambridgeshire,lookup_region,admin_service,0
2026-08,2026-08-06,Cambridgeshire,lookup_region,admin_service,0
2026-08,2026-08-07,Cambridgeshire,lookup_region,admin_service,0
2026-08,2026-08-08,Cambridgeshire,lookup_region,admin_service,0
2026-08,2026-08-09,Cambridgeshire,lookup_region,admin_service,0
2026-08,2026-08-10,Cambridgeshire,lookup_region,admin_service,0
2026-08,2026-08-11,Cambridgeshire,lookup_region,admin_service,10
2026-08,2026-08-12,Cambridgeshire,lookup_region,admin_service,11
2026-08,2026-08-14,Cambridgeshire,lookup_region,admin_service,10
2026-08,2026-08-15,Cambridgeshire,lookup_region,admin_service,10
2026-08,2026-08-16,Cambridgeshire,lookup_region,admin_service,10
2026-08,2026-08-17,Cambridgeshire,lookup_region,admin_service,10
2026-08,2026-08-01,Cheshire - East,lookup_region,admin_service,0
2026-08,2026-08-02,Cheshire - East,lookup_region,admin_service,0
2026-08,2026-08-03,Cheshire - East,lookup_region,admin_service,0
2026-08,2026-08-04,Cheshire - East,lookup_region,admin_service,0
2026-08,2026-08-05,Cheshire - East,lookup_region,admin_service,0
2026-08,2026-08-06,Cheshire - East,lookup_region,admin_service,0
2026-08,2026-08-07,Cheshire - East,lookup_region,admin_service,0
2026-08,2026-08-08,Cheshire - East,lookup_region,admin_service,0
2026-08,2026-08-09,Cheshire - East,lookup_region,admin_service,0
2026-08,2026-08-10,Cheshire - East,lookup_region,admin_service,0
2026-08,2026-08-11,Cheshire - East,lookup_region,admin_service,2
2026-08,2026-08-12,Cheshire - East,lookup_region,admin_service,2
2026-08,2026-08-14,Cheshire - East,lookup_region,admin_service,3
2026-08,2026-08-15,Cheshire - East,lookup_region,admin_service,3
2026-08,2026-08-16,Cheshire - East,lookup_region,admin_service,2
2026-08,2026-08-17,Cheshire - East,lookup_region,admin_service,3
2026-08,2026-08-01,Cheshire - Warrington & Halton,lookup_region,admin_service,1
2026-08,2026-08-02,Cheshire - Warrington & Halton,lookup_region,admin_service,1
2026-08,2026-08-03,Cheshire - Warrington & Halton,lookup_region,admin_service,1
2026-08,2026-08-04,Cheshire - Warrington & Halton,lookup_region,admin_service,1
2026-08,2026-08-05,Cheshire - Warrington & Halton,lookup_region,admin_service,2
2026-08,2026-08-06,Cheshire - Warrington & Halton,lookup_region,admin_service,2
2026-08,2026-08-07,Cheshire - Warrington & Halton,lookup_region,admin_service,4
2026-08,2026-08-08,Cheshire - Warrington & Halton,lookup_region,admin_service,4
2026-08,2026-08-09,Cheshire - Warrington & Halton,lookup_region,admin_service,4
2026-08,2026-08-10,Cheshire - Warrington & Halton,lookup_region,admin_service,4
2026-08,2026-08-11,Cheshire - Warrington & Halton,lookup_region,admin_service,4
2026-08,2026-08-12,Cheshire - Warrington & Halton,lookup_region,admin_service,3
2026-08,2026-08-14,Cheshire - Warrington & Halton,lookup_region,admin_service,4
2026-08,2026-08-15,Cheshire - Warrington & Halton,lookup_region,admin_service,3
2026-08,2026-08-16,Cheshire - Warrington & Halton,lookup_region,admin_service,3
2026-08,2026-08-17,Cheshire - Warrington & Halton,lookup_region,admin_service,3
2026-08,2026-08-01,Cheshire - West,lookup_region,admin_service,2
2026-08,2026-08-02,Cheshire - West,lookup_region,admin_service,2
2026-08,2026-08-03,Cheshire - West,lookup_region,admin_service,2
2026-08,2026-08-04,Cheshire - West,lookup_region,admin_service,2
2026-08,2026-08-05,Cheshire - West,lookup_region,admin_service,2
2026-08,2026-08-06,Cheshire - West,lookup_region,admin_service,2
2026-08,2026-08-07,Cheshire - West,lookup_region,admin_service,2
2026-08,2026-08-08,Cheshire - West,lookup_region,admin_service,2
2026-08,2026-08-09,Cheshire - West,lookup_region,admin_service,2
2026-08,2026-08-10,Cheshire - West,lookup_region,admin_service,2
2026-08,2026-08-11,Cheshire - West,lookup_region,admin_service,2
2026-08,2026-08-12,Cheshire - West,lookup_region,admin_service,2
2026-08,2026-08-14,Cheshire - West,lookup_region,admin_service,2
2026-08,2026-08-15,Cheshire - West,lookup_region,admin_service,2
2026-08,2026-08-16,Cheshire - West,lookup_region,admin_service,2
2026-08,2026-08-17,Cheshire - West,lookup_region,admin_service,3
2026-08,2026-08-01,Cornwall,lookup_region,admin_service,2
2026-08,2026-08-02,Cornwall,lookup_region,admin_service,2
2026-08,2026-08-03,Cornwall,lookup_region,admin_service,2
2026-08,2026-08-04,Cornwall,lookup_region,admin_service,2
2026-08,2026-08-05,Cornwall,lookup_region,admin_service,2
2026-08,2026-08-06,Cornwall,lookup_region,admin_service,3
2026-08,2026-08-07,Cornwall,lookup_region,admin_service,4
2026-08,2026-08-08,Cornwall,lookup_region,admin_service,4
2026-08,2026-08-09,Cornwall,lookup_region,admin_service,4
2026-08,2026-08-10,Cornwall,lookup_region,admin_service,3
2026-08,2026-08-11,Cornwall,lookup_region,admin_service,1
2026-08,2026-08-12,Cornwall,lookup_region,admin_service,1
2026-08,2026-08-14,Cornwall,lookup_region,admin_service,1
2026-08,2026-08-15,Cornwall,lookup_region,admin_service,1
2026-08,2026-08-16,Cornwall,lookup_region,admin_service,1
2026-08,2026-08-17,Cornwall,lookup_region,admin_service,1
2026-08,2026-08-01,Cumbria - North,lookup_region,admin_service,1
2026-08,2026-08-02,Cumbria - North,lookup_region,admin_service,0
2026-08,2026-08-03,Cumbria - North,lookup_region,admin_service,0
2026-08,2026-08-04,Cumbria - North,lookup_region,admin_service,0
2026-08,2026-08-05,Cumbria - North,lookup_region,admin_service,0
2026-08,2026-08-06,Cumbria - North,lookup_region,admin_service,0
2026-08,2026-08-07,Cumbria - North,lookup_region,admin_service,0
2026-08,2026-08-08,Cumbria - North,lookup_region,admin_service,0
2026-08,2026-08-09,Cumbria - North,lookup_region,admin_service,0
2026-08,2026-08-10,Cumbria - North,lookup_region,admin_service,0
2026-08,2026-08-11,Cumbria - North,lookup_region,admin_service,1
2026-08,2026-08-12,Cumbria - North,lookup_region,admin_service,1
2026-08,2026-08-14,Cumbria - North,lookup_region,admin_service,1
2026-08,2026-08-15,Cumbria - North,lookup_region,admin_service,1
2026-08,2026-08-16,Cumbria - North,lookup_region,admin_service,1
2026-08,2026-08-17,Cumbria - North,lookup_region,admin_service,1
2026-08,2026-08-01,Cumbria - South,lookup_region,admin_service,0
2026-08,2026-08-02,Cumbria - South,lookup_region,admin_service,0
2026-08,2026-08-03,Cumbria - South,lookup_region,admin_service,0
2026-08,2026-08-04,Cumbria - South,lookup_region,admin_service,0
2026-08,2026-08-05,Cumbria - South,lookup_region,admin_service,0
2026-08,2026-08-06,Cumbria - South,lookup_region,admin_service,0
2026-08,2026-08-07,Cumbria - South,lookup_region,admin_service,0
2026-08,2026-08-08,Cumbria - South,lookup_region,admin_service,0
2026-08,2026-08-09,Cumbria - South,lookup_region,admin_service,0
2026-08,2026-08-10,Cumbria - South,lookup_region,admin_service,0
2026-08,2026-08-11,Cumbria - South,lookup_region,admin_service,1
2026-08,2026-08-12,Cumbria - South,lookup_region,admin_service,1
2026-08,2026-08-14,Cumbria - South,lookup_region,admin_service,1
2026-08,2026-08-15,Cumbria - South,lookup_region,admin_service,1
2026-08,2026-08-16,Cumbria - South,lookup_region,admin_service,1
2026-08,2026-08-17,Cumbria - South,lookup_region,admin_service,1
2026-08,2026-08-01,Derbyshire,lookup_region,admin_service,0
2026-08,2026-08-02,Derbyshire,lookup_region,admin_service,0
2026-08,2026-08-03,Derbyshire,lookup_region,admin_service,0
2026-08,2026-08-04,Derbyshire,lookup_region,admin_service,0
2026-08,2026-08-05,Derbyshire,lookup_region,admin_service,0
2026-08,2026-08-06,Derbyshire,lookup_region,admin_service,0
2026-08,2026-08-07,Derbyshire,lookup_region,admin_service,0
2026-08,2026-08-08,Derbyshire,lookup_region,admin_service,0
2026-08,2026-08-09,Derbyshire,lookup_region,admin_service,0
2026-08,2026-08-10,Derbyshire,lookup_region,admin_service,0
2026-08,2026-08-11,Derbyshire,lookup_region,admin_service,2
2026-08,2026-08-12,Derbyshire,lookup_region,admin_service,2
2026-08,2026-08-14,Derbyshire,lookup_region,admin_service,3
2026-08,2026-08-15,Derbyshire,lookup_region,admin_service,3
2026-08,2026-08-16,Derbyshire,lookup_region,admin_service,3
2026-08,2026-08-17,Derbyshire,lookup_region,admin_service,3
2026-08,2026-08-01,Devon,lookup_region,admin_service,2
2026-08,2026-08-02,Devon,lookup_region,admin_service,2
2026-08,2026-08-03,Devon,lookup_region,admin_service,2
2026-08,2026-08-04,Devon,lookup_region,admin_service,2
2026-08,2026-08-05,Devon,lookup_region,admin_service,2
2026-08,2026-08-06,Devon,lookup_region,admin_service,2
2026-08,2026-08-07,Devon,lookup_region,admin_service,2
2026-08,2026-08-08,Devon,lookup_region,admin_service,2
2026-08,2026-08-09,Devon,lookup_region,admin_service,2
2026-08,2026-08-10,Devon,lookup_region,admin_service,2
2026-08,2026-08-11,Devon,lookup_region,admin_service,8
2026-08,2026-08-12,Devon,lookup_region,admin_service,9
2026-08,2026-08-14,Devon,lookup_region,admin_service,10
2026-08,2026-08-15,Devon,lookup_region,admin_service,11
2026-08,2026-08-16,Devon,lookup_region,admin_service,10
2026-08,2026-08-17,Devon,lookup_region,admin_service,10
2026-08,2026-08-01,Dorset,lookup_region,admin_service,2
2026-08,2026-08-02,Dorset,lookup_region,admin_service,2
2026-08,2026-08-03,Dorset,lookup_region,admin_service,2
2026-08,2026-08-04,Dorset,lookup_region,admin_service,2
2026-08,2026-08-05,Dorset,lookup_region,admin_service,2
2026-08,2026-08-06,Dorset,lookup_region,admin_service,2
2026-08,2026-08-07,Dorset,lookup_region,admin_service,4
2026-08,2026-08-08,Dorset,lookup_region,admin_service,4
2026-08,2026-08-09,Dorset,lookup_region,admin_service,4
2026-08,2026-08-10,Dorset,lookup_region,admin_service,4
2026-08,2026-08-11,Dorset,lookup_region,admin_service,9
2026-08,2026-08-12,Dorset,lookup_region,admin_service,8
2026-08,2026-08-14,Dorset,lookup_region,admin_service,7
2026-08,2026-08-15,Dorset,lookup_region,admin_service,5
2026-08,2026-08-16,Dorset,lookup_region,admin_service,5
2026-08,2026-08-17,Dorset,lookup_region,admin_service,5
2026-08,2026-08-01,East Midlands,lookup_region,admin_service,1
2026-08,2026-08-02,East Midlands,lookup_region,admin_service,1
2026-08,2026-08-03,East Midlands,lookup_region,admin_service,1
2026-08,2026-08-04,East Midlands,lookup_region,admin_service,1
2026-08,2026-08-05,East Midlands,lookup_region,admin_service,1
2026-08,2026-08-06,East Midlands,lookup_region,admin_service,1
2026-08,2026-08-07,East Midlands,lookup_region,admin_service,2
2026-08,2026-08-08,East Midlands,lookup_region,admin_service,2
2026-08,2026-08-09,East Midlands,lookup_region,admin_service,2
2026-08,2026-08-10,East Midlands,lookup_region,admin_service,2
2026-08,2026-08-11,East Midlands,lookup_region,admin_service,3
2026-08,2026-08-12,East Midlands,lookup_region,admin_service,3
2026-08,2026-08-14,East Midlands,lookup_region,admin_service,3
2026-08,2026-08-15,East Midlands,lookup_region,admin_service,3
2026-08,2026-08-16,East Midlands,lookup_region,admin_service,3
2026-08,2026-08-17,East Midlands,lookup_region,admin_service,2
2026-08,2026-08-01,Essex,lookup_region,admin_service,0
2026-08,2026-08-02,Essex,lookup_region,admin_service,0
2026-08,2026-08-03,Essex,lookup_region,admin_service,0
2026-08,2026-08-04,Essex,lookup_region,admin_service,0
2026-08,2026-08-05,Essex,lookup_region,admin_service,0
2026-08,2026-08-06,Essex,lookup_region,admin_service,0
2026-08,2026-08-07,Essex,lookup_region,admin_service,0
2026-08,2026-08-08,Essex,lookup_region,admin_service,0
2026-08,2026-08-09,Essex,lookup_region,admin_service,0
2026-08,2026-08-10,Essex,lookup_region,admin_service,0
2026-08,2026-08-11,Essex,lookup_region,admin_service,12
2026-08,2026-08-12,Essex,lookup_region,admin_service,13
2026-08,2026-08-14,Essex,lookup_region,admin_service,14
2026-08,2026-08-15,Essex,lookup_region,admin_service,15
2026-08,2026-08-16,Essex,lookup_region,admin_service,15
2026-08,2026-08-17,Essex,lookup_region,admin_service,16
2026-08,2026-08-01,Gloucestershire,lookup_region,admin_service,4
2026-08,2026-08-02,Gloucestershire,lookup_region,admin_service,4
2026-08,2026-08-03,Gloucestershire,lookup_region,admin_service,4
2026-08,2026-08-04,Gloucestershire,lookup_region,admin_service,4
2026-08,2026-08-05,Gloucestershire,lookup_region,admin_service,4
2026-08,2026-08-06,Gloucestershire,lookup_region,admin_service,4
2026-08,2026-08-07,Gloucestershire,lookup_region,admin_service,4
2026-08,2026-08-08,Gloucestershire,lookup_region,admin_service,4
2026-08,2026-08-09,Gloucestershire,lookup_region,admin_service,4
2026-08,2026-08-10,Gloucestershire,lookup_region,admin_service,4
2026-08,2026-08-11,Gloucestershire,lookup_region,admin_service,9
2026-08,2026-08-12,Gloucestershire,lookup_region,admin_service,9
2026-08,2026-08-14,Gloucestershire,lookup_region,admin_service,9
2026-08,2026-08-15,Gloucestershire,lookup_region,admin_service,10
2026-08,2026-08-16,Gloucestershire,lookup_region,admin_service,10
2026-08,2026-08-17,Gloucestershire,lookup_region,admin_service,10
2026-08,2026-08-01,Greater Manchester - Manchester & Salford,lookup_region,admin_service,1
2026-08,2026-08-02,Greater Manchester - Manchester & Salford,lookup_region,admin_service,1
2026-08,2026-08-03,Greater Manchester - Manchester & Salford,lookup_region,admin_service,1
2026-08,2026-08-04,Greater Manchester - Manchester & Salford,lookup_region,admin_service,1
2026-08,2026-08-05,Greater Manchester - Manchester & Salford,lookup_region,admin_service,3
2026-08,2026-08-06,Greater Manchester - Manchester & Salford,lookup_region,admin_service,3
2026-08,2026-08-07,Greater Manchester - Manchester & Salford,lookup_region,admin_service,4
2026-08,2026-08-08,Greater Manchester - Manchester & Salford,lookup_region,admin_service,4
2026-08,2026-08-09,Greater Manchester - Manchester & Salford,lookup_region,admin_service,4
2026-08,2026-08-10,Greater Manchester - Manchester & Salford,lookup_region,admin_service,4
2026-08,2026-08-11,Greater Manchester - Manchester & Salford,lookup_region,admin_service,20
2026-08,2026-08-12,Greater Manchester - Manchester & Salford,lookup_region,admin_service,20
2026-08,2026-08-14,Greater Manchester - Manchester & Salford,lookup_region,admin_service,17
2026-08,2026-08-15,Greater Manchester - Manchester & Salford,lookup_region,admin_service,17
2026-08,2026-08-16,Greater Manchester - Manchester & Salford,lookup_region,admin_service,18
2026-08,2026-08-17,Greater Manchester - Manchester & Salford,lookup_region,admin_service,18
2026-08,2026-08-01,Greater Manchester - North,lookup_region,admin_service,2
2026-08,2026-08-02,Greater Manchester - North,lookup_region,admin_service,2
2026-08,2026-08-03,Greater Manchester - North,lookup_region,admin_service,2
2026-08,2026-08-04,Greater Manchester - North,lookup_region,admin_service,2
2026-08,2026-08-05,Greater Manchester - North,lookup_region,admin_service,2
2026-08,2026-08-06,Greater Manchester - North,lookup_region,admin_service,2
2026-08,2026-08-07,Greater Manchester - North,lookup_region,admin_service,2
2026-08,2026-08-08,Greater Manchester - North,lookup_region,admin_service,2
2026-08,2026-08-09,Greater Manchester - North,lookup_region,admin_service,2
2026-08,2026-08-10,Greater Manchester - North,lookup_region,admin_service,2
2026-08,2026-08-11,Greater Manchester - North,lookup_region,admin_service,4
2026-08,2026-08-12,Greater Manchester - North,lookup_region,admin_service,5
2026-08,2026-08-14,Greater Manchester - North,lookup_region,admin_service,5
2026-08,2026-08-15,Greater Manchester - North,lookup_region,admin_service,5
2026-08,2026-08-16,Greater Manchester - North,lookup_region,admin_service,5
2026-08,2026-08-17,Greater Manchester - North,lookup_region,admin_service,5
2026-08,2026-08-01,Greater Manchester - South,lookup_region,admin_service,1
2026-08,2026-08-02,Greater Manchester - South,lookup_region,admin_service,1
2026-08,2026-08-03,Greater Manchester - South,lookup_region,admin_service,1
2026-08,2026-08-04,Greater Manchester - South,lookup_region,admin_service,1
2026-08,2026-08-05,Greater Manchester - South,lookup_region,admin_service,1
2026-08,2026-08-06,Greater Manchester - South,lookup_region,admin_service,1
2026-08,2026-08-07,Greater Manchester - South,lookup_region,admin_service,1
2026-08,2026-08-08,Greater Manchester - South,lookup_region,admin_service,1
2026-08,2026-08-09,Greater Manchester - South,lookup_region,admin_service,1
2026-08,2026-08-10,Greater Manchester - South,lookup_region,admin_service,1
2026-08,2026-08-11,Greater Manchester - South,lookup_region,admin_service,5
2026-08,2026-08-12,Greater Manchester - South,lookup_region,admin_service,5
2026-08,2026-08-14,Greater Manchester - South,lookup_region,admin_service,3
2026-08,2026-08-15,Greater Manchester - South,lookup_region,admin_service,3
2026-08,2026-08-16,Greater Manchester - South,lookup_region,admin_service,3
2026-08,2026-08-17,Greater Manchester - South,lookup_region,admin_service,3
2026-08,2026-08-01,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,0
2026-08,2026-08-02,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,0
2026-08,2026-08-03,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,0
2026-08,2026-08-04,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,0
2026-08,2026-08-05,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,0
2026-08,2026-08-06,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,0
2026-08,2026-08-07,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,2
2026-08,2026-08-08,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,2
2026-08,2026-08-09,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,2
2026-08,2026-08-10,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,2
2026-08,2026-08-11,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,4
2026-08,2026-08-12,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,4
2026-08,2026-08-14,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,4
2026-08,2026-08-15,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,3
2026-08,2026-08-16,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,3
2026-08,2026-08-17,Greater Manchester - Wigan & Bolton,lookup_region,admin_service,3
2026-08,2026-08-01,Hampshire,lookup_region,admin_service,5
2026-08,2026-08-02,Hampshire,lookup_region,admin_service,5
2026-08,2026-08-03,Hampshire,lookup_region,admin_service,5
2026-08,2026-08-04,Hampshire,lookup_region,admin_service,5
2026-08,2026-08-05,Hampshire,lookup_region,admin_service,6
2026-08,2026-08-06,Hampshire,lookup_region,admin_service,7
2026-08,2026-08-07,Hampshire,lookup_region,admin_service,11
2026-08,2026-08-08,Hampshire,lookup_region,admin_service,9
2026-08,2026-08-09,Hampshire,lookup_region,admin_service,8
2026-08,2026-08-10,Hampshire,lookup_region,admin_service,9
2026-08,2026-08-11,Hampshire,lookup_region,admin_service,22
2026-08,2026-08-12,Hampshire,lookup_region,admin_service,22
2026-08,2026-08-14,Hampshire,lookup_region,admin_service,20
2026-08,2026-08-15,Hampshire,lookup_region,admin_service,20
2026-08,2026-08-16,Hampshire,lookup_region,admin_service,20
2026-08,2026-08-17,Hampshire,lookup_region,admin_service,22
2026-08,2026-08-01,Herefordshire,lookup_region,admin_service,2
2026-08,2026-08-02,Herefordshire,lookup_region,admin_service,2
2026-08,2026-08-03,Herefordshire,lookup_region,admin_service,2
2026-08,2026-08-04,Herefordshire,lookup_region,admin_service,2
2026-08,2026-08-05,Herefordshire,lookup_region,admin_service,1
2026-08,2026-08-06,Herefordshire,lookup_region,admin_service,1
2026-08,2026-08-07,Herefordshire,lookup_region,admin_service,1
2026-08,2026-08-08,Herefordshire,lookup_region,admin_service,1
2026-08,2026-08-09,Herefordshire,lookup_region,admin_service,1
2026-08,2026-08-10,Herefordshire,lookup_region,admin_service,1
2026-08,2026-08-11,Herefordshire,lookup_region,admin_service,1
2026-08,2026-08-12,Herefordshire,lookup_region,admin_service,1
2026-08,2026-08-14,Herefordshire,lookup_region,admin_service,1
2026-08,2026-08-15,Herefordshire,lookup_region,admin_service,1
2026-08,2026-08-16,Herefordshire,lookup_region,admin_service,1
2026-08,2026-08-17,Herefordshire,lookup_region,admin_service,1
2026-08,2026-08-01,Hertfordshire,lookup_region,admin_service,0
2026-08,2026-08-02,Hertfordshire,lookup_region,admin_service,0
2026-08,2026-08-03,Hertfordshire,lookup_region,admin_service,0
2026-08,2026-08-04,Hertfordshire,lookup_region,admin_service,0
2026-08,2026-08-05,Hertfordshire,lookup_region,admin_service,0
2026-08,2026-08-06,Hertfordshire,lookup_region,admin_service,0
2026-08,2026-08-07,Hertfordshire,lookup_region,admin_service,1
2026-08,2026-08-08,Hertfordshire,lookup_region,admin_service,1
2026-08,2026-08-09,Hertfordshire,lookup_region,admin_service,1
2026-08,2026-08-10,Hertfordshire,lookup_region,admin_service,1
2026-08,2026-08-11,Hertfordshire,lookup_region,admin_service,7
2026-08,2026-08-12,Hertfordshire,lookup_region,admin_service,7
2026-08,2026-08-14,Hertfordshire,lookup_region,admin_service,6
2026-08,2026-08-15,Hertfordshire,lookup_region,admin_service,6
2026-08,2026-08-16,Hertfordshire,lookup_region,admin_service,6
2026-08,2026-08-17,Hertfordshire,lookup_region,admin_service,7
2026-08,2026-08-01,Kent,lookup_region,admin_service,3
2026-08,2026-08-02,Kent,lookup_region,admin_service,3
2026-08,2026-08-03,Kent,lookup_region,admin_service,3
2026-08,2026-08-04,Kent,lookup_region,admin_service,3
2026-08,2026-08-05,Kent,lookup_region,admin_service,2
2026-08,2026-08-06,Kent,lookup_region,admin_service,2
2026-08,2026-08-07,Kent,lookup_region,admin_service,3
2026-08,2026-08-08,Kent,lookup_region,admin_service,2
2026-08,2026-08-09,Kent,lookup_region,admin_service,2
2026-08,2026-08-10,Kent,lookup_region,admin_service,2
2026-08,2026-08-11,Kent,lookup_region,admin_service,18
2026-08,2026-08-12,Kent,lookup_region,admin_service,20
2026-08,2026-08-14,Kent,lookup_region,admin_service,16
2026-08,2026-08-15,Kent,lookup_region,admin_service,14
2026-08,2026-08-16,Kent,lookup_region,admin_service,15
2026-08,2026-08-17,Kent,lookup_region,admin_service,16
2026-08,2026-08-01,Lancashire - Blackpool & Fylde,lookup_region,admin_service,0
2026-08,2026-08-02,Lancashire - Blackpool & Fylde,lookup_region,admin_service,0
