location_id,canonical_location,canonical_region,latitude,longitude,coordinate_method,coordinate_source,status,active,priority,reason,evidence_reference,approval_status,approved_by,approved_date,approval_notes
LOC0001,Ellon,Aberdeenshire,57.36405,-2.07313,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2650086,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0002,Inverurie,Aberdeenshire,57.28446,-2.37736,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2646073,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0003,Stonehaven,Aberdeenshire,56.96365,-2.21177,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2636814,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0004,Westhill,Aberdeenshire,57.15263,-2.27966,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=6640068,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0005,Arlesey,Bedfordshire,52.00713,-0.26565,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2657073,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0006,Barton-le-clay,Bedfordshire,51.96598,-0.42731,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2656212,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0007,Bedford,Bedfordshire,52.13459,-0.46632,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=2656046,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0008,Biggleswade,Bedfordshire,52.08652,-0.26493,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2655689,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0009,Dunstable,Bedfordshire,51.88571,-0.52288,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2650657,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0010,Henlow,Bedfordshire,52.03021,-0.28599,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2647097,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0011,Leighton Buzzard,Bedfordshire,51.91722,-0.65802,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2644652,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0012,Luton,Bedfordshire,51.87967,-0.41748,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=2643339,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0013,Potton,Bedfordshire,52.12911,-0.21561,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2639964,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0014,Sandy,Bedfordshire,52.12927,-0.28925,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=2638530,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0015,Shefford,Bedfordshire,52.03870,-0.33399,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2638074,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0016,Ascot,Berkshire,51.41082,-0.67480,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2656992,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0017,Bracknell,Berkshire,51.41363,-0.75054,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2655009,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0018,Crowthorne,Berkshire,51.37027,-0.79219,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2651831,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0019,Hungerford,Berkshire,51.46571,-0.81815,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=13281746,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0020,Maidenhead,Berkshire,51.52279,-0.71986,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2643186,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0021,Newbury,Berkshire,51.40148,-1.32471,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=2641689,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0022,Pangbourne,Berkshire,51.48370,-1.08519,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2640654,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0023,Reading,Berkshire,51.45625,-0.97113,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2639577,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0024,Slough,Berkshire,51.50949,-0.59541,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=2637627,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0025,Thatcham,Berkshire,51.40366,-1.26049,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2636049,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0026,Windsor,Berkshire,51.48333,-0.60000,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=2633842,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0027,Wokingham,Berkshire,51.41120,-0.83565,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2633708,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0028,Bath,Bristol & Bath,51.37510,-2.36172,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2656173,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0029,Bristol,Bristol & Bath,51.45523,-2.59665,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2654675,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0030,Congresbury,Bristol & Bath,51.37135,-2.81018,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2652463,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0031,Keynsham,Bristol & Bath,51.41387,-2.49780,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2645733,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0032,Portishead,Bristol & Bath,51.48199,-2.76973,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2640037,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0033,Yate,Bristol & Bath,51.54074,-2.41839,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2633406,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0034,Yatton,Bristol & Bath,51.38839,-2.82353,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=2633404,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0035,Amersham,Buckinghamshire,51.66667,-0.61667,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2657356,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0036,Aylesbury,Buckinghamshire,51.81665,-0.81458,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2656719,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0037,Beaconsfield,Buckinghamshire,51.61219,-0.64732,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2656120,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0038,Botolph Claydon,Buckinghamshire,51.91431,-0.93577,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2655127,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0039,Bourne End,Buckinghamshire,51.74582,-0.52258,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=2655096,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0040,Buckingham,Buckinghamshire,51.99968,-0.98779,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2654410,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0041,Chesham,Buckinghamshire,51.70000,-0.60000,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=2653235,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0042,Gerrards Cross,Buckinghamshire,51.58610,-0.55543,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=6620444,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0043,High Wycombe,Buckinghamshire,51.62907,-0.74934,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2646914,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0044,Iver,Buckinghamshire,51.50000,-0.50000,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2645990,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0045,Marlow,Buckinghamshire,51.56933,-0.77415,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2643003,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0046,Milton Keynes,Buckinghamshire,52.04172,-0.75583,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2642465,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0047,Newport Pagnell,Buckinghamshire,52.08731,-0.72218,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2641591,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0048,Newton Longville,Buckinghamshire,51.97600,-0.76595,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2641545,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0049,Olney,Buckinghamshire,52.15345,-0.70201,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2640972,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0050,Princes Risborough,Buckinghamshire,51.72549,-0.83144,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2639888,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0051,Blackwood,Caerphilly,51.66778,-3.20750,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=3345317,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0052,Hengoed,Caerphilly,51.65083,-3.23167,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=2647108,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0053,Cambridge,Cambridgeshire,52.20000,0.11667,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=2653941,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0054,Chatteris,Cambridgeshire,52.45624,0.05236,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2653298,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0055,Eaton Ford,Cambridgeshire,52.22987,-0.28466,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=13272219,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0056,Ely,Cambridgeshire,52.39964,0.26196,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=2650023,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0057,Huntingdon,Cambridgeshire,52.33049,-0.18651,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2646393,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0058,March,Cambridgeshire,52.55131,0.08828,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2643071,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0059,Peterborough,Cambridgeshire,52.57364,-0.24777,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2640354,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0060,St. Ives,Cambridgeshire,50.20861,-5.48750,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2638778,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0061,St. Neots,Cambridgeshire,52.21667,-0.26667,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2638717,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0062,Wisbech,Cambridgeshire,52.66622,0.15938,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2633771,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0063,Ammanford,Carmarthenshire,51.79279,-3.98833,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2657345,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0064,Ferryside,Carmarthenshire,51.76784,-4.36900,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2649512,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0065,Guernsey,Channel Islands,,,NO_DEFENSIBLE_COORDINATE,,REVIEW,FALSE,1,No exact populated-place match found; requires manual coordinate review,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0066,Jersey,Channel Islands,,,NO_DEFENSIBLE_COORDINATE,,REVIEW,FALSE,1,No exact populated-place match found; requires manual coordinate review,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0067,St. Peter Port,Channel Islands,,,NO_DEFENSIBLE_COORDINATE,,REVIEW,FALSE,1,No exact populated-place match found; requires manual coordinate review,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0068,Alderley Edge,Cheshire - East,53.30393,-2.23773,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2657546,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0069,Alsager,Cheshire - East,53.09617,-2.30649,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2657430,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0070,Congleton,Cheshire - East,53.16314,-2.21253,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2652464,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0071,Crewe,Cheshire - East,53.09787,-2.44161,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2652002,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0072,Knutsford,Cheshire - East,53.30289,-2.37482,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2645093,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0073,Macclesfield,Cheshire - East,53.26023,-2.12564,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2643266,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0074,Nantwich,Cheshire - East,53.06878,-2.52051,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2641892,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0075,Prestbury,Cheshire - East,53.28333,-2.15000,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=2639925,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0076,Wilmslow,Cheshire - East,53.32803,-2.23148,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2633883,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0077,Lymm,Cheshire - Warrington & Halton,53.38105,-2.47763,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2643309,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0078,Runcorn,Cheshire - Warrington & Halton,53.34174,-2.73124,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2638960,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0079,Warrington,Cheshire - Warrington & Halton,53.39254,-2.58024,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=2634739,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0080,Widnes,Cheshire - Warrington & Halton,53.36180,-2.73406,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2633954,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0081,Woolston,Cheshire - Warrington & Halton,53.39909,-2.54119,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=11776733,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0082,Chester,Cheshire - West,53.19050,-2.89189,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2653228,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0083,Ellesmere Port,Cheshire - West,53.27875,-2.90134,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2650096,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0084,Frodsham,Cheshire - West,53.29485,-2.72745,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2649029,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0085,Northwich,Cheshire - West,53.25882,-2.52025,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2641224,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0086,Tarporley,Cheshire - West,53.15918,-2.66867,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2636209,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0087,Winsford,Cheshire - West,53.19146,-2.52398,GEONAMES_NAME_REGION_DISAMBIGUATED,GeoNames GB extract 2026-09-05; geoname_id=2633810,REVIEW,FALSE,1,Repeated UK place name resolved against canonical Ontap region; verify before approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0088,Alloa,Clackmannanshire,56.11586,-3.78997,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2657471,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0089,Bodmin,Cornwall,50.47151,-4.72430,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2655273,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0090,Bude,Cornwall,50.82435,-4.54130,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2654380,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0091,Camborne,Cornwall,50.21306,-5.29731,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2653945,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0092,Camelford,Cornwall,50.62185,-4.67963,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2653927,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0093,Delabole,Cornwall,50.62347,-4.73190,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2651404,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0094,Falmouth,Cornwall,50.15441,-5.07113,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2649715,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0095,Hayle,Cornwall,50.18392,-5.42137,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2647258,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0096,Helston,Cornwall,50.10319,-5.27045,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2647143,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0097,Launceston,Cornwall,50.63699,-4.36006,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2644811,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0098,Liskeard,Cornwall,50.45450,-4.46517,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2644409,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0099,Newquay,Cornwall,50.41557,-5.07319,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2641589,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0100,Penzance,Cornwall,50.11861,-5.53715,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2640377,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0101,Redruth,Cornwall,50.23315,-5.22434,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2639524,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC0102,Saltash,Cornwall,50.40959,-4.22514,GEONAMES_EXACT_NAME,GeoNames GB extract 2026-09-05; geoname_id=2638651,REVIEW,FALSE,2,Single exact UK populated-place match for canonical geo area,pipeline/geo/geo_lookup.xlsx,PENDING,,,
