location_id,canonical_location,canonical_region,latitude,longitude,coordinate_method,coordinate_source,status,active,priority,reason,evidence_reference,approval_status,approved_by,approved_date,approval_notes
LOC1341,Shepherds Bush,London,51.50500,-0.22110,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2638043,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1342,Shirley,London,51.37762,-0.04961,GEONAMES_GLA_LOCALITY_ADDITION,GeoNames GB extract 2026-09-05; geoname_id=2637935,REVIEW,FALSE,1,Greater London populated-place locality absent from existing Ontap geo lookup; review before approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1343,Shooters Hill,London,51.46920,0.06697,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2637920,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1344,Shoreditch,London,51.52509,-0.07695,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2637918,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1345,Shortlands,London,51.39914,0.00440,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=10793747,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1346,Sidcup,London,51.42619,0.10360,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2637861,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1347,Silvertown,London,51.50343,0.03669,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2637825,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1348,Single Street,London,51.32066,0.05772,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=10377777,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1349,Sipson,London,51.48982,-0.45600,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=13266170,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1350,Slade Green,London,51.46722,0.19110,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2637678,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1351,Snaresbrook,London,51.58432,0.01923,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2637595,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1352,Soho,London,51.51440,-0.13535,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=6545173,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1353,South Acton,London,51.50661,-0.27739,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12047948,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1354,South Bank,London,51.50249,-0.11579,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=6545251,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1355,South Bermondsey,London,51.48812,-0.05828,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=6692465,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1356,South Camberwell,London,51.46318,-0.08353,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048085,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1357,South Croydon,London,51.36217,-0.09421,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=6690862,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1358,South Hackney,London,51.54042,-0.04610,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=6690988,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1359,South Hampstead,London,51.54327,-0.18389,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=8299557,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1360,South Harefield,London,51.58975,-0.48046,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12264266,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1361,South Hornchurch,London,51.52351,0.18005,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048018,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1362,South Kensington,London,51.49437,-0.17321,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2637395,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1363,South Lambeth,London,51.47785,-0.12351,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=6690822,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1364,South Norwood,London,51.39944,-0.07469,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2637357,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1365,South Richmond,London,51.45752,-0.29266,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048239,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1366,South Ruislip,London,51.55518,-0.40867,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048027,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1367,South Street,London,51.30085,0.05257,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12261759,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1368,South Tottenham,London,51.57778,-0.07651,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=13275435,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1369,South Twickenham,London,51.44038,-0.33857,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048356,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1370,South West London,London,51.45668,-0.23518,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=6692463,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1371,South Wimbledon,London,51.41959,-0.19365,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=6691840,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1372,South Woodford,London,51.59231,0.02253,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=6696365,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1373,Southall,London,51.50896,-0.37130,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2637490,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1374,Southall Broadway,London,51.50929,-0.38342,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12047954,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1375,Southall Green,London,51.50001,-0.38995,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048004,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1376,Southborough,London,51.38063,-0.30646,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=13267868,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1377,Southbury,London,51.65299,-0.06095,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048109,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1378,Southend,London,51.42936,-0.01120,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=13267867,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1379,Southfield,London,51.50003,-0.26161,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12047921,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1380,Southfields,London,51.44531,-0.20415,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=6941032,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1381,Southgate,London,51.61667,-0.10000,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2637418,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1382,Southgate Green,London,51.61878,-0.12656,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048282,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1383,Southwark,London,51.50000,-0.08333,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2637299,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1384,Spitalfields,London,51.52020,-0.07436,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2637221,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1385,Spitalfields and Banglatown,London,51.51903,-0.07166,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048397,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1386,Spring Park,London,51.37231,-0.03463,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=13272209,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1387,Springfield,London,51.57063,-0.06082,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048315,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1388,Squirrel's Heath,London,51.58263,0.21249,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12047998,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1389,St George in the East,London,51.50900,-0.05870,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=13266349,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1390,St James's,London,51.50730,-0.13982,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=6615507,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1391,St John's Wood,London,51.52991,-0.17467,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2638768,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1392,St Luke's,London,51.52568,-0.09637,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=13269180,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1393,St Mary Cray,London,51.38333,0.11667,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2638739,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1394,St Paul's,London,51.51466,-0.09832,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=11550783,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1395,St Paul's Cray,London,51.40460,0.10393,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=13267615,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1396,St. Andrew's,London,51.55979,0.21747,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12047996,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1397,St. Ann's,London,51.58215,-0.09032,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048409,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1398,St. Charles,London,51.52194,-0.21955,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048383,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1399,St. Dunstan's and Stepney Green,London,51.51700,-0.04341,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048433,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1400,St. George's,London,51.55580,-0.12812,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048302,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1401,St. Helier,London,51.38223,-0.18341,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048353,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1402,St. James,London,51.39326,-0.25645,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048429,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1403,St. Katharine's and Wapping,London,51.50674,-0.06406,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048284,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1404,St. Leonard's,London,51.42983,-0.13350,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048042,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1405,St. Margarets and North Twickenham,London,51.45535,-0.32987,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048370,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1406,St. Mark's,London,51.39605,-0.30169,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12047916,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1407,St. Mary's,London,51.43960,0.14641,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048134,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1408,St. Mary's Park,London,51.47375,-0.17361,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048256,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1409,St. Michael's,London,51.47051,0.11843,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048092,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1410,St. Pancras and Somers Town,London,51.53532,-0.13030,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048079,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1411,St. Peter's,London,51.53535,-0.09725,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048398,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1412,Stamford Hill,London,51.56872,-0.07334,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=11669854,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1413,Stanley,London,51.48613,-0.17651,GEONAMES_GLA_LOCALITY_ADDITION,GeoNames GB extract 2026-09-05; geoname_id=12048272,REVIEW,FALSE,1,Greater London populated-place locality absent from existing Ontap geo lookup; review before approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1414,Stanmore,London,51.61667,-0.31667,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2637063,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1415,Stanmore Park,London,51.61813,-0.32480,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048043,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1416,Staples Corner,London,51.57125,-0.22795,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=13264917,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1417,Stepney,London,51.51750,-0.04292,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2636948,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1418,Stockwell,London,51.47395,-0.11682,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=6690823,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1419,Stoke Newington,London,51.56246,-0.07401,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2636843,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1420,Stoke Newington Central,London,51.55761,-0.07426,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048400,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1421,Stonebridge,London,51.54201,-0.26687,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048056,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1422,Stonecot,London,51.37880,-0.21007,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048223,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1423,Strand on the Green,London,51.48692,-0.28211,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=13266372,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1424,Stratford,London,51.53333,0.00000,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2636714,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1425,Stratford and New Town,London,51.53997,-0.00606,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048332,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1426,Strawberry Hill,London,51.43991,-0.34195,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2636677,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1427,Streatham,London,51.42897,-0.13184,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=2636675,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1428,Streatham Hill,London,51.44369,-0.12506,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=6691950,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1429,Streatham Park,London,51.42705,-0.14394,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=13272210,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1430,Streatham South,London,51.41738,-0.13038,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048077,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1431,Streatham Wells,London,51.42998,-0.12188,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048051,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
LOC1432,Stroud Green,London,51.57509,-0.11057,GEONAMES_EXACT_GLA_LOCALITY,GeoNames GB extract 2026-09-05; geoname_id=12048405,REVIEW,FALSE,2,Exact named locality within Greater London; pending approval,GeoNames GB extract 2026-09-05; pipeline/geo/geo_lookup.xlsx,PENDING,,,
