market,display_reference,title,decision,reason,salary_bucket,jobg8_classification,description_excerpt
Bristol & Bath,107771069,Payroll Administrator,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Accounting,"Payroll Administrator (Part-Time)<br><br><p><strong>Bradley Stoke, Bristol</strong><br><strong>2-3 Days Per Week (Mondays & Tuesdays Required)</strong><br><strong>Flexible Working Hours</strong></p><p>Omnia Resourcing is a growing recruitment agency based in Bradley Stoke. We're on the lookout or an organised and detail-focused <strong>Payroll Administrator</strong> to join our friendly team click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?Dw9iAXzSqBach1%2budBj9bWrFz%2bkbijPQk"" width=""0"" height=""0"" />"
Bristol & Bath,107786307,Road Logistics Sales Account Manager,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,Sales & Marketing,"<p><b>Job description:</b></p><p>Are you passionate about sales and looking to make a real impact in the world of logistics? Were seeking a dynamic Freight Account Manager to join our market-leading International Road Logistics team. If you're driven to win new business, deliver exceptional service, and help our clients thrive, we want to hear from you! Apply now to take your career to the next level with a compan click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?io0x8AEcaIMlnW%2fcCCtisyfmrB40cNxXo"" width=""0"" height=""0"" />"
Bristol & Bath,107759589,Finance Analyst- 12 Month Fixed Term Contract,OUT_SPECIALIST,specialist/senior title boundary,£25k–£30k,Banking & Financial Services,"<p><strong>Finance Analyst Bristol 12 months- Fixed Term Contract Salary £28,000- £30,000</strong></p><p>The Finance Analyst is responsible for all product costings in our ERP system, support the wider finance team by monitoring and reporting on our monthly P&L cost of goods (COGs), ensuring product costings are accurate and COGs are correctly allocated by customer & production work order click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?iZmgAWfngDwj88liEiiMTn3FQmnbQXqnf"" width=""0"" height=""0"" />"
Bristol & Bath,1807542,Finance Manager Part time,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,Banking & Financial Services,"<p><strong>Salary: </strong>£40,000-£45,000 FTE, depending on experience (pro rata) <strong>Hours: </strong>22.5 hrs/week (3 days) <strong>Location: </strong>Vassall Centre, Bristol - hybrid working</p> <p><strong>Are you a finance professional who wants more than a seat at the table - you want to help build it? Carers Support Bristol & South Gloucestershire is looking for a part-time Finance Manager to lead its financial systems, controls and reporting, with genuine autonomy to shape how finance is done.</strong></p> <p>This is a rare opportunity to properly build a finance function from a position of real trust. Reporting to the Chief Executive, you'll pair every report with clear, practic"
Bristol & Bath,1807488,Director of Finance & Operations (Maternity Cover),OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,Executive Positions,"<p><strong>Help transform healthcare for patients across Bristol, Weston and beyond</strong></p> <p>At Bristol & Weston Hospitals Charity, we do great things for everyone. From first breaths to final goodbyes, our work touches over 1.75 million patients across our hospitals. Together with our supporters, NHS colleagues and partners, we fund projects that bring comfort, hope and innovation to patients and their families.</p> <p>We're looking for an experienced and strategic finance leader to join our Senior Management Team during an exciting period of delivery and growth following our recent merger with Southmead Hospital Charity.</p> <p>This is a rare opportunity to use your expertise to hel"
Bristol & Bath,107830644,Finance Assistant,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Banking & Financial Services,"<p><strong>Finance Assistant Bristol Hybrid Working £25,000-£27,000</strong></p><p>Are you a recent graduate looking for a role where you'll actually be trusted with real responsibility from day one? This is your chance to join the Accounts team of a well established and highly respected law firm in Bristol, in a role built for someone with drive, curiosity and a sharp eye for detail rather than years of experience click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?bZCSDJyF3N5OffwaFjgpuN8l55bGLiNWq"" width=""0"" height=""0"" />"
Bristol & Bath,107861474,Key Account Manager,OUT_SPECIALIST,specialist/senior title boundary,£25k–£30k,Sales & Marketing,"<p>Do you have excellent and proven customer service experience? <br /><br />Days: Monday to Friday 8am - 5pm (early finish on a Friday)<br />Location: Bristol <br />Immediate start<br />Shift: Full Time<br />Permanent Position<br /><br />JDR is recruiting for a Key Account Manager with excellent Customer Service skills to work in a Manufacturing and distribution environment in South Bristol click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?wTAUM266l6drdGw0Q7vjFq5oZrbVL3Wkh"" width=""0"" height=""0"" />"
Bristol & Bath,107851338,Customer Solutions Account Manager (9-12 month FTC/Secondment),OUT_SPECIALIST,specialist/senior title boundary,£30k–£40k,Sales & Marketing,"<b>Description</b><br><br>Motability Operations are currently recruiting for a Customer Solutions Account Manager to join our team in Bristol on a 9-12 month FTC/Secondment. As a team you will manage complex and unplanned events for customers that fall outside the standard Motability Operations guidelines. Your role would combine customer service, resolving complaints and dealing with complex queries click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?1tcg6Aj2zaxFq3pzRsApEu5fkOZ1EBi9b"" width=""0"" height=""0"" />"
Bristol & Bath,107803535,Purchase Ledger Assistant,LIKELY_IN,family title is a strong inclusion signal,£30k–£40k,Accounting,"SRT Marine Systems plc (SRT) is a market leader in the domain of international marine surveillance technology and systems. We are a respected, established, and an ambitious multi-national company headquartered in the UK with a global customer base.<br><br>The company has a worldwide impact in the marine sector by leading the next generation of maritime domain awareness technologies ""MDA"", ""AToN<br/><p>JBG81_UKTJ</p> click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?vAYWCB8ag%2fheFvJMk42uLoaUgzIX2q8ui"" width=""0"" height=""0"" />"
Bristol & Bath,107730104,Independent Financial Adviser,BORDERLINE,description-led family signal needs advert review,missing/unknown,Banking & Financial Services,"<p><strong>Independent Financial Adviser Employed or Self-Employed Aztec West, Bristol Full-Time or Part-Time </strong><strong>Salary depends on experience and level of existing client retention.</strong></p><p>Are you a passionate, experienced Financial Adviser ready to take your career to the next level? Our client is a directly authorised, family-run IFA firm based in Aztec West, Bristol, seeking a dedicated professional to join click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?mDcEDJmYTbzVQmYeB7nTmdOSqh2kEi7Bt"" width=""0"" height=""0"" />"
Bristol & Bath,107764497,Finance Administrator,LIKELY_IN,family title is a strong inclusion signal,£30k–£40k,Banking & Financial Services,"<p><b>Financial Planning Administrator Hybrid Working</b></p><p><b>Salary: Up to £40,000 + Bonus + Excellent Benefits</b></p><p><b>Location: Bristol (Hybrid)</b></p><p>An excellent opportunity has arisen for an experienced Financial Planning Administrator to join a highly regarded and growing financial planning firm based in Bristol click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?MQiKzVwZdh3B18SnC97hXxlXUaCm7KKIu"" width=""0"" height=""0"" />"
Bristol & Bath,107902175,Field Sales Account Manager,OUT_SALARY,"annualised salary exceeds £45,000",">£45,000 OUT",Sales & Marketing,"<p><strong>FIELD SALES ACCOUNT MANAGER - BATHROOM & INTERIORS SECTOR</strong><br /> Field-Based South & East Wales, Shropshire, Herefordshire, Gloucestershire & Bristol<br /><strong>£40,000 £50,000 Basic + £10,000 OTE + Company Car</strong></p><p><strong>THE CLIENT</strong><br /> Our client is a well-established, growing manufacturer within the KBB (Kitchens, Bathrooms & Bedrooms) sector with their own brands and product ranges, they're a genuine name in one of the most click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?iZmgAWfngDzF2bsBkq6Ojud5IQG9%2fPbHf"" width=""0"" height=""0"" />"
Shropshire,23643_225475092,Accounts Assistant,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Accounting,"<p>We are currently representing a fantastic client who is actively seeking a diligent and experienced Accounts Assistant to join their established finance department. Our client is looking for a capable professional who can hit the ground running, take ownership of the day-to-day transactional finance duties, and ensure the smooth running of the accounts function.</p> <p>If you have a solid background in finance and are looking for a stable, fast-paced role within a supportive and growing business, this is an excellent opportunity to make a valued impact.</p> <p>Key Responsibilities</p> <ul> <li> <p><strong>Ledger Management:</strong> Take full ownership of both the purchase and sales ledge"
Shropshire,107800648,Part-Time Accounts Assistant,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Accounting,"<p><b>Part-Time Accounts Assistant</b></p><p><b>Shrewsbury</b></p><p><b>Permanent</b></p><p><b>Working hours 24.75 hours per week(flexible)</b></p><p><b>Salary - £27,000 - £29,000 pro rata</b></p><p>Our successful, Shrewsbury based, client are looking for a Part-Time Accounts Assistant on a permanent basis. Reporting to the Accounts Team Leader, this is a varied role working within a small team in a busy environment click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?eq2PR%2bX5ctx0RAKPnKs2xOv1AnDfMvDnp"" width=""0"" height=""0"" />"
Shropshire,107805311,Finance Manager,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,Banking & Financial Services,"<p>SF Recruitment are delighted to be working with a growing SME based in Newport for a 3 to 6 month interim role. They are looking to recruit an experienced Management Accountant into the team to work closely with the Managing Director to ensure the smooth running of the finance function. <br> <br>This role will suit somebody Part Qualified / Qualified by Experience with siginificant experience within Manag click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?aIHQjUdXakNxXXpBDfDNAzDqR3dHzjOnr"" width=""0"" height=""0"" />"
Shropshire,107811564,Part-Time Finance Administrator,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Banking & Financial Services,"<p><b>Part-Time Finance Administrator</b></p><p><b>Telford</b></p><p><b>Permanent</b></p><p><b>Working hours 2 days per week 9am 5:30pm</b></p><p><b>Salary - £32,000 pro rata</b></p><p>We are working with a small, but well-established business who are looking for a part-time Finance Administrator. It will be a varied, bookkeeping type role click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?Yic9job4bS%2fFWy5QHQsdLulxJ9GHcav7c"" width=""0"" height=""0"" />"
Shropshire,107819872,Key Accounts Administrator,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Banking & Financial Services,"<p><b>Key Accounts Administrator</b></p><p><b>South Shropshire</b></p><p><b>Permanent</b></p><p><b>£28,000 - £30,000</b></p><p><b>MondayFriday, 9am - 5pm</b></p><p>Were looking for a Key Accounts Administrator to join a growing commercial business and play a central role in delivering an excellent customer experience. This is a varied, hands-on role that sits across customer service, sales support and operational coordination click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?d1vRzEYF65TdaoXDniTEHagrLYwz%2b2%2fjx"" width=""0"" height=""0"" />"
Shropshire,107800690,Credit Controller,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Accounting,"<p><b>Credit Controller</b></p><p><b>Telford</b></p><p><b>Temp to Perm</b></p><p><b>Working hours 9am 5:30pm</b></p><p><b>Salary up to £27,000</b></p><p>Prince Personnel is working with a well-established Telford business seeking a Credit Controller on a temp to perm basis.</p><p><b>You will be responsible for:</b></p><ul><li>Liaising with customers via telephone and email to resolve overdue accounts</li><li>Work with an assigned account base to maximise collection of monies owed</li><li>To maintain accurate click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?kjuUUj3TFp70Gg0uoyuSpLheePsv5bd4g"" width=""0"" height=""0"" />"
Shropshire,23643_225517133,Accounts Payable Assistant / Finance Administrator,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Administration,"<p><strong>Accounts Payable Assistant / Finance Administrator</strong></p><p><strong>Location:</strong> Telford (Office Based)<br> <strong>Hours:</strong> 30 hours per week, Monday to Friday <br> <strong>Contract:</strong> Temporary, 7 Months (August 2026 to March 2027)<br> <strong>Pay Rate:</strong> 13.81 per hour</p><p><strong>Join a Friendly and Supportive Finance Team</strong></p><p>We are looking for an organised and detail-focused Accounts Payable Assistant to join our busy Finance team based in Telford.</p><p>This role offers an excellent opportunity for someone with experience in Accounts Payable, Purchase Ledger, Finance Administration, Invoice Processing or a similar finance suppor"
Shropshire,107793081,Accounts Assistant,LIKELY_IN,family title is a strong inclusion signal,£30k–£40k,Accounting,"<p>We are currently recruiting for a Payroll & Administration Assistant to join a busy and friendly team. This is a varied role that combines payroll responsibilities with general office administration, making it ideal for someone who is organised, accurate and enjoys working in a fast-paced environment. <br> <br>The successful candidate will support the payroll function while assisting with day-to-day admin click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?aziU08XVyRHLfQAzZlpNWlAfKp%2bObWgSd"" width=""0"" height=""0"" />"
Shropshire,107746308,Purchase Ledger Clerk,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Accounting,"<p><b>Purchase Ledger Clerk</b></p><p><b>Near Telford</b></p><p><b>Temp to Perm</b></p><p><b>37.5 hours per week - 8.30am - 4.30pm Monday - Friday</b></p><p><b>Salary - £26,000 - £29,000 per annum</b></p><p>Prince Personnel are working with a great business who are based to the East of Telford. Reporting to the Finance Manager, the Purchase Ledger Clerk will support a small and busy finance team by processing purchase ledger transactions click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?aIHQjUdXakNZxUH6HE5httYWs6RRDJ7Er"" width=""0"" height=""0"" />"
Shropshire,107873291,Accounts/Credit Controller,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Accounting,"We are recruiting for an accounts person who has experience of credit control, this role is working 100% in the office <br /> <p><b>Responsibilities:</b></p><p> Credit control </p><p>Debtor insurance</p><p> Processing supplier invoices onto computer system </p><p> Sales ledger invoicing </p><p> Supplier & customer account opening </p><p> Supplier payment reconciliations & batch preparation </p><p> Processing purchase invoices inputting onto computer </p><p> Keying in sales inv click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?gZ0pd2TJz0IahJuLJgbauCnCZsRU6%2bx2s"" width=""0"" height=""0"" />"
Shropshire,107893348,Key Account Manager,OUT_SALARY,"annualised salary exceeds £45,000",">£45,000 OUT",Sales & Marketing,"<p><strong>Key Account Manager </strong></p><p><strong>3 days a week out on the road & 2 days at home </strong></p><p><strong>Covering Shropshire, Milton Keynes, Northampton & West Midlands </strong></p><p><strong>£45 - £50,000 + commission + Company Car </strong></p><p><strong>Overview</strong></p><p>My client is seeking a dynamic and results-driven Key Account Manager to join their team click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?mDcEDJmYTbyaQsUCOryygDPAfq%2fwjpQzt"" width=""0"" height=""0"" />"
Shropshire,107788046,Purchase Ledger Clerk,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Accounting,"<p><b>Purchase Ledger Clerk</b></p><p><b>Shrewsbury</b></p><p><b>Temporary - Ongoing</b></p><p><b>Full time 39.5 hours per week</b></p><p><b>£13.56 per hour</b></p><p>Our successful client based in Shrewsbury are looking for a Purchase Ledger Clerk on a temporary ongoing basis starting ASAP. It will be to support the finance team during the ERP go-live and stabilisation period click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?6WDmO0cNttrW%2b%2fZrw8I%2f8PGPxFtGFNU4a"" width=""0"" height=""0"" />"
Shropshire,107870220,Credit Controller,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Accounting,"<p><b>Credit Controller</b></p><p>We are currently recruiting for a permanent Credit Controller to join a well-established business based in Shropshire.</p><p>Reporting to the Finance Manager, this role will support the day-to-day running of the finance function, with a strong focus on credit control alongside wider accounts responsibilities click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?vAYWCB8ag%2fidlnpdI4ap8AmUw%2brpoE24i"" width=""0"" height=""0"" />"
Shropshire,107465443,Insurance Account Executive,OUT_SPECIALIST,specialist/senior title boundary,£30k–£40k,Insurance & Superannuation,"<p> <b> Insurance Account Executive </b> </p><p> <b> £35,000 - £40,000 Plus Commission </b> </p><p> <b> Telford </b> </p><p> <b> Permanent </b> </p><p> <b> Monday to Friday 9am to 5.30pm 37.5 hours per week </b> </p><p> An exciting opportunity has arisen for an experienced Account Executive to join a well-established and highly respected organisation operating within the insurance and financial services sector click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?kjuUUj3TFp62ryHVVOdJPr0eWRRLDvGjg"" width=""0"" height=""0"" />"
North East,107793764,Accounts Senior,OUT_SALARY,"annualised salary exceeds £45,000",">£45,000 OUT",Accounting,"Accountancy Practice Specialists Taylor Rose Recruitment have just been instructed on an Accounts Senior or Client Manager opportunity on behalf of our client, a forward thinking firm in Staffordshire.<br /><br />Ideal for a part or fully qualified individual working in practice looking for the next step up in their career.<br /><br />Will be working an impressive and varied portfolio of clients, including SMEs and OMBs click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?Y5CHIaMSKAxtPD4t%2fQ%2fw7kcIqgRwUMISv"" width=""0"" height=""0"" />"
North East,107776158,Finance Assistant,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Banking & Financial Services,"<p>Benefits</p><ul><li>Competitive Salary - £25,500 - £28,000 (DOE)</li><li>31 days Annual Leave (incl public holidays)</li><li>Full time, Permanent Position</li><li>Pension Scheme</li><li>Employee Assistance Programme</li><li>Health Cash Back Plan</li><li>Cost Price Tutoring</li><li>Casual Dress Code</li><li>Progression Opportunities</li><li>Fun and Friendly Atmosphere<br /></li></ul><p>National Learning Group is looking for a confident and organised Finance Assistant to take ownership of cash collection and click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?aziU08XVyRHuBrUkgjYAlysxdUpv6ckDd"" width=""0"" height=""0"" />"
North East,23643_225364572,Financial Accountant,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,Accounting,"<p><strong>Financial Accountant <br> Crook<br> Competitive Package</strong><br> <br> A superb opportunity has arisen for a newly qualified Financial Accountant to join an exciting business who are long established and respected.<br> <br> Reporting into the Financial Controller, this role will suit a commercially minded Financial Accountant to join the small finance team. You will deliver accurate financial reporting within the group reporting framework, ensuring compliance and supporting business decision making.<br> <br> <strong>You will be responsible for:</strong></p> <ul> <li>Preparing monthly management accounts, including variance analysis and commentary.</li> <li>Oversight of key cont"
North East,107861879,Audit and Accounts Semi Senior,OUT_SPECIALIST,specialist/senior title boundary,£25k–£30k,Accounting,"<b>Audit and Accounts Semi Senior</b> <br /> A fantastic opportunity has arisen to join a very reputable and ever growing/ evolving firm in Stockton. <br /><br /> This long standing / professional accountancy firm would offer you unrivalled support and training to help you reach your goals. <br /><br /> They are looking for an enthusiastic and candidate with experience in the practice sector to work with their team on audits and year end a click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?UzhMt9n%2bTsTL9THOMHXaEjRXtNZcFhKjm"" width=""0"" height=""0"" />"
North East,107728663,Purchase Ledger Assistant,LIKELY_IN,family title is a strong inclusion signal,<£25k,Accounting,"<p><b> Rewards & Benefits; </b></p><ul><li> Immediate start date available </li><li> Monday Friday working hours </li><li> Open to full time or part time hours </li><li> Easily accessible offices </li><li> Friendly and supportive working environment </li></ul><p><b> The Company you will be working with; </b></p><p> MTrec Recruitment are proudly representing our industry leading client on their search for an experienced Purchase Ledger Assistant on a temporary basis click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?gZ0pd2TJz0JUic5THtI6bEVPuuDvFZocs"" width=""0"" height=""0"" />"
North East,107820330,Invoicing and Billing Coordinator - Part Time,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Accounting,"<p> We are recruiting on behalf of a successful business based in Hartlepool who are looking to appoint a Billing and Invoicing Coordinator to join their team on a part-time basis. </p><p> This is a business-critical role responsible for the accurate and timely confirmation of delivered volumes, followed by raising invoices for a diverse customer base click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?aIHQjUdXakPImH0BVkB7VNaYM4XcxW8zr"" width=""0"" height=""0"" />"
North East,107729663,Credit Controller,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Accounting,"We are recruiting for an experienced Credit Controller to join a growing organisation based in Billingham. This is an excellent opportunity for a proactive and organised individual to play a key role within the finance team, managing customer accounts, maintaining strong client relationships, and supporting the company's financial performance click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?aIHQjUdXakM6C5CaENDBU%2f8MGibR7wvTr"" width=""0"" height=""0"" />"
North East,107837024,Payroll & Pensions Technician,OUT_SPECIALIST,specialist/senior title boundary,£25k–£30k,Accounting,"<p>We are recruiting an experienced Payroll & Pensions Technician to join a well-established organisation during an important period of HR and payroll transformation.</p><p><br /></p><p>The organisation is implementing a new HR and payroll system, moving from iTrent to People First. As existing employees move across to support the implementation project, this role will provide essential cover within the payroll team click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?Dw9iAXzSqBar3sySHQ83xT9hIaLMsZyFk"" width=""0"" height=""0"" />"
North East,107752679,Accounts Assistant,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Accounting,"<p>We are looking for a reliable and organised Accounts Assistant to join an established team in Darlington. The successful candidate will play a key role in supporting the smooth running of the companys financial processes, assisting with invoice processing, reconciliations, and financial administration. This position offers a great opportunity to gain valuable experience and further develop your ac click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?kjuUUj3TFp6HevVwve6%2fSLnQDX79DfpPg"" width=""0"" height=""0"" />"
North East,107888556,Senior Accounts Payable Assistant,OUT_SPECIALIST,specialist/senior title boundary,£30k–£40k,Accounting,"<p><strong>Senior Accounts Payable Assistant</strong></p><p><strong>Newcastle upon Tyne Hybrid Working 6-9 Month Fixed-Term Contract September Start Highly Competitive Salary</strong></p><p>Are you an experienced Accounts Payable professional looking for your next contract opportunity with a prestigious and well-respected organisation?Hays are delighted to be supporting a leading Newcastle-based business in the recruitment of a Senior Acco click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?kjuUUj3TFp5cFTl78P5BduBR9Cpv8albg"" width=""0"" height=""0"" />"
North East,107875921,Accounts Assistant,LIKELY_IN,family title is a strong inclusion signal,£30k–£40k,Accounting,"<p><b> We are recruiting for an Accounts Assistant who has experience of Accounts Payable and Purchase Ledger </b></p><p>Role Overview</p><p>We are currently seeking a motivated and detail-orientedAccounts Assistantto join our busy finance team</p><p>This is a hands-on role where you will support the finance department across various daily functions, ensuring accuracy and efficiency within the ledger and banking processes click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?iZmgAWfngDzvSLBeSkh5G5KsYcY976zjf"" width=""0"" height=""0"" />"
North East,107857533,Manufacturing Finance Manager,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,Banking & Financial Services,"<p>A leading PE backed UK manufacturing business is seeking an experienced and commercially focused Finance Manager to support a key operational site during an exciting phase of growth and transformation. This is a highly visible role within a fast-paced manufacturing environment, ideal for a hands-on finance professional with strong costing, operational finance and factory partnering experience click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?Zg1fD7qgbpzVgdRS05ASWCxuXR%2b6tudBe"" width=""0"" height=""0"" />"
North East,107759598,Accounts Assistant,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,Accounting,"We are seeking a detail-oriented and proactive Accounts Assistant to join our finance team. The ideal candidate will play a crucial role in supporting the financial operations of the organisation. This position involves managing accounts payable, assisting with data entry, and ensuring accurate financial record-keeping. The successful applicant will have experience with various accounting software click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?iZmgAWfngDwzH46yjzMpf3riPkuaDOHgf"" width=""0"" height=""0"" />"
North East,107759720,Bookkeeper,BORDERLINE,mixed/ambiguous title requires advert-context review,£25k–£30k,Accounting,"We're looking for an organised and motivated Bookkeeper to join our expanding team in Jesmond. This is an excellent opportunity for someone with bookkeeping experience who enjoys working in a fast-paced environment and is looking to further develop their career within a supportive accountancy practice. Working as part of our Outsourcing team, you'll play an important role in maintaining accurate fin click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?b0ZSEQFKUCIKdFgP3QB95XsdDIfwogEsl"" width=""0"" height=""0"" />"
North East,107899772,Financial Advisor,BORDERLINE,description-led family signal needs advert review,£25k–£30k,Banking & Financial Services,"<b>Financial Advisor</b> <b>£28,842</b> <b>Newcastle or Yorkshire</b> <b>Permanent</b> <b>Full-Time</b> <br /> <br /> <b>The Opportunity</b> We have an opportunity for you to join our growing team at Foresters Financial as a Field Based Financial Advisor, covering the Newcastle region. This opportunity is home based. Utilising your exceptional sales experience, you will help families and individuals reach their financial goals click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?io0x8AEcaIPGYhKbzrwCx2LkjtEDD7axo"" width=""0"" height=""0"" />"
North East,107877778,Payroll Administrator,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,Accounting,"<p>Your new company </p><p><br />An established and well-respected organisation in County Durham is seeking an experienced Payroll Officer to join its team. This is an excellent opportunity for a payroll professional to take ownership of a busy payroll function and play a key role in delivering an accurate, compliant and customer-focused payroll service click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?MQiKzVwZdh1EuHf9bmpVooPP42kScryCu"" width=""0"" height=""0"" />"
North East,107887894,Senior Onsite Account Manager,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,Sales & Marketing,"<p>Baltic Recruitment is a leading North-East based recruitment and staffing provider to multi-sector SME and Blue-Chip clients.</p><p>We are currently looking to appoint a full time <strong>Senior</strong> <strong>Onsite Account Manager </strong>to work within our temporary division. Baltic Recruitment work within the Automotive & Manufacturing, Engineering & Technical, Warehouse & Distribution, Commercial & Operational, Education & Traini click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?Y5CHIaMSKAw8QR%2fe7onopSxUyxaDO4o7v"" width=""0"" height=""0"" />"
North East,107879861,Senior Account Manager,OUT_SPECIALIST,specialist/senior title boundary,"£40k–£45,000",Sales & Marketing,"<p> Senior Account Manager </p><ul><li><b>North Tyneside</b></li><li><b>Permanent staff position</b></li><li><b>Office-based</b></li><li><b>£40,000 - £45,000 per annum</b></li></ul>A leading print & packaging business is looking to recruit an experienced Senior Key Account Manager to head up the client services function, ensuring high-quality support for key client accounts click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?mDcEDJmYTbyLEKkkzltUl%2bSrzJbSlZ4Zt"" width=""0"" height=""0"" />"
North East,107820163,Billing and Invoicing Coordinator,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Accounting,"<p> We are recruiting on behalf of a successful business based in Hartlepool who are looking to appoint a Billing and Invoicing Coordinator to join their team. </p><p> This is a business-critical role responsible for the accurate and timely confirmation of delivered volumes, followed by raising invoices for a diverse customer base click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?wTAUM266l6eZBj%2fFatI21131CkAQ%2bW8Lh"" width=""0"" height=""0"" />"
North East,107765158,Treasury Finance Assistant,OUT_SPECIALIST,specialist/senior title boundary,£30k–£40k,Banking & Financial Services,"<p><strong>Temporary Treasury/Finance AssistantLocation: Redcar, North Yorkshire</strong><br><strong>Duration: Minimum 3-6 months</strong><br><strong>Working Pattern: Full-time, fully on-site</strong></p><p>Hays are currently recruiting for an experienced Treasury/Finance Assistant to join a prestigious and well-established company based in Redcar click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?Y5CHIaMSKAy4E0JQu9KKsZY2Q8rAGzf2v"" width=""0"" height=""0"" />"
North East,107875935,Credit Controller,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Accounting,"<p>We are currently recruiting for a Credit Controller to join our expanding busy Credit Control Team in Middlesbrough. This position also offers quarterly bonuses - £100 - £600 plus benefits</p><p>The purpose of the job role is to be responsible for the day to day receivables management of a portfolio of ""owned"" customers, ensuring that insofar as possible payments are received in line with individual cust click apply for full job details<img src=""https://www.jobg8.com/Tracking.aspx?b0ZSEQFKUCLc986MMgw406nmJNKpC7CPl"" width=""0"" height=""0"" />"
Gloucestershire,23643_225433841,Payroll Administrator,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,Administration,"Payroll Administrator (Part-Time)<br><br><p><strong>Bradley Stoke, Bristol</strong><br><strong>2-3 Days Per Week (Mondays & Tuesdays Required)</strong><br><strong>Flexible Working Hours</strong></p><p>Omnia Resourcing is a growing recruitment agency based in Bradley Stoke. We're on the lookout or an organised and detail-focused <strong>Payroll Administrator</strong> to join our friendly team.</p><br><br>The Role<br><br><p>You'll process weekly payroll for a large temporary workforce, ensuring employees are paid accurately and on time while supporting our consultants, candidates and clients.</p><br><br>Key Responsibilities<br><br><ul><li>Processing weekly payroll accurately and to deadlines</"
