market,display_reference,title,decision,reason,salary_bucket,jobg8_classification,description_excerpt
London,1933356,Head of Finance and Operations,BORDERLINE,description-led family signal needs advert review,"£40k–£50,000",Accounting,"<p><strong>Head of Finance and Operations</strong></p> <p>We are seeking an experienced finance and operations professional to provide strategic leadership within a growing environmental charity.</p> <p><strong>Salary:</strong> £60,000 FTE, £48,000 actual</p> <p><strong>Location:</strong> Home-based, UK, with some travel to London and occasional UK travel</p> <p><strong>Hours:</strong> 28 hours per week, four days</p> <p><strong>Contract:</strong> Permanent</p> <p><strong>Closing date:</strong> 23:59, Sunday 4 October</p> <p><strong>Interviews:</strong> First round on 13 & 14 October; Second round 16 October</p> <p></p> <p><strong>About the role</strong></p> <p>This is a broad and influentia"
London,1936447,HR Transformation Lead(Central Gov),BORDERLINE,description-led family signal needs advert review,missing/unknown,HR / Recruitment,"<p>HR Systems & Transformation Lead<br />Government Organisation Until March</p> <p>A government organisation is seeking an experienced HR Systems & Transformation Lead to drive the delivery of key HR technology and process improvement initiatives.This is an exciting opportunity to lead the implementation of a new Applicant Tracking System (ATS) and candidate sifting capability, while helping shape broader improvements across HR systems, recruitment processes, and operational efficiency.</p> <p>This role would suit a hands-on HR transformation professional who thrives in fast-paced environments, can quickly establish structure and governance, and has a track record of delivering complex HR s"
London,1938304,Recruitment HR & Compliance Manager,BORDERLINE,mixed/ambiguous title requires advert-context review,£30k–£40k,HR / Recruitment,"<p><strong>HR & Compliance Manager / Advisor</strong></p> <p>Part-Time or Full-Time £30,000-£40,000 DOE</p> <p>We are working with a highly regarded international recruitment business that is looking to add an experienced HR & Compliance professional to their team.</p> <p>The business operates across a range of specialist recruitment markets including Oil & Gas, Renewable Energy, Marine, Engineering and Technology, working with clients and candidates internationally.</p> <p>This is a flexible opportunity, with the client open to considering both part-time and full-time candidates. The exact hours and working pattern can be discussed depending on your requirements and experience.</p> <p><stro"
London,1937350,HR Advisor - 1-Year FTC,OUT_SPECIALIST,specialist/senior title boundary,£30k–£40k,HR / Recruitment,"<p><strong>HR Advisor</strong><br /> We're looking for a proactive and approachable HR Advisor to join a busy HR team within the education sector, providing practical advice and support to managers and employees across the full employee lifecycle. You'll handle a varied workload including employee relations, absence, recruitment, onboarding and HR administration, while ensuring processes are accurate, compliant and delivered to a high standard.</p> <p><strong>About the candidate</strong><br /> You'll have at least 18 months' HR experience and will be confident providing advice and guidance to managers in line with UK employment law. You'll be organised, professional and comfortable handling "
London,1939824,HR Coordinator,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,HR / Recruitment,"<p>Our client is looking for a HR Coordinator to play a crucial role in delivering a responsive, professional, and compliant HR service across their business. This position will be responsible for onboarding employees, reviewing right to work and arranging for DBS to take place. Fluency in Spanish and/or Portuguese is highly desirable.</p> <p>Day-to-day of the role:</p> <ul> <li> <p><strong>Employee Lifecycle & Compliance:</strong></p> <ul> <li>Register and onboard employees in accordance with company procedures.</li> <li>Conduct security vetting, including ID checks, DBS applications, overseas checks, and references.</li> <li>Prepare employment contracts, variations, and confirmation letter"
London,1945622,HR Manager (12 Month FTC),OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,"<p><strong>HR Manager (12 Month FTC)</strong></p> <p>Top City law firm is seeking a CIPD qualified HR Manager with prior law firm experience to join their London office on an initial 12-month fixed-term contract.</p> <ul> <li>Salary to £77,000</li> <li>12-month fixed-term contract</li> <li>Hybrid working - 3 days in the office / 2 days remote</li> <li>Great employee benefits including private health and dental care, season ticket loan, and more</li> <li>City / Liverpool Street</li> </ul> <p><strong>HR Manager Key Responsibilities:</strong></p> <ul> <li>Be an escalation point and provide guidance to the HR Advisors, Recruitment Coordinator and HR Administrator on a day-to-day basis</li> <li>A"
London,1945599,HR People Coordinator,LIKELY_IN,family title is a strong inclusion signal,£30k–£40k,HR / Recruitment,"<p><strong>HR People Coordinator</strong></p> <p><strong>£16 per hour (PAYE)</strong></p> <p><strong>London (Hybrid)</strong></p> <p><strong>Initial 3 Months</strong></p> <p></p> <p><strong>Your New Role</strong></p> <p>Our client are a prestigious education organisation based in London, who are looking for an ambitious HR/People coordinator to join their growing team, initially on a 3 month basis. You will provide generalist support service to the the People team, including end to end employment administration. You will also manage the teams inbox, responding where applicable but also allocating and escalating where needed.</p> <p></p> <p><strong>Ensuring Your Success</strong></p> <p>You wi"
London,1945572,Senior HR Manager (Fee Earner),OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,"<p><strong>Senior HR Manager (Fee Earner)</strong></p> <p>One of our most prestigious, globally connected US law firm clients who have the appeal that draws the world's most ambitious clients and talent alike. They are looking for a Senior HR Manager to join their established London office who will be responsible for the Human Resources functions in the London & International offices (specifically focusing on the Fee-Earner population, including employee relations, business services recruiting, onboarding and workforce management).</p> <p><strong>What's On Offer:</strong></p> <ul> <li>Salary to £120,000 (experience dependant)</li> <li>Hybrid working (4 days office / 1 day remote)</li> <li>Ex"
London,1945497,HR Operations Assistant,BORDERLINE,description-led family signal needs advert review,£30k–£40k,HR / Recruitment,"<ul> <li>CIPD level 3</li> <li>Understands UK employment law</li> <li>Employee Relations</li> </ul> <p><strong>HR & Operations Assistant - Food Manufacturing / FMCG </strong><br /><strong>Southall<br />£30,000-£32,000<br />Monday-Friday, 40 hours per week <br />Permanent<br /></strong><br /> Are you an experienced <strong>HR generalist</strong> looking for a varied, hands-on role within a growing food and hospitality business?</p> <p> We are looking for an organised and proactive HR professional to support recruitment, employee relations, payroll, compliance and day-to-day HR operations across a busy workforce.</p> <p><strong>About You</strong> </p><ul> <li>3-5 years' UK HR generalist experi"
London,1944573,Employee Engagement Officer (HR Projects),OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,"<p>Positive Employment is currently recruiting for an Employee Engagement Officer for our client, a local government organisation based in Kensington, London.</p> <p>The successful post holder will manage and deliver a varied portfolio of employee engagement projects aligned to the organisation's People Strategy and wider corporate priorities. The role will create engaging content across a range of staff communication channels, build strong relationships with employee networks and stakeholders, and use feedback and analysis to improve HR initiatives.</p> <p>This is a temporary contract for an initial 3 months, with the possibility of extension. Hybrid working is available.</p> <p><strong>Dut"
London,1951997,Interim Talent Acquisition Specialist,BORDERLINE,mixed/ambiguous title requires advert-context review,missing/unknown,HR / Recruitment,"<p>lobal Senior Talent Acquisition Specialist</p> <p> We are seeking a Senior Talent Acquisition Specialist to lead full-cycle recruitment across our global locations. Partnering closely with the Global HR team and business leaders, you will play a key role in attracting, assessing, and hiring exceptional talent while helping to shape a consistent, inclusive, and high-quality candidate experience.</p> <p> Seeking experience within financial services, Risk Advisory, Management Consulting, PE , or private banking , or asset management firms .</p> <p> What you'll do</p> <ul> <li>Manage end-to-end recruitment across multiple regions and time zones, including intake, sourcing, screening, intervie"
London,1951739,HR Manager - Production,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>We're working with an independent creative production business on an HR Manager opportunity that would suit someone who enjoys being close to the business and having real ownership of the people function.</p> <p>This is a standalone HR role supporting a creative, project-led environment of around 75 employees, alongside a wider freelance workforce that flexes depending on production needs. You'll be the go-to person for all things people, working closely with the Directors and senior team and helping shape how HR develops as the business continues to grow.</p> <p>It's a broad generalist role, covering everything from day-to-day HR and employee relations through to recruitment, performance"
London,1951730,People Partner - SME Creative Agency,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p></p> <p>We're working with a growing media business on a newly created People Partner opportunity. With around 130 employees plus a wider freelance workforce, this is a hands-on role where you'll work closely with senior leaders.</p> <p>Working alongside a Senior People Partner and reporting into a people-focused CFO, you'll be involved across the full generalist remit - from day-to-day people matters and ER through to partnering with MDs, advising on change and spotting issues before they become problems.</p> <p>The business has been through significant change and acquisition and is continuing to grow internationally, so there's plenty going on and no two days are likely to look the same"
London,1953978,Associate People Partner,OUT_SPECIALIST,specialist/senior title boundary,"£40k–£50,000",HR / Recruitment,"<p><strong>Immediate Start: Associate People Partner</strong></p> <p><strong> London Hybrid</strong><br /><strong> £23.79 per hour</strong><br /><strong> 3-6 month contract</strong><br /><strong> Immediate start</strong></p> <p>Are you an experienced HR professional ready to step into a <strong>People Partnering role with an amazing cultural organisation?</strong></p> <p>We're currently recruiting for an <strong>Associate People Partner</strong> to join a busy People & Culture team in London on an initial <strong>3-6 month contract</strong>, with an immediate start.</p> <p>This is an excellent opportunity for someone with strong employee relations experience who enjoys working closely with m"
London,1956488,Employee Relations Advisor,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,"<p><strong>Employee Relations Advisor</strong></p> <p><strong>South West London Multi-site role</strong></p> <p><strong>£222 per day 36 hours per week</strong></p> <p><strong>Initial 3-month contract Immediate start</strong></p> <p></p> <p>We are recruiting an experienced <strong>Employee Relations Advisor</strong> to join a large, multi-site education organisation on an initial 3-month temporary assignment.</p> <p></p> <p>This is a hands-on Employee Relations role within a complex, highly process-driven environment. You will manage a varied ER caseload while working closely with Managers across the organisation to provide practical advice, guidance and support.</p> <p></p> <p>Importantly, t"
London,1961156,HR Assistant,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,HR / Recruitment,"<p>HR Assistant </p> <ul> <li>Location: Croydon</li> <li>Job Type: Full-time</li> </ul> <p>We are currently working with a well-established organisation looking for an HR Assistant to support their busy HR team in Croydon. This role offers an excellent opportunity for individuals looking to enhance their HR experience in a fast-paced, people-focused environment.</p> <p>Day-to-day of the role:</p> <ul> <li>Provide day-to-day administrative support to the HR team.</li> <li>Maintain employee records and update internal HR systems.</li> <li>Assist with recruitment activities including posting job adverts, arranging interviews, and onboarding.</li> <li>Support HR Advisors with employee relations "
London,1960785,Temporary HR Administrator - Part-Time,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,HR / Recruitment,"<p><strong>Temporary HR Administrator - Part-Time </strong> </p><p><strong>Location:</strong> Lewisham, London<br /><strong>Duration:</strong> Approximately 8 weeks<br /><strong>Start Date:</strong> ASAP<br /><strong>Working Pattern:</strong> Part-time - 2 days from home, 1 day in the office</p> <p><strong>The Role</strong> </p><p>We are looking for a reliable and organised <strong>HR Administrator</strong> to join a busy team on a short-term temporary basis in Lewisham.</p> <p>This is a great opportunity for an experienced HR Administrator who is available to start immediately and can quickly get up to speed in a fast-paced environment. The role will provide general HR administration suppor"
London,1960572,"HR Manager, Asset Management, London, Agile",OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>Established in 2008, Oyster Search & Selection specialise in recruiting HR professionals on behalf of a range of clients in Legal, Professional and Financial Services nationwide and internationally. We recruit in to roles for both HR Generalists and HR Specialists on a permanent and interim basis.</p> <p>We are currently recruiting an HR Manager on behalf of our asset management client based in London. Part of a global HR team and reporting to the HR Director, EMEA, you will will act as a trusted partner to leaders and employees across the EMEA region (c170 employees), delivering high quality, commercially aligned HR support within a fast-paced, globally integrated asset management busine"
London,1958598,HR Partner (Senior),OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>Global, independent and integrated energy company that trades, imports and distributes energy. A leader in their market that has grown via organic and acquisitive means.</p> <p>Joining a global HR team and reporting to the Head of HR Partnering, you will support the global trading team as well as one other commercial business unit, with a total headcount of c350. Partnering with your SLT and wider people team, you will deliver value through org. design, workforce planning, enhancing capability, driving performance, and leading integration. You will also operate practically - this is a strategic role with a 'doer' element - and support European based workers.</p> <p>As the successful HR Pa"
London,1958452,Head of HR / HR Manager / Senior HR Lead,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p><strong>Senior HR Lead / Manager</strong></p> <p></p> <p><strong>Location: </strong> Covent Garden, London WC2</p> <p><strong>Salary: </strong> Competitive plus private healthcare, pension, benefits</p> <p><strong>Working pattern:</strong> Part time, flexible</p> <p></p> <p><strong>ABOUT US:</strong></p> <p>Adair is a successful and growing property and construction consultancy with more than 40 people across offices in London, Surrey, the Midlands, Leeds and Gibraltar, with further international growth planned.</p> <p>We are looking for an experienced and commercially minded Head of People & Culture to lead the people function and support the next stage of Adair's growth.</p> <p>Working "
London,1959177,HR Change Specialist / Business Partner) - Part Time,BORDERLINE,description-led family signal needs advert review,<£25k,HR / Recruitment,"<p>HR Change Specialist / Business Partner) - Part Time</p> <ul> <li>Daily Rate: £196.07 PAYE plus holiday Pay or £256.62 Umbrella</li> <li>Location: Barbican Centre, London EC2Y (Hybrid)</li> <li>Job Type: Contract (Part-Time, 21 hours per week)</li> <li>Contract Duration: ASAP until 31 December 2026 (may be extended)</li> </ul> <p>Our client, one of the world's leading arts and cultural institutions, is seeking an experienced Strategic People Partner to provide high-level HR support during a significant period of organisational change. This role is an excellent opportunity for a senior HR professional with strong business partnering and change management expertise.</p> <p>Day-to-day of the"
London,1954909,Interim People Advisor,OUT_SPECIALIST,specialist/senior title boundary,"£40k–£50,000",HR / Recruitment,"<p><strong>Interim People Advisor (until end October with potential extension) - Leading Charity - Remote - £23.39 per hour (Umbrella) </strong></p> <p>Reporting into a People Partner your key responsibilities will include:-</p> <ul> <li>Managing all employee and volunteer relations matters including absence & performance management, restructures & TUPE, disciplinary & grievances</li> <li>Encouraging and supporting the resolution of matters informally and leading on mediation where required</li> <li>Coaching and supporting managers through complex people processes with effective tools and guidance</li> <li>Supporting People Partners to embed the people experience framework and Equality, Dive"
London,1954925,HR Manager - Part Time,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p><strong>Your new company</strong></p> <p>A well-established and highly regarded property business is seeking an experienced HR Manager to take full ownership of the people function across multiple offices in Central London. Operating in a professional, customer-focused environment, the organisation offers the opportunity to work closely with senior stakeholders and play a key role in supporting both employees and business operations.</p> <p><strong>Your new role</strong></p> <p>As HR Manager, you will be responsible for delivering a comprehensive HR service for a workforce of approximately 40 employees across several London locations. This is a standalone generalist HR position requiring "
London,1950459,"Recruitment Advisor, Law Firm, London, Agile",BORDERLINE,mixed/ambiguous title requires advert-context review,missing/unknown,HR / Recruitment,"<p>Established in 2008, Oyster Search & Selection specialise in recruiting HR professionals on behalf of a range of clients in Legal, Professional and Financial Services nationwide and internationally. We recruit in to roles for both HR Generalists and HR Specialists on a permanent and interim basis.</p> <p>We are currently recruiting for a Recruitment Advisor on behalf of a highly reputable law firm based in London. The role is fee earner focused and the emphasis is on bolstering the Recruitment team's direct sourcing capability. It is essential, therefore, that you have either legal recruitment agency experience and/or in-house fee earner recruitment experience at another law firm. Respons"
London,1948467,HR Generalist (Part-time),OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,"<p>HR Manager / Generalist (Part time)</p> <p><strong>£55,000 Pro Rata Part-Time (3 Consecutive Office Days) </strong></p> <p>An established property business is seeking an experienced <strong>HR Manager / Generalist</strong> to take ownership of the complete HR and recruitment function for approximately 40 employees across five London offices.</p> <p>This is a standalone, generalist role reporting directly to the Directors, offering significant autonomy and responsibility across employee relations, recruitment, compliance, policies, payroll liaison and employee engagement. External HR/legal support is available for more complex matters.</p> <p>Key Responsibilities</p> <ul> <li>Manage day-to"
London,1948634,Recruitment Officer,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,"<p>Positive Employment is currently recruiting for a Recruitment Officer for our client, a local government organisation based in Wembley, London.</p> <p>The successful post holder will deliver high-quality recruitment and selection services across a range of departments, supporting recruitment campaigns from initial advertising through to appointment and onboarding.</p> <p>The role will ensure selection processes are professional, fair and effective, while managing a wide range of pre-employment checks including DBS, CIFAS, references, right to work and occupational health clearances. The post holder will also contribute to recruitment projects and improvements to recruitment systems and pr"
London,1946469,Product Development Manager,BORDERLINE,description-led family signal needs advert review,missing/unknown,Banking & Financial Services,"<p><strong>Job Description</strong> </p><p>We're looking for an experienced Product Development Manager to lead and develop a Product Development team working across multiple digital feature teams at AJ Bell.</p> <p>This is a key leadership role focused on helping our teams turn product strategy and customer needs into well defined, high quality digital products and experiences. You'll provide clarity and direction to the team, establish effective product development practices and ensure work is ready for successful delivery.</p> <p>Working at the centre of Product, UX and Technology, you'll bring teams together, resolve ambiguity and help navigate competing customer, commercial, technical a"
London,1946548,Talent Acquisition Assistant,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,HR / Recruitment,"<p><strong>Talent Acquisition Assistant</strong></p> <p>Prestigious international law firm with stunning offices in the City is seeking a highly organised and personable Talent Acquisition Assistant, who is passionate about attracting, recruiting and engaging the very best talent for its London office.</p> <ul> <li>Competitive salary</li> <li>Fantastic health & wellbeing benefits</li> <li>A variety of family friendly policies</li> <li>Gym discounts, retail vouchers, tech and cycle schemes</li> <li>Hybrid working (3 days office / 2 days remote)</li> </ul> <p><strong>Talent Acquisition Assistant - What You'll Be Doing:</strong></p> <ul> <li>Manage day-to-day recruitment administration, includi"
London,1947718,Office Manager/ Sales Administrator,BORDERLINE,description-led family signal needs advert review,£30k–£40k,Administration,"<p><strong>Pear recruitment: Office Manager/ Sales Administrator</strong></p> <p><strong>Location: Marylebone</strong></p> <p><strong>Salary: Up to £35,000</strong></p> <p><strong>Hours: Monday - Friday 9am-6pm</strong></p> <p></p> <p>Our client, one of London's premier estate agents, is seeking an experienced Office Manager & Sales Administrator to join their dynamic and friendly team. This is a full-time office-based role, Monday - Friday, 09:00-18:00, based in central London.</p> <p>This is a fantastic opportunity for an organised and proactive professional with a strong administrative background to become a valuable asset to their sales team.</p> <p><strong>About the Role</strong></p> <p"
London,1943659,HR & Administration Officer,BORDERLINE,description-led family signal needs advert review,missing/unknown,HR / Recruitment,"<p><strong>Human Resource and Administration Officer</strong></p> <ul> <li>Location: Chiswick, London</li> <li>Job Type: Full-time</li> <li>Salary: Competitive</li> </ul> <p>We are seeking a dedicated Human Resource and Administration Officer to support our business by ensuring the effective and timely completion of HR-related tasks. This role involves handling queries and requests from staff, maintaining HR systems, and assisting with recruitment and onboarding processes.</p> <p>Our client is a well-established international organisation operating across multiple global markets. Known for delivering exceptional customer service and connecting people worldwide, they offer a professional, div"
London,1939573,HR Manager - Part Time,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<ul> <li>Location: Central London</li> <li>Office-Based </li> <li>Job Type: Part-time (3 days a week, 9am to 6pm)</li> </ul> <p>We are seeking an experienced HR Manager to oversee and manage our day-to-day HR activities. This role requires a proactive individual with a strong background in HR, preferably within the property industry. The successful candidate will be responsible for updating HR policies, managing employee relations, and leading recruitment efforts.</p> <p>Day-to-day of the role:</p> <ul> <li>Manage operational HR activities including updating the company's HR system (SAGE) and handling employee relations.</li> <li>Review and update HR policies, create new policies as needed, "
London,1939952,HR Manager,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,"<p>HR Manager</p> <p><strong>£55,000 Part-Time (3 Consecutive Days) Office-Based</strong></p> <p>An established property business is seeking an experienced <strong>HR Manager</strong> to take ownership of the complete HR and recruitment function for approximately 40 employees across five London offices.</p> <p>This is a standalone, generalist role reporting directly to the Directors, offering significant autonomy and responsibility across employee relations, recruitment, compliance, policies, payroll liaison and employee engagement. External HR/legal support is available for more complex matters.</p> <p>Key Responsibilities</p> <ul> <li>Manage day-to-day HR operations and employee relations."
London,1939304,People Business Partner,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,"<p>As a People Business Partner in this fast-moving engineering sector, you'll play a key role in shaping and delivering HR strategies that align with business goals. Based in London, this role involves working in a global, matrixed environment to provide expert HR support and guidance, ensuring the smooth operation of employee relations and strategic initiatives.</p> <p><strong>Client Details</strong></p> <p>A leading international engineering and project management company dedicated to accelerating the global energy transition. Proven expertise in highly regulated industries, particularly nuclear energy, it helps deliver complex infrastructure projects that support a low-carbon, sustainabl"
London,1939190,Part time Standalone HR Manager,OUT_SPECIALIST,specialist/senior title boundary,"£40k–£50,000",HR / Recruitment,"<p>We are excited to be working with a fantastic client within the professional services sector who are looking for a Part time Stand Alone HR Manager to join the business. </p> <p>This is an exciting opportunity to join a business who pride themselves on having long standing employees and a providing excellent customer service to their clients. </p> <p>This role is working within an SME, 3 days per week (office based) in Central London </p> <p>Duties include</p> <ul> <li>Managing day to day HR activities across all the London offices </li> <li>Employee relations from start to finish, including investigation and disciplinaries when necessary </li> <li>Monitoring employees performance, probat"
London,1936259,People Payroll Officer,OUT_SPECIALIST,specialist/senior title boundary,£30k–£40k,Accounting,"<p><strong>Interim People Payroll Officer</strong> </p><p><strong>Salary:</strong> £130 - £150 per day via Umbrella<br /><strong>Location: </strong>Hybrid - 2 days per week on site<br /><strong>Duration:</strong> Immediate start to January 2027</p> <p><strong>About the Role</strong> </p><p>We are currently working with an established organisation within the <strong>education sector</strong> to recruit an experienced <strong>People Payroll Officer</strong> on an interim basis.</p> <p>We are looking for a <strong>People Payroll Officer</strong> to join a busy People team, taking responsibility for hands-on payroll activity while also supporting across wider HR during quieter payroll periods.</"
London,1937620,Recruitment Coordinator,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,"<p><strong>Recruitment Coordinator</strong></p> <p>An exciting opportunity has arisen to join a prestigious US law firm in this newly created Recruitment Coordinator role. We're looking for an experienced, proactive and highly organised individual to work closely with the Legal Recruiting Manager, coordinating end-to-end recruitment for lawyer and business services populations in the London office.</p> <p><strong>What's On Offer:</strong></p> <ul> <li>Salary to £55,000</li> <li>Free in-office meals + superb employee benefits</li> <li>Hybrid working (4 days office / 1 day remote)</li> <li>Excellent transport links with easy access to Chancery Lane, City Thameslink & Blackfriars</li> </ul> <p>"
London,1937610,HR Coordinator,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,"<p><strong>HR Coordinator </strong></p> <p>Highly regarded US law firm is recruiting a HR Coordinator who is passionate about people and driven to excel in the legal industry. We're looking for candidates who can confidently take ownership of core HR processes and support the full range of employee lifecycle.</p> <p><strong>What's On Offer:</strong></p> <ul> <li>Salary to £55,000</li> <li>Generous benefits package, including complimentary meals in the office</li> <li>Hybrid working (4 days office / 1 day remote)</li> <li>Excellent transport links to Chancery Lane / City Thameslink / Blackfriars</li> </ul> <p><strong>HR Coordinator - What You'll Be Doing:</strong></p> <ul> <li>Coordinate empl"
London,1934827,Human Resources Advisor,OUT_SPECIALIST,specialist/senior title boundary,£30k–£40k,HR / Recruitment,"<p><strong>Job Title:</strong> Human Resources Advisor</p> <p><strong>Location: </strong>London, SE1</p> <p><strong>Salary: </strong>£35,000 - £45,000 pro rata</p> <p><strong>Job Type: </strong>Contract, 6 Months Full Time</p> <p><strong>Job Overview</strong></p> <p>At Synnovis, people are at the heart of everything we do. We're looking for an experienced HR Advisor to join our HR Advisory Team and help deliver a high-quality people service that supports exceptional healthcare outcomes.</p> <p>As a trusted advisor, you will provide expert HR guidance to managers and employees across the organisation, supporting a wide range of employee relations and people management matters. You will play a"
London,1935135,HR Business Partner,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>We're delighted to be partnering with our client to recruit an experienced HR Business Partner to join their growing HR team. This is an excellent opportunity for a commercially focused HR professional who enjoys building strong relationships, influencing senior stakeholders, and delivering strategic people solutions that make a real business impact.</p> <p> This role offers the opportunity to work closely with leaders across the organisation, providing expert HR advice while supporting the delivery of business objectives. You'll be instrumental in developing management capability, driving organisational change, and ensuring people practices align with both commercial goals and employee e"
London,1935127,HR Business Partner,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>My client is seeking a proactive HR Business Partner to serve as a trusted strategic partner. This role involves providing high-quality, professional HR services, advising on all aspects of people management, employment law, and organisational change. The successful candidate will work closely with managers across various departments to deliver practical, people-centred solutions that align with internal policy, employment legislation, and their mission.</p> <p>Day-to-Day of the Role:</p> <ul> <li>Provide expert HR advice on policies, procedures, conditions of service, employee relations, and equality, diversity and inclusion matters.</li> <li>Coach and support managers through complex em"
London,1934688,Interim People Services Manager,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",HR / Recruitment,<p><strong>Interim People Services Manager</strong> </p><p><strong>Location:</strong> West London - easily accessible from Hammersmith<br /><strong>Day Rate:</strong> £300-£350 per day via Umbrella<br /><strong>Duration:</strong> Immediate start to January 2027<br /><strong>Working Pattern:</strong> Hybrid - 2 days per week on site<br /><strong>Contract:</strong> Interim</p> <p>We are currently working with an established organisation within the <strong>education sector</strong> to recruit an experienced <strong>People Services Manager</strong> on an interim basis.</p> <p>This is an opportunity for an experienced HR/People Services professional to join a busy environment and take responsibil
London,1928816,Temp HR Administrator!,LIKELY_IN,family title is a strong inclusion signal,£30k–£40k,HR / Recruitment,"<p><strong>HR Administrator (International Staffing)</strong></p> <p>Are you a highly organised administrator with a passion for HR and supporting people? We're looking for an <strong>HR Administrator</strong> to join a busy People team, supporting internationally mobile staff throughout their employee lifecycle.</p> <p> <strong>Location: </strong>Central London - Hybrid (2 days per week in the office)<br /> <strong>Contract:</strong> 4 months <br /> <strong>Hours:</strong> 37.5 hours per week, Monday to Friday<br /> <strong>Salary:</strong> £16 per hour</p> <p><strong> Key Responsibilities</strong></p> <ul> <li>Manage employee lifecycle administration, including contracts, onboarding, Right"
London,1928798,Temp HR Coordinator - Media,LIKELY_IN,family title is a strong inclusion signal,£30k–£40k,HR / Recruitment,"<p>We're looking for a highly organised and detail-focused HR Coordinator to join a busy International HR team in West London.</p> <p>This is a hands-on role supporting the smooth running of the HR function, with a particular focus on HR administration, payroll, HR systems and reporting. You'll be responsible for keeping employee data accurate, coordinating starters and leavers, preparing HR documentation and supporting payroll across multiple countries.</p> <p>There's a big freelance population you will support, predominantly with issuing contracts and supporting with documentation as well as tracking activity and data.</p> <p>Reporting into the HRD, you will provide day-to-day support to e"
London,1914699,HR Operations - Hi Bob Essential,BORDERLINE,description-led family signal needs advert review,missing/unknown,Banking & Financial Services,"<p><strong>Your new company</strong><br />A specialist organisation is seeking an HR Operations Advisor to join its People team on a 12-month fixed-term contract. This is an opportunity to join a collaborative and fast-paced environment where HR plays a key role in supporting business growth, operational excellence and employee experience.<br /><strong>Your new role</strong><br />Reporting into the HR leadership team, you'll support the delivery of a high-quality HR service across the employee lifecycle, with responsibilities including:</p> <ul> <li>Acting as a key user and subject matter expert for HiBob, ensuring employee data is accurate, up to date and compliant</li> <li>Managing employe"
London,1914689,"HR Advisor, Maternity Cover",OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p><strong>Company:</strong> Live Nation and Academy Music Group</p> <p><strong>Department:</strong> Human Resources</p> <p><strong>Location: </strong>Farringdon, London</p> <p><strong>Reports to: </strong>HR Manager, Live Nation</p> <p><strong>Working Hours:</strong> Full time with occasional flexibility to meet business needs</p> <p><strong>Job Type: </strong>Fixed term, 12 months expected duration</p> <p></p> <p><strong>Role Description</strong></p> <p></p> <p>Responsible for delivering a comprehensive HR Advisory service to Live Nation UK, Academy Music Group and relevant subsidiary companies, ensuring HR policies, processes and best practice are consistently applied. Acting as the first"
London,1914922,Human Resources Business Partner,OUT_SPECIALIST,specialist/senior title boundary,missing/unknown,HR / Recruitment,"<p>As a Human Resources Business Partner in London , you'll work closely with the Chief Talent Officer and the US HR Directors to align HR strategies with business goals. Your role will involve providing expert advice and support on HR matters, ensuring the smooth day-to-day running of the department.</p> <p><strong>Client Details</strong></p> <p>We're partnering with a leading global investment firm to appoint an experienced HR Business Partner ( 5 days a week in London office) to lead the UK People agenda. Acting as the firm's dedicated HR lead in London, you'll combine strategic business partnering with hands-on HR operations, ensuring an exceptional employee experience while maintaining "
