market,display_reference,title,decision,reason,salary_bucket,jobg8_classification,description_excerpt
London,1809755,Junior IT Engineer,BORDERLINE,title needs advert-context review,£25k–£30k,I.T. & Communications,"<p><strong>Junior IT Engineer</strong></p> <p><strong>Job Title</strong>: Junior IT Engineer</p> <p><strong>Location</strong>: London City</p> <p><strong>Contract Type:</strong> Permanent</p> <p><strong>Working Pattern:</strong> Full Time (40 hours per week, 08:30 - 17:30, Monday to Friday)</p> <p><strong>Salary:</strong> Up to £30,000</p> <p></p> <p>Are you ready to kick-start your career in IT? Our client is seeking a dynamic and enthusiastic Junior IT Engineer to join their IT team. This is a fantastic opportunity for individuals with a solid foundation in IT who are eager to expand their skills across IT support, Cybersecurity, Microsoft 365, and Endpoint Management.</p> <p></p> <p>Prima"
London,1809473,IT Support Assistant,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,I.T. & Communications,"<p>Love helping people? Enjoy being the person everyone turns to when technology gets in the way?</p> <p>A highly respected, independent media agency is looking for an enthusiastic IT Support Specialist to become a key part of its collaborative and people-focused team. This is a fantastic opportunity to join a vibrant business where culture, creativity and employee wellbeing are genuinely valued.</p> <p>You'll be the go-to IT expert for colleagues, providing hands-on support across Windows, Microsoft 365, meeting room technology and user onboarding, helping ensure everyone has a seamless day-to-day experience with technology.</p> <p>We're looking for someone with:</p> <ul> <li>A keen interes"
London,1808439,IT Security & Operations Administrator,BORDERLINE,description-led family signal needs advert review,£30k–£40k,I.T. & Communications,"<p>An exciting opportunity has arisen for an IT Security & Operations Administrator to join a leading higher education institution on an interim basis. This role will support the day-to-day delivery of IT services across the organisation, ensuring systems, infrastructure and user services remain secure, efficient and operational. </p> <p>The successful candidate will act as the on-site point of contact for IT support, working closely with internal stakeholders and external service providers to resolve technical issues, maintain system performance and contribute to the continuous improvement of IT operations.</p> <p><strong>Key Responsibilities:</strong> </p><ul> <li>Act as the primary on-sit"
London,1806304,IT Application Support Analyst - SQL / Azure / Power Platform,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",I.T. & Communications,"<p><strong>IT Application Support Analyst - SQL / Azure / Power Platform</strong> </p><p></p> <p><strong>£60,000 - £70,000 + Bonus & Benefits London Hybrid Working</strong></p> <p>Are you an experienced <strong>Application Support Analyst</strong> with strong SQL skills and experience supporting applications, integrations and data flows within a Microsoft/Azure environment?</p> <p>Would you like to join a major UK financial services organisation where you'll support business-critical applications used across <strong>Investment Management, Operations, Risk, Finance and Compliance</strong>, while gaining exposure to technologies including <strong>SQL Server, Azure Integration Services, Power P"
London,1803080,Dynamics 365 CE / SCM Support Analyst,BORDERLINE,title needs advert-context review,missing/unknown,I.T. & Communications,"<p><strong>Dynamics 365 Support Analyst (CE & Supply Chain Management)</strong></p> <p>I'm currently working with a Not-for-Profit organisation in SW London who are looking to hire a Dynamics 365 Support Analyst to support and enhance their enterprise platform, working specifically across Supply Chain Management and elements of CE - NOT FINANCE.</p> <p>This is a hybrid role (2 days on-site) in South West / West London, offering the chance to work across a mission-driven environment where technology directly supports impactful services.</p> <p><strong>Key responsibilities:</strong></p> <ul> <li>Provide 2nd line support across D365 Supply Chain Management (F&SCM) (core focus), alongside CE and"
London,1802715,IT Support Officer,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,I.T. & Communications,"<p><strong>Your New Company</strong> </p><p>You will be joining an established financial services organisation based in London. This is a great opportunity for an early-career IT professional who wants broad technical exposure and the chance to develop within a hands-on technology environment.</p> <p><strong>What you will do</strong> </p><p>You will provide day-to-day technical support to colleagues, helping to resolve hardware, software and connectivity issues both in person and remotely. Alongside user support, you will help manage devices and accounts, support joiners and leavers, and assist with the ongoing maintenance of the wider IT environment.</p> <p>The role will give you exposure t"
London,1800691,IT Support Assistant,LIKELY_IN,family title is a strong inclusion signal,£30k–£40k,I.T. & Communications,"<p><strong>IT Business Support Officer</strong></p> <p><strong>Location:</strong> Dagenham, Essex<br /><strong>Contract:</strong> Temporary Assignment (3 Months Initially, with Potential Extension)<br /><strong>Pay Rate:</strong> £17.00 per hour</p> <p><strong>About the Role</strong></p> <p>We are currently recruiting for an IT Business Support Officer to join a busy public sector organisation based in Dagenham. This is an excellent opportunity for a technically minded individual who enjoys problem-solving, providing excellent customer service, and supporting a wide range of IT and business systems.</p> <p><strong>Key Responsibilities</strong></p> <p>As an IT Business Support Officer, you wi"
London,1789862,Senior Manager/ Lead - Trading Application Support OMS/EMS,BORDERLINE,title needs advert-context review,missing/unknown,I.T. & Communications,"<p>A strong opportunity for experienced Trading Application Support experts to join a fast-paced, globally connected FO technology environment.</p> <p>These roles sit within a global OMS/EMS support team, providing critical L1/L2 support across international trading markets. You'll work closely with front-office trading desks, brokers, exchanges and infrastructure teams, supporting High/Low Touch Cash Equities, Swaps and F&O.</p> <p><strong>What you'll do:</strong></p> <ul> <li>Provide L1/L2 support for OMS/EMS and electronic trading applications.</li> <li>Support daily trading activity across Cash Equities, Swaps and F&O.</li> <li>Monitor application health, connectivity and trading/order f"
London,1787942,Content Management System Support,BORDERLINE,title needs advert-context review,missing/unknown,I.T. & Communications,"<p>A Content Management System Support person is required to work for this public sector client, working on BAU. </p> <p><strong>Required: -</strong></p> <ul> <li>Solid CMS experience on editorial interface, content structures, templates and blocks, workflows, and permissions. You will work on CMS content and data, problem solving fixing problems and improving the system.</li> <li>Data analytics</li> <li>Report writing</li> <li>SQL</li> <li>It would be advantageous if you had experience of public sector digital platforms and environments, although not essential</li> </ul> <p>The role is fulltime and requires 2-3 days per week working on site in central London, with the remainder worked remot"
London,1823673,Mandarin speaking IT Operator - Banking,BORDERLINE,description-led family signal needs advert review,missing/unknown,I.T. & Communications,"<p>To see more Chinese jobs please follow us on <strong>WeChat: teamchinapf AND pfteamchina</strong></p> <p><strong>Ref 23521</strong></p> <p><strong>The Skills You'll Need: </strong>Mandarin and<strong></strong>English fluent.<strong></strong>Solid helpdesk support, user account administration, IT assets management, meeting support, vendor coordination, and IT operations monitoring.</p> <p><strong>Your New Salary: </strong>Competitive Depending on experience</p> <p><strong>Fully office based</strong></p> <p><strong>Start: </strong>ASAP</p> <p><strong>Permanent </strong></p> <p><strong>Reports to: </strong>Deputy Head of IT</p> <p></p> <p><strong>Mandarin speaking IT Operator </strong>- <str"
London,1828292,Desktop Engineer,BORDERLINE,description-led family signal needs advert review,missing/unknown,I.T. & Communications,"<p><strong>Desktop Support Engineer - (Mac Focused)</strong></p> <p><strong>Location:</strong> London - 5 days onsite<br /><strong>Contract:</strong> 3 months<br /><strong>IR35:</strong> Inside IR35<br /><strong>Start:</strong> ASAP</p> <p>We are currently looking for a <strong>Desktop Support Engineer with a strong Mac focus</strong> to join our customer's IT team in London on an initial 3-month contract.</p> <p>This is a great opportunity for a technically capable <strong>Desktop Support Engineer</strong> who has a good foundation in IT support, strong Mac experience and, importantly, excellent people skills.</p> <p><strong>The Role</strong></p> <p>You will provide day-to-day desktop suppo"
West Midlands - Birmingham & Solihull,1785822,IT Support Apprentice,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,I.T. & Communications,"<p><strong>Start your IT Support career with Leap IT!</strong></p> <p><strong>You will be responsible for:</strong></p> <ul> <li> <p>Take all incoming support calls (Support Queue), 3CX will ring agents with the lowest call count first to ensure call answering is balanced</p> </li> <li> <p>Log tickets for each call and record all time spent on issues within the ticket (Ensure the correct contract is selected for each ticket)</p> </li> <li> <p>Provide daily updates to clients on any issues raised that are not fixed on first contact (unless otherwise agreed with the client)</p> </li> <li> <p>Monitor your Task Board daily</p> </li> <li> <p>Escalate to second line when necessary</p> </li> <li> <"
West Midlands - Birmingham & Solihull,1716566,Temporary German-Speaking 1st Line IT Support Advisors x2,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,I.T. & Communications,"<p><strong>German Speaking Required</strong></p> <p></p> <p><strong>Are you passionate about technology, enjoy helping people and speak fluent German?</strong></p> <p></p> <p><strong>We are recruiting 2 Temporary German-Speaking 1st Line IT Support Advisors to join our client's busy support team in Birmingham City Centre.</strong></p> <p></p> <p><strong>Full training will be provided, making this an excellent opportunity for candidates with strong customer service skills, good IT knowledge, and fluent German language skills, or anyone looking to develop a career within IT support.</strong></p> <p><strong>The Role</strong></p> <p></p> <p>As a German-Speaking 1st Line IT Support Advisor, you w"
West Midlands - Birmingham & Solihull,1790031,IT Support Technician Apprentice,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,I.T. & Communications,"<p><strong>At Mayflex, our Head Office and support functions play a crucial role in enabling our commercial and operational teams to deliver exceptional service.</strong></p> <p><strong>Overview:</strong></p> <p>Your work strengthens our operations and our foundations that frontline colleagues rely on for success. You'll be part of a collaborative team that contributes directly to Mayflex's growth and our ambition to be the first call for automation and control. As an<strong>IT Apprentice </strong>you will:</p> <ul> <li> <p>Be part of a culture built on Professionalism, Agility, Collaboration and Excellence, where people support each other.</p> </li> <li> <p>Be part of an expert, supportive "
West Midlands - Birmingham & Solihull,1800300,1st/2nd Line Support Technician,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",I.T. & Communications,"<p>If you're in IT support and want to be part of a team that's being built from the ground up rather than simply inheriting old processes, this role is worth a look.</p> <p>This is an IT Support Analyst position with a well-established UK transport and logistics business that's investing heavily in its internal IT function following a recent acquisition.</p> <p><strong>1st/2nd Line Support Technician </strong><br /><strong>Birmingham</strong><br /><strong>£28,000-£32,000</strong><br /><strong>Fully onsite (5 days a week) </strong></p> <p>Good IT support isn't just about fixing problems. It's about making sure nearly a thousand people can do their jobs without technology getting in the way.<"
West Midlands - Birmingham & Solihull,1820895,Customer Engineer,BORDERLINE,description-led family signal needs advert review,£30k–£40k,I.T. & Communications,"<p>Join a leading independent technology and services provider as a <strong>Customer Engineer!</strong></p> <p><strong>Job Overview:</strong>We are seeking a Customer Engineer to provide advanced desktop installation, configuration, troubleshooting, and end-user support services, ensuring high levels of technical performance and customer satisfaction. The role also includes basic Windows server administration and break-fix support, requiring strong hardware and software expertise, relevant vendor certifications, and the ability to resolve complex technical issues in enterprise environments.</p> <p><strong>Location: </strong>Birmingham B37 7YN</p> <p><strong>Rate: </strong>An hourly rate, in-"
West Midlands - Birmingham & Solihull,1820882,2nd line Service Desk Engineer,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,I.T. & Communications,"<p>As a 2nd Line Service Desk Engineer in Birmingham, you'll provide technical support to ensure smooth day-to-day operations within the professional services industry. Your role will involve solving IT issues, supporting users, and maintaining system efficiency.</p> <p><strong>Client Details</strong></p> <p>A professional services organisation based in Birmingham.</p> <p><strong>Description</strong></p> <ul> <li>Provide 2nd line technical support, resolving user issues efficiently.</li> <li>Manage and maintain IT systems, ensuring uptime and performance.</li> <li>Collaborate with other teams to implement technology improvements.</li> <li>Assist with hardware and software installations and u"
West Midlands - Birmingham & Solihull,1809365,IT Technician,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,I.T. & Communications,"<p><strong>IT Technician - Birmingham</strong> </p><p><strong>Location:</strong> Birmingham<br /><strong>Hours:</strong> Full-Time, Monday to Friday<br /><strong>Contract:</strong> Temporary with the potential for long-term and permanent opportunities<br /><strong>Start Date:</strong> ASAP</p> <p>The Supply Register is recruiting <strong>IT Technicians</strong> to work across our partner schools and Multi-Academy Trusts throughout <strong>Birmingham</strong>.</p> <p>This is an excellent opportunity for an experienced IT professional who enjoys providing technical support in a busy school environment. You'll play a key role in ensuring staff and pupils have access to reliable IT systems and e"
West Midlands - Birmingham & Solihull,1802653,Temporary 1st Line IT Support Advisors x 16,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,I.T. & Communications,"<p><strong>Are you passionate about technology and enjoy helping people? We are recruiting on behalf of our client for Temporary 1st Line IT Support Advisors to join their busy support team in Birmingham City Centre. Full training will be provided, making this an excellent opportunity for candidates with strong customer service skills, IT knowledge or an interest in developing a career within IT support.</strong></p> <p>As a 1st Line IT Support Advisor, you will provide first-class support to customers, resolving a variety of IT queries and escalating issues where required. You will receive full training before supporting customers independently.</p> <p><strong>Working Hours</strong></p> <p>"
West Midlands - Birmingham & Solihull,1801042,Senior 3rd Line IT Support Engineer - Good Energy MS Cloud MSP.,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,I.T. & Communications,"<p><strong>Some Engineers Escalate Problems. Others Own Them.</strong></p> <p>When the easy fixes have been exhausted, who does the team turn to?</p> <p>We're looking for an experienced <strong>Senior 3rd Line Engineer </strong>who enjoys solving the technical problems others can't. Someone who combines strong Microsoft infrastructure expertise with sound judgement, clear communication and genuine ownership.</p> <p>You'll become the trusted technical counterpart to our Service Delivery Manager, helping resolve complex customer issues, supporting the wider engineering team and ensuring our customers receive an exceptional managed service.</p> <p>If you're an experienced MSP engineer who enjoy"
West Midlands - Birmingham & Solihull,1789588,IT Support Engineer,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,I.T. & Communications,"<p><strong>IT Support Engineer Birmingham 6 Month Contract </strong></p> <p>My client is seeking an experienced IT Support Engineer to support ongoing BAU operations and deliver 1st and 2nd line technical support across the business. The ideal candidate will possess strong interpersonal and communication skills, alongside a proactive approach and a commitment to delivering high-quality IT services.</p> <p><strong>Key responsibilities of the IT Support Engineer:</strong></p> <ul> <li>Troubleshoot and resolve issues across Microsoft 365, Active Directory and Windows 11.</li> <li>Provide support across Azure and Entra ID environments.</li> <li>Leverage documentation held in ServiceNow to provid"
West Midlands - Birmingham & Solihull,1828956,IT Trainer - Legal Firm - Midlands,BORDERLINE,description-led family signal needs advert review,"£40k–£50,000",I.T. & Communications,"<p>IT Trainer - Legal Firm - Birmingham </p> <p>I'm looking for a Legal IT Trainer with good experience in legal applications such as Big Hand, iManage, Intapp, etc. to join a growing team based in the Midlands. You can come from either an IT trainer background or maybe an IT Support background / being an end user of legal applications, such as a fee earner position, etc. </p> <p>This role would be 2 or 3 days in the office, and 2 or 3 days working from home, so Hybrid working.</p> <p> The successful IT Trainer will have:</p> <ul> <li>Good knowledge of Microsoft 365 </li> <li>Broad technical understanding of Legal IT software systems and services including time recording and document managem"
Surrey,23643_225514331,System Support Administrator,BORDERLINE,title needs advert-context review,missing/unknown,Administration,"<p><strong>System Support Administrator </strong></p> <p><strong>Impact Food Group</strong></p> <p>We one of England s fastest-growing school food providers, serving around <strong>one million students</strong> every day across more than <strong>1,500 schools.</strong> We are dedicated to delivering high-quality, nutritious meals that support student wellbeing and enjoyment. </p> <p>Our brands include <strong>Innovate, Cucina, Chapter One (Independent Schools), Hutchison, and Dolce</strong>, reflecting our breadth of experience and reach across the school catering sector. </p> <p>We are looking for a proactive, analytical, and detail-oriented <strong>System Support Administrator</strong> to "
Surrey,23643_225262832,Helpdesk Administrator,LIKELY_IN,family title is a strong inclusion signal,£30k–£40k,Administration,"<p>An established and growing Services business is seeking a reliable and organised Helpdesk Administrator to join its Operational Support Team in Farnham.</p> <p>This is an excellent opportunity for someone looking to build a career within administration, customer service, facilities management, or operational support.</p> <p>Working within a friendly and supportive team, you will assist with the day-to-day management of work orders, document control, data entry, scheduling, and general administrative duties across a variety of commercial and public sector contracts within a service management environment. </p> <p><strong>Key Responsibilities</strong></p> <ul> <li>Managing and updating work"
Surrey,1751473,Helpdesk Coordinator,LIKELY_IN,family title is a strong inclusion signal,£30k–£40k,Administration,"<p><strong>Helpdesk Coordinator</strong> </p><p></p> <p><strong>Up to £34,000 Permanent</strong></p> <p>A fantastic opportunity has arisen for an organised, confident and personable <strong>Helpdesk Coordinator</strong> to join a leading company based in <strong>Tadworth</strong>.</p> <p>We're looking for someone who enjoys keeping things running smoothly, providing excellent customer service and coordinating engineers effectively. You'll be a key point of contact for customers and clients while managing the day-to-day administration that keeps the helpdesk operating efficiently.</p> <p>If you're someone who can communicate confidently at all levels, enjoys being part of a busy team and appr"
Surrey,1786576,Application Support Specialist,BORDERLINE,title needs advert-context review,"£40k–£50,000",I.T. & Communications,"<p><strong>Application Support Engineer (2nd Line)</strong></p> <p><strong>Location:</strong> Epsom (office-based) <strong>Salary:</strong> Up to £42,000, depending on experience <strong>Job Type:</strong> Full-time, Permanent</p> <p>You must have the right to work in the UK</p> <p><strong>About Our Client</strong></p> <p>Our client is an established software company based in Epsom, developing and supporting their own communication platform used by public sector and commercial organisations across the UK. They're a close-knit, collaborative business looking for an experienced Application Support Engineer to join their Customer Operations team and become the go-to technical expert on their pl"
Surrey,1706404,IT Support Apprentice,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,I.T. & Communications,"<p><strong>Ready to kick-start your career in IT?</strong></p> <p>At Inetex, we're a friendly, professional, and customer-focused IT support company providing technology solutions to a wide range of local businesses. We support organisations across industries including logistics, accountancy, engineering, and freight, helping them get the most from their technology every day.</p> <p><strong>About the role:</strong></p> <p>As an IT Support Apprentice, you'll gain hands-on experience working with a variety of modern technologies, alongside experienced IT professionals who will support your development throughout your apprenticeship journey. This is an exciting opportunity for a motivated indiv"
Surrey,1705072,Desktop Support Engineer,LIKELY_IN,family title is a strong inclusion signal,"£40k–£50,000",I.T. & Communications,"<p>Desktop Support Engineer</p> <p>Location: Central Guildford (Fully on-site)</p> <p>Contract Length: 4 - 6 months</p> <p>Working Hours: Monday-Friday, 9.00am - 5.30pm</p> <p>Salary: £45,000 (£23.07 per hour) </p> <p>We have an exciting opportunity for an experienced IT Support Engineer / Desktop Support Engineer to join a leading, international organisation at their Guildford office to provide on-site technical support. This contract role will support the existing IT team during a period of increased workload, providing hands-on user support while assisting with the maintenance and administration of local IT infrastructure.</p> <p>This is a hands on role supporting a busy team with a range"
Surrey,1798852,Application Support Analyst,BORDERLINE,title needs advert-context review,missing/unknown,I.T. & Communications,"<p><strong><br /></strong> </p><p><strong>Applications Support Analyst</strong></p> <p>Applications Support Analyst required to join my client's IT team and take ownership of the support, administration, and continual improvement of a range of business-critical applications.</p> <p>This is an excellent opportunity for an applications-focused professional who enjoys troubleshooting technical issues, working closely with users, managing system access, and driving improvements across key business systems.</p> <p><strong>The Role</strong></p> <p>As the Applications Support Analyst, you will be responsible for supporting and maintaining a portfolio of applications, ensuring they remain secure, re"
Surrey,1816625,IT Support Technician,LIKELY_IN,family title is a strong inclusion signal,£30k–£40k,I.T. & Communications,"<p><strong>Your New Company</strong></p> <p>We are currently recruiting for an IT Support Analyst to join an established team on a permanent basis. This is a newly created position due to the organisations growth. Please note this role is 5 days a week on site in Guildford. This is an excellent opportunity for an existing 1st Line/ Service Desk, or IT Support Analyst looking for the next step in their career. You'll be joining a collaborative team who enjoy providing high-quality technical support to internal customers, whilst contributing to the ongoing improvement of IT services and infrastructure. Working closely with colleagues across the business, you will play a key role in ensuring th"
Surrey,1810174,IT School Technician,BORDERLINE,description-led family signal needs advert review,£25k–£30k,I.T. & Communications,"<p><strong>IT School Technician - Walton-On-Thames - £30K - Onsite</strong></p> <p></p> <p>I'm working with one of the UK's biggest MSP's to look for an experienced IT School Technician near Walton-On-Thames. The IT School Technician will troubleshoot and resolve first and second line issues for a couple of schools close to Walton-On-Thames. You will have excellent stakeholder management experience on top of extensive experience with windows server, networking, Microsoft and mobile device management technologies.</p> <p></p> <p>This is a strong next step for someone with school-based IT support experience who wants to develop technically and gain exposure to more advanced systems.</p> <p><st"
Surrey,1810075,IT Support Technician,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,I.T. & Communications,"<p>Planet Intelligent Technology provides managed IT support, cyber security and cloud services to businesses across London and the UK, helping organisations enhance efficiency, security and business performance through expert technology solutions.</p> <p><strong>Overview</strong></p> <p>As the IT Technician Apprentice you will act as the initial point of contact for IT issues, providing remote or telephone troubleshooting to resolve routine hardware, software and access queries. Assist with logging tickets, diagnosing problems and escalating complex issues to 2nd/3rd line teams to meet service level agreements. Monitor and work on the Workshop queue as well as the 1st Line queue, complete b"
Surrey,1810074,School IT Support Technician,LIKELY_IN,family title is a strong inclusion signal,£25k–£30k,I.T. & Communications,"<p><strong>School IT Support Technician (Onsite) - Guildford - £30K<br /></strong> </p><p>A UK-leading MSP is looking for a School IT Support Technician to support a couple of schools around the Guildford area. The School IT Support Technician will maintain and troubleshoot a range of IT systems and networks, working closely with school staff to keep their technology running smoothly.</p> <p><strong>About the Role</strong> </p><p>You'll bring strong networking and Windows expertise, along with previous experience supporting schools, to help maintain reliable, well-functioning IT environments across multiple sites.</p> <p>You'll also have the opportunity to shadow infrastructure engineers, ga"
Surrey,1800228,3rd Line Lead support Engineer,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",I.T. & Communications,"<p>If you're an experienced 3rd Line Engineer who enjoys solving the difficult problems rather than simply passing them on, this could be a good opportunity to step into a technical leadership role without moving away from the hands-on work.</p> <p><strong>3rd Line Lead Support Engineer</strong><br /><strong>Nutfield, Redhill £52,000-£57,000 5 days a week in the office</strong></p> <p>The role has been created to help manage workload across the 3rd Line function and provide a clear technical lead for complex customer issues. You'll be the highest internal escalation point, helping engineers work through challenging problems while taking ownership of the issues that need deeper investigation."
Surrey,1800053,3rd Line Support Engineer,OUT_SALARY,"annualised salary exceeds £50,000",">£50,000 OUT",I.T. & Communications,"<p>If you're an experienced 3rd Line Support Engineer who enjoys getting to the bottom of difficult technical problems rather than simply passing them on, this could be a good opportunity to explore.</p> <p></p> <p><strong>3rd Line Support Engineer</strong></p> <p><strong>Nutfield £47,000-£52,000 Office-based, 5 days a week</strong></p> <p></p> <p>You'll join a senior technical support function where the focus is on complex escalations, infrastructure improvement and occasional project work. It's a hands-on role with plenty of technical ownership, working across a varied range of customer environments.</p> <p></p> <p><strong>The Role</strong></p> <p>You'll take ownership of technically chall"
Essex,23643_225479452,Technical Support Officer (Compliance),BORDERLINE,title needs advert-context review,£30k–£40k,Administration,"<p><strong>Technical Support (Compliance) - Harlow</strong></p><p><strong>£116.97 per day PAYE (approx. £30,500.00 per annum).</strong></p><p><strong>3 days onsite increasing to 4 eventually </strong></p><p><strong>Minimu 1 year contract</strong></p><p><strong>Duties Include but Not Limited to </strong></p><ul> <li>Provide business, technical and administrative support to the Compliance Team.</li><li>Schedule appointments and assist in the delivery of statutory compliance programmes.</li><li>Monitor compliance systems, alerts and shared inboxes, escalating issues where appropriate.</li><li>Receive, log and coordinate enquiries from residents, contractors and colleagues.</li><li>Maintain accu"
Essex,23643_225510248,Engineering Helpdesk Supervisor,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,Call Centre / CustomerService,"<b><strong>Help Desk Supervisor</strong></b><br><br><strong>Location:</strong> This role will be primarily based at our Botanica Ditton Park site. We are planning to relocate to Botanica Ditton Park from January 2027. Until then, the role will be based at our current Farnborough office. <br><br>Siemens Smart Infrastructure - Buildings helps create safe, sustainable and energy-efficient buildings through innovative building technologies, services and solutions. We're seeking a Supervisor to lead our Customer Service Support Office team, ensuring the delivery of excellent customer service and operational performance across our UK service business. Working closely with the Head of Service, you'"
Essex,23643_225516142,Helpdesk Assistant - Part Time,LIKELY_IN,family title is a strong inclusion signal,<£25k,Administration,"<p>Business Support Assistant - Helpdesk</p><p><strong>Location:</strong> Lakeside Shopping Centre<br><strong>Hours:</strong> Part time, 25 hours a week<br><strong>Shift Pattern:</strong> 5 days over 7, including weekends, evenings, and late-night shifts on a rotating rota<br><strong>Salary:</strong> £18,300</p><p><strong>The Role</strong></p><p>We are recruiting for a Part Time Business Support Assistant to join a busy Facilities and Compliance Helpdesk team. This is an excellent opportunity for an organised and customer-focused individual to play a key role in supporting the delivery of maintenance, compliance, and health & safety services across a large commercial environment. Based on th"
Essex,1780185,Service Desk Support Analyst,LIKELY_IN,family title is a strong inclusion signal,missing/unknown,I.T. & Communications,"<p><strong>Company Description</strong> </p><p><strong>About FRP</strong></p> <p>At FRP, we are a leading national business advisory firm based in the UK. With over 850 team members, including more than 100 partners, we specialise in Corporate Finance, Debt Advisory, Forensic Services, Financial Advisory and Restructuring Advisory. Operating from 35 offices across the UK, Isle of Man and Cyprus, we are dedicated to helping clients navigate complex and difficult situations to create, preserve, and recover value.</p> <p>Our approach is known for being honest, clear, and considered. We provide strategic solutions that cater to a broad range of businesses, from multinational organisations to sma"
Essex,1716462,IT Support Engineer,LIKELY_IN,family title is a strong inclusion signal,£30k–£40k,I.T. & Communications,"<p><strong>2nd Line Support Engineer Colchester £32,000-£35,000</strong></p> <p>Oscar Technology has partnered exclusively with a leading MSP near Colchester to recruit for a skilled 2nd Line Support Engineer to join their team.</p> <p><strong>Job Description</strong></p> <p>As a 2nd Line Support Engineer, you will play a crucial role in the company's effective delivery of the service desk and field services.</p> <p><strong>Responsibilities Include:</strong></p> <ul> <li>Monitoring & dealing with issues raised in the logging system and directly through the phone.</li> <li>Providing 2nd line support for IT incidents and requests, ensuring timely resolution and user satisfaction.</li> <li>Perf"
