month,region,region_scope,category,existing_live_page,recommendation,recommendation_reason,total_jobs,feed_days,days_seen,seen_ratio_pct,average_daily_count,minimum_daily_count,maximum_daily_count,days_with_6_plus,days_with_12_plus,first_five_day_average,last_five_day_average,direction_change_pct,decline_type,decline_explanation,unique_title_count,unique_company_count,unique_location_count,top_titles,top_companies,top_1_company_share_pct,top_2_company_share_pct,concentration_risk,credible_slice,manual_review_pilot
2026-07,Yorkshire - South,lookup_region,teaching_sen_learning_support,no,WATCH,average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,1,14,12,85.7,0.86,0,1,0,0,0.6,1.0,66.7,no_meaningful_decline,,1,1,1,Roma Speaking Teaching Assistant and School Administrator (12),Tradewind Recruitment (12),100.0,100.0,HIGH,False,False
2026-07,Berkshire,lookup_region,teaching_sen_learning_support,no,WATCH,average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,2,14,12,85.7,0.86,0,1,0,0,1.0,0.8,-20.0,no_meaningful_decline,,2,1,2,Graduate Behaviour Mentor - Reading (8); Inclusion Teaching Assistant (4),Academics (12),100.0,100.0,HIGH,False,False
2026-07,Scotland - Borders,lookup_region,care_assistant_healthcare_assistant,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,2,14,10,71.4,0.86,0,2,0,0,1.0,0.4,-60.0,mainly_large_campaigns_disappearing,Top early advertiser(s) The Richmond Fellowship Scotland account for approximately 100% of the measured decline.,1,1,2,Shared Lives Carer (12),The Richmond Fellowship Scotland (12),100.0,100.0,HIGH,False,False
2026-07,Lancashire - Central,lookup_region,care_assistant_healthcare_assistant,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,3,14,7,50.0,0.86,0,2,0,0,1.6,0.2,-87.5,mainly_large_campaigns_disappearing,Top early advertiser(s) Guardian Homecare Limited account for approximately 100% of the measured decline.,2,2,2,Care Assistant (10); Healthcare Assistant (2),Guardian Homecare Limited (10); L M Healthcare (2),83.3,100.0,HIGH,False,False
2026-07,West Midlands - Black Country,lookup_region,broader_office_administration,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,1,14,11,78.6,0.79,0,1,0,0,0.4,1.0,150.0,no_meaningful_decline,,1,1,1,Workflow Operations Coordinator (11),Hayley Dexis (11),100.0,100.0,HIGH,False,False
2026-07,Greater Manchester - North,lookup_region,care_assistant_healthcare_assistant,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,2,14,11,78.6,0.79,0,1,0,0,0.8,1.0,25.0,no_meaningful_decline,,2,2,2,Personal Care Assistant (6); Care Assistant (5),Aspire People Limited (6); Comfort Call Limited (5),54.5,100.0,HIGH,False,False
2026-07,Wales South - Gwent,lookup_region,teaching_sen_learning_support,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,1,14,11,78.6,0.79,0,1,0,0,0.4,1.0,150.0,no_meaningful_decline,,1,1,1,Reception Class Teaching Assistant (11),Academics (11),100.0,100.0,HIGH,False,False
2026-07,Scotland West - Ayrshire,lookup_region,care_assistant_healthcare_assistant,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,4,14,8,57.1,0.79,0,3,0,0,1.6,0.4,-75.0,mainly_large_campaigns_disappearing,"Top early advertiser(s) Crossreach, Constance Care Limited account for approximately 100% of the measured decline.",3,3,3,Care Assistant (5); Care Worker (4); Relief Care Worker (2),Constance Care Limited (5); Crossreach (4); Balmoral Health and Social Care (2),45.5,81.8,HIGH,False,False
2026-07,Surrey,lookup_region,care_assistant_healthcare_assistant,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,5,14,7,50.0,0.79,0,2,0,0,1.8,0.2,-88.9,mainly_large_campaigns_disappearing,"Top early advertiser(s) Kent Social Care Professionals Limited, Care UK account for approximately 88% of the measured decline.",2,5,4,Care Assistant (7); Night Care Assistant (4),Kent Social Care Professionals Limited (5); Care UK (3); Barchester Healthcare (1); Alina Homecare (1); Avon Search & Selection Ltd (1),45.5,72.7,HIGH,False,False
2026-07,Derbyshire,lookup_region,care_assistant_healthcare_assistant,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,1,14,10,71.4,0.71,0,1,0,0,0.2,1.0,400.0,no_meaningful_decline,,1,1,1,Female Community Care Assistant (10),Routes Healthcare (North) (10),100.0,100.0,HIGH,False,False
2026-07,Wiltshire,lookup_region,residential_childcare_children_support,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,3,14,10,71.4,0.71,0,1,0,0,0.8,1.0,25.0,no_meaningful_decline,,2,3,2,Children's Residential Support Worker (6); Residential Support Worker - Children's Home (4),Witherslack Group (6); Candidate Source Ltd (2); Candidate Source (2),60.0,80.0,HIGH,False,False
2026-07,Highland,lookup_region,broader_office_administration,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,3,14,8,57.1,0.71,0,2,0,0,0.8,0.8,0.0,no_meaningful_decline,,2,2,2,Administrator (8); Receptionist (2),Castle View Personnel (7); Global Highland Limited (3),70.0,100.0,HIGH,False,False
2026-07,Dorset,lookup_region,care_assistant_healthcare_assistant,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,5,14,8,57.1,0.71,0,3,0,0,0.8,0.6,-25.0,mainly_large_campaigns_disappearing,"Top early advertiser(s) Alina Homecare, Colten Care Limited account for approximately 100% of the measured decline.",2,3,4,Night Care Assistant (7); Care Assistant (3),Colten Care Limited (5); Alina Homecare (3); Agincare Group (2),50.0,80.0,HIGH,False,False
2026-07,Nottinghamshire,lookup_region,residential_childcare_children_support,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,3,14,8,57.1,0.71,0,2,0,0,1.0,0.6,-40.0,mainly_large_campaigns_disappearing,"Top early advertiser(s) Candidate Source Ltd, Keyline Care Supported Living account for approximately 100% of the measured decline.",3,3,3,Childrens Residential Support Worker (6); Residential Support Worker - Children's Home (2); Waking Night Residential Childcare Support Worker (2),Madiba Limited (6); Candidate Source Ltd (2); Keyline Care Supported Living (2),60.0,80.0,HIGH,False,False
2026-07,Shropshire,lookup_region,residential_childcare_children_support,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,1,14,9,64.3,0.64,0,1,0,0,1.0,0.6,-40.0,mainly_large_campaigns_disappearing,Top early advertiser(s) SCR Recruitment Services account for approximately 100% of the measured decline.,1,1,1,Childrens Residential Support Worker (9),SCR Recruitment Services (9),100.0,100.0,HIGH,False,False
2026-07,Cambridgeshire,lookup_region,broader_office_administration,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,1,14,9,64.3,0.64,0,1,0,0,1.0,0.0,-100.0,mainly_large_campaigns_disappearing,Top early advertiser(s) Inspire Education Group account for approximately 100% of the measured decline.,1,1,1,Apprentice Service Desk Administrator (9),Inspire Education Group (9),100.0,100.0,HIGH,False,False
2026-07,Staffordshire,lookup_region,teaching_sen_learning_support,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,1,14,9,64.3,0.64,0,1,0,0,1.0,0.0,-100.0,mainly_large_campaigns_disappearing,Top early advertiser(s) Hays account for approximately 100% of the measured decline.,1,1,1,Cannock area teaching assistant roles! (9),Hays (9),100.0,100.0,HIGH,False,False
2026-07,Yorkshire - East,lookup_region,care_assistant_healthcare_assistant,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,1,14,8,57.1,0.57,0,1,0,0,0.0,0.8,0.0,no_meaningful_decline,,2,1,1,Care Assistant (6); Care Worker (2),HICA (8),100.0,100.0,HIGH,False,False
2026-07,Greater Manchester - South,lookup_region,care_assistant_healthcare_assistant,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,2,14,8,57.1,0.57,0,1,0,0,0.8,0.6,-25.0,mainly_large_campaigns_disappearing,Top early advertiser(s) Careline Homecare Limited account for approximately 100% of the measured decline.,2,2,2,Care Assistant (5); Domiciliary Care Assistant (3),Careline Homecare Limited (5); Lp Training & Consultancy Limited T/A Mash Care (3),62.5,100.0,HIGH,False,False
2026-07,Greater Manchester - Wigan & Bolton,lookup_region,broader_office_administration,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,1,14,8,57.1,0.57,0,1,0,0,1.0,0.0,-100.0,mainly_large_campaigns_disappearing,Top early advertiser(s) Hays Specialist Recruitment Limited account for approximately 100% of the measured decline.,1,1,1,School Administrator (8),Hays Specialist Recruitment Limited (8),100.0,100.0,HIGH,False,False
2026-07,Merseyside - St Helens & Knowsley,lookup_region,broader_office_administration,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,1,14,8,57.1,0.57,0,1,0,0,1.0,0.0,-100.0,mainly_large_campaigns_disappearing,Top early advertiser(s) Hays Specialist Recruitment Limited account for approximately 100% of the measured decline.,1,1,1,School Administrator (8),Hays Specialist Recruitment Limited (8),100.0,100.0,HIGH,False,False
2026-07,North Wales - West,lookup_region,care_assistant_healthcare_assistant,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,1,14,8,57.1,0.57,0,1,0,0,0.8,0.0,-100.0,mainly_large_campaigns_disappearing,"Top early advertiser(s) MPA Recruitment, MPA Recruitment Agency account for approximately 100% of the measured decline.",1,2,1,Care Assistant (8),MPA Recruitment (7); MPA Recruitment Agency (1),87.5,100.0,HIGH,False,False
2026-07,Yorkshire - East,lookup_region,residential_childcare_children_support,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,1,14,8,57.1,0.57,0,1,0,0,0.8,0.0,-100.0,mainly_large_campaigns_disappearing,Top early advertiser(s) SCR Recruitment Services account for approximately 100% of the measured decline.,1,1,1,Childrens Residential Support Worker (8),SCR Recruitment Services (8),100.0,100.0,HIGH,False,False
2026-07,Gloucestershire,lookup_region,teaching_sen_learning_support,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration,1,14,7,50.0,0.5,0,1,0,0,0.0,1.0,0.0,no_meaningful_decline,,1,1,1,Psychology Graduate - SEN Teaching Assistant (7),Academics (7),100.0,100.0,HIGH,False,False
2026-07,Cumbria - South,lookup_region,broader_office_administration,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,1,14,7,50.0,0.5,0,1,0,0,1.0,0.0,-100.0,mainly_large_campaigns_disappearing,Top early advertiser(s) Adecco account for approximately 100% of the measured decline.,1,1,1,Client Services Administrator (7),Adecco (7),100.0,100.0,HIGH,False,False
2026-07,Flintshire,lookup_region,broader_office_administration,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,1,14,7,50.0,0.5,0,1,0,0,1.0,0.0,-100.0,mainly_large_campaigns_disappearing,Top early advertiser(s) TEMPLEGATE RECRUITMENT account for approximately 100% of the measured decline.,1,1,1,IFA Administrator (7),TEMPLEGATE RECRUITMENT (7),100.0,100.0,HIGH,False,False
2026-07,Lancashire - East,lookup_region,broader_office_administration,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,1,14,7,50.0,0.5,0,1,0,0,1.0,0.0,-100.0,mainly_large_campaigns_disappearing,Top early advertiser(s) GXO Logistics account for approximately 100% of the measured decline.,1,1,1,Site Administrator Co-ordinator 12 month Fixed term contract (7),GXO Logistics (7),100.0,100.0,HIGH,False,False
2026-07,Lancashire - West,lookup_region,broader_office_administration,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,1,14,7,50.0,0.5,0,1,0,0,1.0,0.0,-100.0,mainly_large_campaigns_disappearing,Top early advertiser(s) Adaptable Recruitment account for approximately 100% of the measured decline.,1,1,1,Customer Operations Administrator (7),Adaptable Recruitment (7),100.0,100.0,HIGH,False,False
2026-07,Cambridgeshire,lookup_region,residential_childcare_children_support,no,WATCH,insufficient persistence; average below 6 jobs/day; limited title/company/location breadth; severe advertiser concentration; mainly large campaigns disappearing,1,14,7,50.0,0.5,0,1,0,0,1.0,0.0,-100.0,mainly_large_campaigns_disappearing,Top early advertiser(s) Area Camden account for approximately 100% of the measured decline.,1,1,1,Waking Night Residential Childcare Support Worker (7),Area Camden (7),100.0,100.0,HIGH,False,False
