run_date,source,source_job_id,canonical_url,title,employer,location,postcode,salary_text,posted_date,closing_date,employment_type,description_excerpt,first_discovery_route,first_discovery_query,first_discovery_page,discovery_routes,discovery_occurrences,detail_fetch_status,factual_fingerprint,geo_cluster,ontap_region,geography_status,geography_reason,geography_lookup_key,slice_category,slice_status,publish_eligible
2026-09-11,Teaching Vacancies,administrative-support-reprographics-technician-ormiston-venture-academy,https://teaching-vacancies.service.gov.uk/jobs/administrative-support-reprographics-technician-ormiston-venture-academy,Administrative Support & Reprographics Technician,Ormiston Venture Academy,"Gorleston, East of England, NR31 7JJ",NR31 7JJ,"£22,773.00 - £23,133.00 Annually (Actual)",2026-09-08,2026-09-22T09:00:00+01:00,['PART_TIME'],"Are you interested in transforming children's lives, making a difference in our community and looking to join our team for your next steps? This is an exciting opportunity at Venture Academy that requires enthusiastic and passionate individuals with the drive to help our students to achieve their very best. We're looking for an organised, can-do Administrative Support & Reprographics Technician to join our busy academy administration team. You'll be the friendly face behind the scenes making sure the day runs smoothly — from producing beautifully formatted letters, newsletters and resources for staff, to keeping our reprographics room stocked, tidy and fully operational. No two days are quite the same: one minute you're binding a set of booklets for the whole academy, the next you're liaising with a department on the best way to present their latest project, or making sure the display boards around school are looking their best. This role would suit someone practical, personable and comfortable switching between paper-based and IT-based tasks without missing a beat. You'll need a good working knowledge of Word, Excel, PowerPoint and Publisher, a keen eye for detail (copyright rules",administration-category,"Administration, HR, data and finance",33,"[{""page"": 33, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 3, ""query"": ""administrative"", ""route"": ""keyword:administrative""}]",2,OK,e911520b03cf9bf62df12d2e049ed45f3c6264026cc07ba182daf584eaf1246c,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-11,Teaching Vacancies,attendance-officer-cranford-park-church-of-england-primary-school,https://teaching-vacancies.service.gov.uk/jobs/attendance-officer-cranford-park-church-of-england-primary-school,Attendance Officer,Cranford Park Church of England Primary School,"Yateley, South East, GU46 6LB",GU46 6LB,"Grade B pro rata (£24,796 to £25,128 FTE)",2026-08-28,2026-09-30T23:59:00+01:00,"['PART_TIME', 'TEMPORARY']","Cranford Park CE Primary School is a delightful one-form-entry school in Yateley – a “small school with a big heart” (Ofsted 2025), set in a spacious attractive environment. We are an inclusive, nurturing school looking for a positive, resilient individual to join our friendly team as an Attendance Officer, working directly with the headteacher to improve the attendance of our pupils. This is a fantastic opportunity to play a key role in supporting pupil attendance within a welcoming school environment. The successful candidate will be required to work with families to improve the attendance of children throughout the primary age range. A trusting, positive relationship will be essential in ensuring the best progress so the successful candidate will need a warm, enthusiastic approach, while maintaining high expectations for improvement where necessary. You will need initiative and a creative approach to bespoke solutions for our different families. See role description for more details. We are ideally looking for someone who: Has some experience of working with families as a front-line, public-sector worker. This would not need to be in education. Is organised, detail-oriented and",administration-category,"Administration, HR, data and finance",49,"[{""page"": 49, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,3ffb50003943507009d866c249702fa3aa5b64888517e5da224e6406209cdfb1,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-11,Teaching Vacancies,business-support-officer-holy-spirit-catholic-primary-academy,https://teaching-vacancies.service.gov.uk/jobs/business-support-officer-holy-spirit-catholic-primary-academy,Business Support Officer,Holy Spirit Catholic Primary Academy,"Heckmondwike, Yorkshire and the Humber, WF16 9EA",WF16 9EA,"£25,583.00 Annually (FTE)",2026-08-26,2026-09-14T12:00:00+01:00,['FULL_TIME'],"We are seeking to appoint an individual to: Provide a warm, friendly, professional reception service to visitors, children and parents. Provide an effective, flexible admin/business support service to the School Office Manager and Head Teacher. To liaise with the school kitchen regarding school meals and run ParentPay software for meal payments. Also to be able to run other IT packages used in the office. Monitor & maintain attendance registers, dealing with attendance referring absences to the Head Teacher. Monitor payments into school for trips, dinner monies and any other monies into school. Ensure inventories and stock are maintained and supplies replenished & checked upon receipt. Keeping inventories up to date. Ensure that the school calendar is always up to date including the dates and staffing on the school web site. Inputting data when required, including the school census. To deal with school admissions. To have the ability to adapt to the various roles this entails.",administration-category,"Administration, HR, data and finance",9,"[{""page"": 9, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,aa0c03f9fe406497a1bf9d37ad6743a8b61129a07a1821080b7099460227a92b,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-11,Teaching Vacancies,exams-officer-maternity-cover-56523afb-1264-4abd-9cb1-647adc8d215f,https://teaching-vacancies.service.gov.uk/jobs/exams-officer-maternity-cover-56523afb-1264-4abd-9cb1-647adc8d215f,Exams Officer (Maternity Cover),Ormiston Park Academy,"South Ockendon, East of England, RM15 4RU",RM15 4RU,"£24,659.00 - £25,884.00 Annually (Actual) Actual starting salary based on full time equivalent (FTE) of £28,142",2026-04-21,2026-09-17T23:59:00+01:00,"['FULL_TIME', 'PART_TIME']","Work where it matters most, achieve what matters more Be part of a team where passion meets purpose, as we work together where the challenge is greatest to change the lives and build the futures of children and young people. Ormiston Park Academy is a small but growing secondary Academy and our vision of ‘Believe and Achieve’ underpins all aspects of academy life in our impressive, well-resourced buildings and grounds. The successfully appointed candidate will join a caring and committed body of staff and enjoy working with friendly and enthusiastic students of whom we are extremely proud. We are currently seeking to appoint an experienced and committed Exams Officer to drive all aspects of examinations at the Academy during a period of maternity cover. The role is offered working 35 hours per week, 42 working weeks per year (term time plus 5 development days and additional 3 weeks). The successful applicant will play a key role in the effective planning, coordination, and administration of all internal and external examinations within the academy. The postholder is responsible for ensuring that examination processes run smoothly, in full compliance with awarding body regulations,",administration-category,"Administration, HR, data and finance",16,"[{""page"": 16, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 1, ""query"": ""exams officer"", ""route"": ""keyword:exams officer""}]",2,OK,821c8c650c89fe660ce62c6970e6a1a12a9ec1da3da38f10b281390a86687097,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-11,Teaching Vacancies,finance-apprentice-chrysalis-multi-academy-trust-kenton-not-recorded,https://teaching-vacancies.service.gov.uk/jobs/finance-apprentice-chrysalis-multi-academy-trust-kenton-not-recorded,Finance Apprentice,Chrysalis Multi Academy Trust,"Kenton, HA3 0UH",HA3 0UH,"£12,544.00 Annually (FTE) Term Time Only",2026-06-04,2026-09-13T23:59:00+01:00,['FULL_TIME'],"FINANCE APPRENTICE 15 month apprenticeship role Salary - First Year — £12,544 p.a. 35hrs per week including study leave (8am - 4pm) Term Time only Starting as soon as possible We are looking for an enthusiastic and motivated Finance Apprentice to join our busy and supportive finance team within a vibrant school environment. You will play an important role in supporting the day-to-day financial and administrative operations of the school, including processing payments, maintaining accurate records, assisting with financial reporting, and providing excellent customer service to parents, students, and staff. What we’re looking for: An organised, reliable, and detail-oriented individual with a genuine interest in finance and administration. A team player with strong communication and interpersonal skills who can interact professionally with parents, students, and colleagues. 5 GCSEs (or equivalent) grades A*-C, including English and Maths. Good IT skills, including confidence using Microsoft Office applications, particularly Excel. The ability to handle confidential information with discretion and professionalism.",administration-category,"Administration, HR, data and finance",3,"[{""page"": 3, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,0905d360ac8a06bb7a3ebba2b7830353ab859c63bea851f5c640dd3dc73983ed,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-11,Teaching Vacancies,hr-administrator-iceni-primary-academy-hockwold-cum-wilton-norfolk,https://teaching-vacancies.service.gov.uk/jobs/hr-administrator-iceni-primary-academy-hockwold-cum-wilton-norfolk,HR Administrator,Iceni Primary Academy,"Hockwold Cum Wilton, East of England, IP26 4LP",IP26 4LP,"£20,301.39 - £22,713.69 Annually (Actual) £26,403 - £29,540 FTE - NJC Point 7 - Point 14",2026-09-08,2026-09-18T09:00:00+01:00,['PART_TIME'],"HR Administrator Iceni Primary Academy, Iceni Secondary Academy & The Nicholas Hamond Academy 30 hours per week, term time only + 4 weeks (43 weeks) NJC Point 7 - 14 (£26,403 - £29,540 FTE - Actual £20,301.39 - £22,713.69) Hybrid - Home working with travel to academies (applicants must be able to travel to all academies) Are you looking for a fantastic new opportunity? At Academy Transformation Trust, great people services make a real difference to colleagues, leaders and ultimately the pupils and communities we serve. We are looking for an HR Administrator who thrives on accuracy, enjoys solving problems and takes pride in delivering an outstanding people service. This is an exciting opportunity for someone who enjoys working in a fast-paced environment where attention to detail matters. You will support the employee lifecycle, payroll processes, HR administration, compliance activity and colleague communications, ensuring information is accurate, confidential and delivered professionally. You will be trusted to handle sensitive information, draft correspondence, resolve queries and support colleagues with confidence, professionalism and integrity. What you will be doing Managing",administration-category,"Administration, HR, data and finance",18,"[{""page"": 18, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}, {""page"": 4, ""query"": ""administrator"", ""route"": ""keyword:administrator""}]",2,OK,08eed30a2b56412534756e5921344055af55097194ca11884d611aa6ea0a1ddd,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-11,Teaching Vacancies,hr-advisor-diocese-of-southwell-and-nottingham-multi-academy-trust-southwell-not-recorded,https://teaching-vacancies.service.gov.uk/jobs/hr-advisor-diocese-of-southwell-and-nottingham-multi-academy-trust-southwell-not-recorded,HR Advisor,Diocese Of Southwell And Nottingham Multi Academy Trust,"Southwell, NG25 0JH",NG25 0JH,"£34,434.00 - £39,152.00 Annually (FTE)",2026-08-12,2026-09-14T09:00:00+01:00,['FULL_TIME'],"HR Advisor Hay Band A (£34,434 - £39,152) Contract: Permanent, 37 hours all year round (term time only will be considered) Location: Jubilee House, Southwell, Nottinghamshire (A hybrid working arrangement is in place) Starting date - September or earlier. An exciting opportunity has arisen for a self-motivated and enthusiastic individual to join SNMAT’s growing HR & Payroll Team, providing support to our 24 partner academies. As an HR Advisor, you will deliver professional advice and guidance to leaders on policies and procedures, complex casework and other HR related matters. You will be responsible for the strategic and proactive case management of long- and short-term sickness absences and advising on a range of other employee relation cases. At SNMAT we can offer: An opportunity to make a difference to the lives of the young people in our Trust by providing exceptional support to headteachers, senior leaders and colleagues. An opportunity to develop knowledge and understanding in the field of Education HR. Access to the Local Government Pension Scheme. Access to a range of employee benefits including Cycle to Work Scheme and Employee Assistance Programme. A hybrid approach to w",administration-category,"Administration, HR, data and finance",7,"[{""page"": 7, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,1b8b524f8121ed150b8824dae465a95df0b853f59dac16822f89e98bca00e53d,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-11,Teaching Vacancies,hr-business-partner-the-two-counties-trust,https://teaching-vacancies.service.gov.uk/jobs/hr-business-partner-the-two-counties-trust,HR Business Partner,The Two Counties Trust,"Kirby In Ashfield, NG17 8HP",NG17 8HP,"£38,510.00 - £42,123.00 Annually (FTE) Grade 7: £38,510 - £42,123 per annum",2026-09-08,2026-09-24T12:00:00+01:00,['FULL_TIME'],"Grade and Salary: Grade 7: £38,510 - £42,123 per annum Working Pattern: 37 hours per week, year round Contract Term: Permanent An exciting opportunity has arisen to join our Human Resources Team. You will join a team of dedicated, likeminded HR professionals delivering an excellent service to the schools within our Trust. Day to day you will work with a cluster of schools and will be responsible for delivering a first-class HR service providing advice and guidance on a range of employment issues, advising on both policy and employment law. The ideal candidate will hold the Level 5 Diploma in Human Resources practice, have up to date knowledge of employment law and an understanding of terms of conditions of employment within the education sector. Experience of working with complex casework is essential, including managing absence, discipline and grievance processes. Experience of successfully managing recruitment processes is also essential. We are seeking to appoint a confident communicator who has the ability to build meaningful positive professional working relationships schools. You must share our goal of delivering an outstanding service to the schools within our Trust so exper",administration-category,"Administration, HR, data and finance",38,"[{""page"": 38, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,dd0a15041fa1952dee650ec16e3001b5711e8244ac48c73ae403936100be908c,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-11,Teaching Vacancies,hr-lead-pa-forest-hall-school,https://teaching-vacancies.service.gov.uk/jobs/hr-lead-pa-forest-hall-school,HR Lead & PA,Forest Hall School,"Stansted Mountfitchet, East of England, CM24 8TZ",CM24 8TZ,"£28,715.00 - £35,067.00 Annually (Actual)",2026-09-09,2026-09-30T23:59:00+01:00,['PART_TIME'],"AsHR Lead & PA , you will play a central role in ensuring both schools operate efficiently by leading day-to-day HR functions while providing high-quality executive support to the Executive Headteacher and leadership teams across two school sites. You will take ownership of the full employee lifecycle, overseeing recruitment, safer recruitment compliance, payroll administration, workforce records, absence management, employee relations and performance processes. Working closely with school leaders and the Trust HR team, you will ensure that all HR practices are compliant, efficient and provide an excellent experience for staff. Alongside your HR leadership responsibilities, you will act as the Executive Headteacher's trusted Personal Assistant, managing complex diaries, coordinating meetings, preparing reports and presentations, organising governance and leadership meetings, and ensuring the smooth coordination of strategic priorities across both schools. You will be the first point of contact for many stakeholders, exercising sound judgement, maintaining absolute confidentiality and anticipating the needs of the Executive Headteacher in a fast-paced environment. This is a varied a",administration-category,"Administration, HR, data and finance",49,"[{""page"": 49, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,fb0933486031c931da9f74e40dc6efbaa0fb2e4a0df8b491d657e272471d61a1,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
2026-09-11,Teaching Vacancies,people-director-cheshire-academies-trust-kelsall-not-recorded,https://teaching-vacancies.service.gov.uk/jobs/people-director-cheshire-academies-trust-kelsall-not-recorded,People Director,Cheshire Academies Trust,"Kelsall, CW6 0PU",CW6 0PU,"£23,887.00 - £27,188.00 Annually (Actual)",2026-09-03,2026-09-28T09:00:00+01:00,['PART_TIME'],"Your responsibilities will include: Serving as the Trust's primary HR adviser, providing guidance to all senior leaders on all employment matters, including complex casework, disciplinary, grievance, capability and absence management. Developing and maintaining the Trust's HR policy framework, ensuring policies are legally compliant, practically useful and consistently applied across all schools. Policies operate under the STPCD for teaching staff and NJC Green Book / Burgundy Book for support staff, and you'll be expected to keep the Trust current with changes to both. Leading on workforce planning and recruitment strategy, including supporting with senior appointments and ensuring safer recruitment compliance across all schools in line with KCSIE and the Trust's Safeguarding and Recruitment and Selection Policy. Managing the Trust's relationship with its occupational health supplier and taking responsibility for the effective use of Civica as the HR information system. Supporting and quality-assuring the Trust's appraisal and pay processes, ensuring consistency across schools and alignment with the STPCD and the Trust's Pay Policy. Expanding and enhancing Trust-wide approaches to",administration-category,"Administration, HR, data and finance",46,"[{""page"": 46, ""query"": ""Administration, HR, data and finance"", ""route"": ""administration-category""}]",1,OK,efab9fe2cb08696fe4eaf3570aa46fc0a16162e472ceb124c5b7f114af1e18a3,,,UNRESOLVED,No exact factual location match in geo_lookup.xlsx,,admin_service,UNREGISTERED,NO
